eprtr_facility_id,eprtr_facility_name,eprtr_country,eprtr_activity,activity_label,eta,substitutable_TJ,heat_demand_TJ,note,routing_mode
UK.SEPA/200000160.Facility,Morayhill Timber Mill,United Kingdom,6(b),Wood products / panels,,,,no LCP data,
IS.CAED/570297-2609,Norðurál Grundartangi ehf.,Iceland,2(e)(i),Non-ferrous (primary),,,,no LCP data,
NL.RIVM/000201304.FACILITY,BMC Moerdijk BV,Netherlands,1(c),EXCLUDE — power stations,0.0,5701.37,0.0,,tech_split
UK.CAED/EW_EA-2497.FACILITY,Slough Heat and Power,United Kingdom,5(b),Municipal waste incineration (WtE),,,,no LCP data,
IT.CAED/481232018.FACILITY,Polynt spa,Italy,4(a),Basic organic chemicals / olefins,,,,no LCP data,
https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/45025138,Deponie Saspow ,Germany,5(d),Landfill / other waste,,,,no LCP data,
FR.EEA/058.00360.FACILITY,Petroplus Raffinage Petit-Couronne SAS,France,1(a),Petroleum refineries,,,,no LCP data,
ES.CAED/003733000.FACILITY,"NERVACERO , S.A. (NERVACERO)",Spain,2(b),Iron & Steel (BF/BOF),,,,no LCP data,
SE.CAED/10020475.Facility,Hedenverket,Sweden,1(c),EXCLUDE — power stations,0.0,1.15,0.0,,tech_split
GR.EEA/EL5801162.FACILITY,PPC S.A. SES LIPTOL,Greece,1(c),EXCLUDE — power stations,,,,no LCP data,
IT.CAED/980441001.FACILITY,CENTRALE TERMOELETTRICA DI SAN FILIPPO DEL MELA ,Italy,1(c),EXCLUDE — power stations,0.0,5492.57,0.0,,tech_split
ES.CAED/003532000.FACILITY,CENTRAL TERMICA DE FOIX,Spain,1(c),EXCLUDE — power stations,,,,no LCP data,
ES.CAED/003590000.FACILITY,CENTRAL TÉRMICA DE VELILLA,Spain,1(c),EXCLUDE — power stations,0.0,0.44,0.0,,tech_split
IT.CAED/270321001.FACILITY,stabilimento di Ferrera Erbognone,Italy,1(c),EXCLUDE — power stations,0.0,30807.1,0.0,,tech_split
DE.EEA/17193.FACILITY,TOTAL Raffinerie Mitteldeutschland GmbH (POX/Methanol),Germany,4(a),Basic organic chemicals / olefins,,,,no LCP data,
UK.CAED/EW_EA-829.FACILITY,Coventry Incinerator EPR/NP3739PD,United Kingdom,5(b),Municipal waste incineration (WtE),,,,no LCP data,
NL.EEA/9014.FACILITY,Essent Productie Geleen B.V.,Netherlands,1(c),EXCLUDE — power stations,,,,no LCP data,
HU.OKIR/100367833.FACILITY,Guardian Orosháza Korlátolt Felelősségű Társaság,Hungary,3(e),Mineral fibres,,,,no LCP data,
GB.EEA/EW_EA-2308.FACILITY,"Cemex UK Cement Ltd, BARRINGTON CEMENT WORKS",United Kingdom,3(c),Glass,,,,no LCP data,
https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/102693,Progroup Paper PM3 GmbH ,Germany,6(b),Wood products / panels,1.0,2036.74,1449.14,,tech_split
BG.CAED/004000017.FACILITY,Teheko Energy power station,Bulgaria,1(c),EXCLUDE — power stations,,,,no LCP data,
DK.CAED/000084482.FACILITY,Leca Danmark A/S,Denmark,3(g),unmapped,,,,activity not in config,
SE.CAED/10021812.Facility,"Outokumpu Stainless AB, Avesta",Sweden,2(b),Iron & Steel (BF/BOF),,,,no LCP data,
PT.CAED/PT.APA05769922.CI,Navarra - Extrusão de Alumínio S.A. (CI),Portugal,2(f),Non-ferrous (secondary),,,,no LCP data,
FR.CAED/5921.FACILITY,VAL'ERGIE,France,5(b),Municipal waste incineration (WtE),,,,no LCP data,
HU.OKIR/101716090.FACILITY,Pannon-Hő Kft.,Hungary,1(c),EXCLUDE — power stations,0.0,343.93,0.0,,tech_split
AT.EEA/20000.00125.FACILITY,WIEN ENERGIE GmbH,Austria,1(c),EXCLUDE — power stations,0.0,729.02,0.0,,tech_split
HU.OKIR/100329026.FACILITY,BorsodChem Zrt.,Hungary,4(a)(iv),Basic organic chemicals / olefins,,,,no LCP data,
NL.RIVM/000081103.FACILITY,Norit Nederland B.V.,Netherlands,1(c),EXCLUDE — power stations,,,,no LCP data,
RO.CAED/101GJ0001.FACILITY,SUCURSALA ELECTROCENTRALE TURCENI,Romania,1(c),EXCLUDE — power stations,0.0,30232.7,0.0,,tech_split
https://data.gov.sk/set/data/so/b4d884b3-4442-43db-a19c-ceb6e127960f/SK37158403.NRZ.FACILITY,"eustream, a.s. - Kompresorová stanica č. 4",Slovakia,1(c),EXCLUDE — power stations,0.0,5.55,0.0,,tech_split
PL.MŚ/000000950.FACILITY,Zakład Produkcyjny Jarosław,Poland,3(e),Mineral fibres,,,,no LCP data,
FR.CAED/7874.FACILITY,PETROINEOS MANUFACTURING FRANCE SAS,France,1(a),Petroleum refineries,,,,no LCP data,
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00334,Kelheim Fibres GmbH,Germany,4(a)(viii),Basic organic chemicals / olefins,1.0,2394.0,1747.62,,tech_split
RO.EEA/RO7AB_41.FACILITY,SC GHCL UPSOM ROMANIA SA,Romania,4(b)(iv),Basic inorganic chemicals / fertiliser,,,,no LCP data,
UK.CAED/EW_EA-761.FACILITY,Teesside Crude Oil Stabilisation Terminal,United Kingdom,1(a),Petroleum refineries,,,,no LCP data,
BE.WA/057010000.FACILITY,INEOS FELUY,Belgium,4(a)(i),Basic organic chemicals / olefins,,,,no LCP data,
IE.CAED/P0802.FACILITY,Aurivo Dairy Ingredients Limited,Ireland,8(c),Dairy / food processing,,,,no LCP data,
https://registry.gdi-de.org/id/de.ni.mu/03267770260,Aluminium Oxid Stade GmbH ,Germany,4(b)(v),Basic inorganic chemicals / fertiliser,0.75,121.6,64.93,,tech_split
PL.MŚ/000000147.FACILITY,Elektrociepłownia EC-4,Poland,1(c),EXCLUDE — power stations,0.0,2715.4,0.0,,tech_split
https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000000468.FACILITY,VYNOVA BELGIUM,Belgium,4(a)(vi),Basic organic chemicals / olefins,1.0,465.62,339.9,,tech_split
ES.CAED/001530000.FACILITY,SEAT,Spain,2(f),Non-ferrous (secondary),,,,no LCP data,
ES.CAED/003408000.FACILITY,"FÁBRICA DE MENGÍBAR (SMURFIT KAPPA ESPAÑA, S.A.)",Spain,6(b),Wood products / panels,,,,no LCP data,
FR.EEA/065.07039.FACILITY,Centrale de Cogénération de Renault Flins,France,1(c),EXCLUDE — power stations,,,,no LCP data,
UK.CAED/EW_EA-17008.FACILITY,Eye Power Station EPR/BP3635LA,United Kingdom,5(b),Municipal waste incineration (WtE),,,,no LCP data,
FR.CAED/5097.FACILITY,LAFARGE CIMENTS,France,3(c)(i),Glass,,,,no LCP data,
FR.CAED/7578.FACILITY,ARKEMA FRANCE,France,5(a),Hazardous waste disposal,,,,no LCP data,
AT.CAED/9008390933787.FACILITY,WIEN ENERGIE GmbH,Austria,5(b),Municipal waste incineration (WtE),1.0,59.04,50.18,,fuel_routing
RO.CAED/103BB0001.FACILITY,SC ELECTROCENTRALE BUCURESTI SA - Cet Bucuresti Vest,Romania,1(c),EXCLUDE — power stations,0.0,6782.61,0.0,,tech_split
PT.CAED/PT.APA05764642.CI,CTRSU - Central de Tratamento de Resíduos Sólidos Urbanos (CI),Portugal,5(b),Municipal waste incineration (WtE),,,,no LCP data,
UK.CAED/BEISOffsh-ETAP-CPF.FACILITY,Marnock ETAP,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
https://registry.gdi-de.org/id/de.sl.inspire.pf/0075674-G,AVA Velsen ,Germany,5(b),Municipal waste incineration (WtE),,,,no LCP data,
SE.CAED/10017066.Facility,Karlshamnsverket,Sweden,1(c),EXCLUDE — power stations,0.0,709.95,0.0,,tech_split
UK.SEPA/200000142.Facility,Peterhead Power Station,United Kingdom,1(c),EXCLUDE — power stations,0.0,27400.0,0.0,,tech_split
SK.EEA/37063404.FACILITY,Priemyselný park Štúrovo a.s. - Kotolňa na výrobu tepla a pary,Slovakia,6(b),Wood products / panels,,,,no LCP data,
NO.EEA/0000.0062.01.FACILITY,Oseberg Øst,Norway,3(a),Cement clinker,,,,no LCP data,
PL.MŚ/000000694.FACILITY,Elektrownia Konin,Poland,1(c),EXCLUDE — power stations,0.0,10.7,0.0,,tech_split
BE.EEA/W030.FACILITY,SAINT-GOBAIN GLASS sa,Belgium,3(e),Mineral fibres,,,,no LCP data,
IT.CAED/261002002.FACILITY,Acciaieria Arvedi S.p.A.,Italy,2(b),Iron & Steel (BF/BOF),,,,no LCP data,
UK.CAED/P0120_06A.FACILITY,EP Kilroot  Ltd,United Kingdom,1(c),EXCLUDE — power stations,0.0,10973.49,0.0,,tech_split
RO.CAED/107PH0001.FACILITY,SC VEOLIA ENERGIE  PRAHOVA SRL,Romania,1(c),EXCLUDE — power stations,0.0,3054.88,0.0,,tech_split
https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000000514.FACILITY,TESSENDERLO GROUP HAM,Belgium,4(c),"Other chemicals (P, N, agro)",,,,no LCP data,
ES.CAED/001984000.FACILITY,CENTRAL TÉRMICA DE CANDELARIA,Spain,1(c),EXCLUDE — power stations,0.0,668.69,0.0,,tech_split
IT.CAED/960101001.FACILITY,ERG Power Impianti Nord,Italy,1(c),EXCLUDE — power stations,0.0,14732.74,0.0,,tech_split
GB.EEA/EW_EA-668.FACILITY,"Centrica Barry Ltd, Barry Power Station",United Kingdom,1(c),EXCLUDE — power stations,0.0,5.9,0.0,,tech_split
DK.EEA/6458.FACILITY,"I/S VESTFORBRÆNDING, GLOSTRUP",Denmark,5(b),Municipal waste incineration (WtE),1.0,76.23,64.79,,fuel_routing
IT.EEA/2007001729.FACILITY,ERG Nuove Centrali Impianti Sud,Italy,1(b),Coke ovens (LCP-reported aux only),1.0,8884.65,7551.96,,tech_split
FR.CAED/5978.FACILITY,CARRIERES & FOURS A CHAUX DE DUGNY,France,3(c)(iii),Glass,,,,no LCP data,
https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23022811,Stadtwerke Frankfurt (Oder) GmbH ,Germany,1(c),EXCLUDE — power stations,0.0,5879.61,0.0,,tech_split
PL.MŚ/000000510.FACILITY,Lhoist Bukowa Sp.zo.o.,Poland,3(c),Glass,,,,no LCP data,
UK.CAED/EW_EA-595.FACILITY,Winnington Sodium Carbonate Manufacturing Site EPR/SP3630BE,United Kingdom,4(b),Basic inorganic chemicals / fertiliser,,,,no LCP data,
https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000000194.FACILITY,ZANDVLIET POWER - TERREIN BASF,Belgium,1(c),EXCLUDE — power stations,0.0,9382.86,0.0,,tech_split
IT.CAED/080202003.FACILITY,Stabilimento Ottana Energia s.p.a.,Italy,1(c),EXCLUDE — power stations,,,,no LCP data,
https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000000590.FACILITY,ALCO BIO FUEL,Belgium,4(a)(ii),Basic organic chemicals / olefins,1.0,1914.43,1397.53,,tech_split
https://registry.gdi-de.org/id/de.rp.inspire.pf.bube-eureg/5000656,Papierfabrik Palm GmbH & Co. KG,Germany,6(b),Wood products / panels,1.0,1955.88,1391.61,,tech_split
PL.MŚ/000000973.FACILITY,HOMANIT KROSNO ODRZAŃSKIE Sp. z o.o.,Poland,6(b),Wood products / panels,1.0,93.6,66.6,,tech_split
UK.CAED/EW_EA-16783.FACILITY,Integra South East Energy Recovery Facility,United Kingdom,5(b),Municipal waste incineration (WtE),,,,no LCP data,
IT.EEA/2007000625.FACILITY,Pilkington Italia S.p.A,Italy,3(e),Mineral fibres,,,,no LCP data,
PL.MŚ/000000382.FACILITY,Koksownia Częstochowa Nowa Sp. z o.o.,Poland,1(d),unmapped,,,,activity not in config,
PT.CAED/PT.APA05762442.CI,"Unidade da Valorlis (Aterro, TMB e Triagem) (CI)",Portugal,5(d),Landfill / other waste,,,,no LCP data,
https://registry.gdi-de.org/id/de.mv.land.inspire.pf.bube/50000071,Heizkraftwerk GuD ,Germany,1(c),EXCLUDE — power stations,0.0,2112.0,0.0,,tech_split
NL.RIVM/000095007.FACILITY,Frisia Zout BV,Netherlands,4(b)(iv),Basic inorganic chemicals / fertiliser,0.75,65.42,34.93,,tech_split
CY.EEA/51.FACILITY,"VASSILIKO CEMENT WORKS PUBLIC COMPANY LTD, Moni Plant",Cyprus,3(c)(i),Glass,0.95,1340.0,684.87,,tech_split
ES.EEA/3744.FACILITY,"IBERDROLA GENERACION , S.A. (IBERDROLA GENERACIÓN C. T. PASAJES)",Spain,1(c),EXCLUDE — power stations,,,,no LCP data,
NL.RIVM/000103010.FACILITY,DAMCO Aluminium Delfzijl Coöperatie U.A.,Netherlands,2(e)(i),Non-ferrous (primary),0.9,6.08,4.65,,fuel_routing
IT.CAED/660502004.FACILITY, TRIGNO ENERGY s.r.l. impianto di cogenerazione,Italy,1(c),EXCLUDE — power stations,,,,no LCP data,
UK.CAED/BEISOffsh-Glen-Lyon-FPSO.FACILITY,Glen Lyon FPSO,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
ES.CAED/001946000.FACILITY,"PLANTA DE GENERACIÓN DE ENERGÍA ELÉCTRICA, AGUA CALIENTE Y VAPOR",Spain,1(c),EXCLUDE — power stations,,,,no LCP data,
https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000001755.FACILITY,2VALORISE HAM,Belgium,5(b),Municipal waste incineration (WtE),,,,no LCP data,
NL.RIVM/000010004.FACILITY,Lyondell Chemical Nederland Ltd.,Netherlands,4(a)(ii),Basic organic chemicals / olefins,,,,no LCP data,
ES.CAED/003486000.FACILITY,ARCELORMITTAL ESPAÑA - PLANTA SIDERÚRGICA DE AVILÉS Y GIJÓN,Spain,2(b),Iron & Steel (BF/BOF),,,,no LCP data,
DE.EEA/14-30-54102340000.FACILITY,"Dow Olefinverbund GmbH, Werk Böhlen",Germany,4(a)(i),Basic organic chemicals / olefins,1.0,3466.93,2530.86,,tech_split
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00047,"Uniper Kraftwerke GmbH, Kraftwerk Ingolstadt",Germany,1(c),EXCLUDE — power stations,0.0,204.15,0.0,,tech_split
UK.CAED/EW_EA-1716.FACILITY,Cassel Works,United Kingdom,4(a),Basic organic chemicals / olefins,1.0,79.8,58.25,,tech_split
PT.CAED/PT.APA05768902.CI,Atlantic Islands Electricity  (Madeira) S.A. (CI),Portugal,1(c),EXCLUDE — power stations,0.0,814.8,0.0,,tech_split
AT.CAED/9008391178545.FACILITY,WIEN ENERGIE GmbH,Austria,5(b),Municipal waste incineration (WtE),,,,no LCP data,
FR.CAED/9451.FACILITY,LAT NITROGEN OTTMARSHEIM,France,4(c),"Other chemicals (P, N, agro)",1.0,433.87,329.74,,tech_split
IT.EEA/2007000744.FACILITY,TERMOVALORIZZATORE,Italy,5(b),Municipal waste incineration (WtE),,,,no LCP data,
IT.CAED/051002003.FACILITY,ACEA AMBIENTE Srl UL1_Impianto di Termovalorizzazione,Italy,5(b),Municipal waste incineration (WtE),1.0,17.32,14.72,,fuel_routing
ES.CAED/008519000.FACILITY,CELULOSA ENERGÍA,Spain,1(c),EXCLUDE — power stations,0.0,4000.0,0.0,,tech_split
PL.MŚ/000000309.FACILITY,SAINT-GOBAIN INNOVATIVE MATERIALS POLSKA SPÓŁKA Z O.O. ODDZIAŁ GLASS,Poland,3(e),Mineral fibres,0.95,737.0,493.96,,tech_split
FR.CAED/8230.FACILITY,SIETREM (EXPLOITATION NOVERGIE IDF),France,5(b),Municipal waste incineration (WtE),,,,no LCP data,
https://registry.gdi-de.org/id/de.ni.mu/09281734280,VYNOVA Wilhelmshaven GmbH ,Germany,4(a)(viii),Basic organic chemicals / olefins,1.0,870.61,635.55,,tech_split
UK.CAED/EW_EA-6056.FACILITY,Thetford Power Station,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
PL.MŚ/000000021.FACILITY,KOKSOWNIA RADLIN,Poland,1(d),unmapped,,,,activity not in config,
PT.CAED/PT.APA05765222.CI,Navigator Figueira (CI),Portugal,6(b),Wood products / panels,1.0,1319.47,938.8,,tech_split
https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000000997.FACILITY,FLUXYS - LNG TERMINAL,Belgium,1(c),EXCLUDE — power stations,0.0,33.16,0.0,,tech_split
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00313,"Rhein Papier GmbH, Werk Plattling",Germany,6(b),Wood products / panels,1.0,883.96,628.94,,tech_split
ES.CAED/001982000.FACILITY,CENTRAL DIESEL LOS GUINCHOS,Spain,1(c),EXCLUDE — power stations,0.0,25.84,0.0,,tech_split
IT.CAED/481231001.FACILITY,ENEL PRODUZIONE SPA - CENTRALE A CICLO COMBINATO DI PORTO CORSINI,Italy,1(c),EXCLUDE — power stations,0.0,8528.28,0.0,,tech_split
https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23040177,Progroup Power 1 GmbH ,Germany,5(b),Municipal waste incineration (WtE),,,,no LCP data,
ES.CAED/003461000.FACILITY,"XALLAS ELECTRICIDAD Y ALEACIONES, SAU-CEE",Spain,2(e)(i),Non-ferrous (primary),,,,no LCP data,
PT.CAED/PT.APA05766122.CI,Central Termoeléctrica Sines (CI),Portugal,1(c),EXCLUDE — power stations,,,,no LCP data,
SE.CAED/10018242.Facility,Åkerslund,Sweden,1(c),EXCLUDE — power stations,,,,no LCP data,
ES.CAED/003643000.FACILITY,"GUARDIAN LLODIO UNO, S.L.",Spain,3(e),Mineral fibres,,,,no LCP data,
EL.CAED/100093.FACILITY,PPC S.A. AES LESVOS,Greece,1(c),EXCLUDE — power stations,0.0,1856.2,0.0,,tech_split
SE.CAED/10017658.Facility,Norcarb Engineered Carbons AB,Sweden,4(b)(v),Basic inorganic chemicals / fertiliser,,,,no LCP data,
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00522,Walhalla Kalk GmbH & Co. KG,Germany,3(c)(iii),Glass,,,,no LCP data,
NL.RIVM/000051105.FACILITY,YARA Sluiskil BV,Netherlands,4(c),"Other chemicals (P, N, agro)",1.0,4578.4,3479.58,,tech_split
CH.CAED/000000227.Facility,TRIDEL Lausanne,Switzerland,5(b),Municipal waste incineration (WtE),,,,no LCP data,
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00048,"Uniper Kraftwerke GmbH, Kraftwerk Irsching",Germany,1(c),EXCLUDE — power stations,0.0,22850.4,0.0,,tech_split
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00014,Abfallheizkraftwerk Geiselbullach,Germany,5(b),Municipal waste incineration (WtE),,,,no LCP data,
https://registry.gdi-de.org/id/de.rp.inspire.pf.bube-eureg/5000299,GML - Gemeinschafts-Müllheizkraftwerk Ludwigshafen GmbH,Germany,5(b),Municipal waste incineration (WtE),1.0,123.53,105.0,,fuel_routing
UK.CAED/BEISOffsh-Bleo-Holm.FACILITY,Bleo Holm FPSO,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
PL.EEA/12S003547.FACILITY, Elektrociepłownia Bielsko-Biała EC1 Blok Ciepłowniczy BC-50,Poland,1(c),EXCLUDE — power stations,0.0,1405.22,0.0,,tech_split
EL.CAED/100090.FACILITY,HERON ENERGY S.A. (HERON II),Greece,1(c),EXCLUDE — power stations,0.0,12694.9,0.0,,tech_split
LT.CAED/245358580.FACILITY,Šauliai southern boiler,Lithuania,1(c),EXCLUDE — power stations,0.0,3038.0,0.0,,tech_split
FR.CAED/10728.FACILITY,TEREOS FRANCE,France,8(b)(ii),Sugar production,1.0,92.48,62.42,,tech_split
IT.EEA/2007000616.FACILITY,cementi moccia s.p.a.,Italy,3(c),Glass,,,,no LCP data,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-914000-900-0071172,thyssenkrupp Hohenlimburg GmbH Warmwalzwerk,Germany,2(c)(i),"Hot/cold rolling, coating",,,,no LCP data,
DK.CAED/000062156.FACILITY,Fjernvarme Fyn Produktion A/S,Denmark,1(c),EXCLUDE — power stations,0.0,3349.5,0.0,,tech_split
FR.CAED/5369.FACILITY,SPECIALTY OPERATIONS FRANCE,France,1(c),EXCLUDE — power stations,0.0,519.19,0.0,,tech_split
ES.CAED/001606000.FACILITY,ACERINOX EUROPA S.A.U.,Spain,2(b),Iron & Steel (BF/BOF),0.85,2449.54,1729.16,,fuel_routing
FR.CAED/7785.FACILITY,SETHELEC,France,1(c),EXCLUDE — power stations,0.0,7.97,0.0,,tech_split
SE.CAED/10022522.Facility,Kraftvärmeverket Övik Energi A,Sweden,1(c),EXCLUDE — power stations,0.0,126.1,0.0,,tech_split
DK.CAED/000106208.FACILITY,Horsens Deponeringsanlæg,Denmark,5(d),Landfill / other waste,1.0,18.06,15.35,,fuel_routing
ES.CAED/003455000.FACILITY,UTE LAS LOMAS,Spain,5(b),Municipal waste incineration (WtE),,,,no LCP data,
FR.CAED/8159.FACILITY,LAT NITROGEN FRANCE,France,4(b)(i),Basic inorganic chemicals / fertiliser,,,,no LCP data,
PT.CAED/PT.APA05764282.CI,Fábrica Secil - Outão (CI),Portugal,3(c)(i),Glass,,,,no LCP data,
IT.CAED/960111001.FACILITY,Sonatrach Raffineria Italiana-Raffineria di Augusta,Italy,1(a),Petroleum refineries,1.0,4927.0,3806.11,,tech_split
UK.CAED/EW_EA-17854.FACILITY,South Kirkby WMF - EPR/VP3535CL,United Kingdom,5(c),Non-hazardous waste disposal,,,,no LCP data,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-362040-300-0215520,Basell Polyolefine GmbH Werk Wesseling,Germany,4(a)(viii),Basic organic chemicals / olefins,1.0,1607.94,1173.79,,tech_split
UK.CAED/BEISOffsh-Thistle.FACILITY,Thistle Alpha,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
CZ.MZP.L513/CZ89043064.FACILITY,TERMIZO a.s.,Czechia,5(b),Municipal waste incineration (WtE),1.0,313.75,266.69,,fuel_routing
NO.EEA/0000.0028.01.FACILITY,Kristin,Norway,3(a),Cement clinker,,,,no LCP data,
HR.CAED/000000073.FACILITY,NEXE d.o.o.,Croatia,3(c)(i),Glass,,,,no LCP data,
FR.CAED/3572.FACILITY,CRISTAL UNION,France,8(b)(ii),Sugar production,1.0,2305.59,1556.28,,tech_split
https://registry.gdi-de.org/id/de.sn.sax4inspire.pf/80011252,Saint Gobain Glass Flachglas Torgau GmbH ,Germany,3(e),Mineral fibres,,,,no LCP data,
FI.EEA/1575.FACILITY,"Stora Enso Oyj, Kemijärven tehdas",Finland,6(a),Pulp & paper,,,,no LCP data,
EL.CAED/100626.FACILITY,PPC S.A. SOUTHERN RHODES TPP,Greece,1(c),EXCLUDE — power stations,0.0,3542.0,0.0,,tech_split
https://registry.gdi-de.org/id/de.rp.inspire.pf.bube-eureg/1000136,Moritz J. Weig GmbH & Co. KG,Germany,6(b),Wood products / panels,1.0,2081.8,1481.2,,tech_split
IT.CAED/550162001.FACILITY,Impianto di cogenerazione,Italy,1(c),EXCLUDE — power stations,0.0,5560.14,0.0,,tech_split
ES.CAED/006133000.FACILITY,SAICA 3,Spain,6(b),Wood products / panels,1.0,5113.28,3638.1,,tech_split
https://registry.gdi-de.org/id/de.ni.mu/07244141350,Sappi Alfeld GmbH ,Germany,6(b),Wood products / panels,1.0,1672.92,1190.28,,tech_split
https://registry.gdi-de.org/id/de.be.pf.lisa/234566,BEW GuD HKW Lichterfelde ,Germany,1(c),EXCLUDE — power stations,0.0,8589.04,0.0,,tech_split
PL.MŚ/000004844.FACILITY,Elektrociepłownia Stalowa Wola S.A.,Poland,1(c),EXCLUDE — power stations,0.0,13364.7,0.0,,tech_split
ES.CAED/001594000.FACILITY,CENTRAL TÉRMICA  DE LA PEREDA,Spain,1(c),EXCLUDE — power stations,0.0,1577.21,0.0,,tech_split
PL.MŚ/000000395.FACILITY,Centralna Cieplownia w Legnicy,Poland,1(c),EXCLUDE — power stations,0.0,883.4,0.0,,tech_split
https://registry.gdi-de.org/id/de.ni.mu/06060116320,enercity AG Kraftwerk Herrenhausen,Germany,1(c),EXCLUDE — power stations,0.0,32.66,0.0,,tech_split
DE.EEA/06-00082310532.FACILITY,HeidelbergCement AG - Zementwerk Wetzlar,Germany,3(c)(i),Glass,,,,no LCP data,
UK.CAED/BEISOffsh-Brae-Alpha.FACILITY,Brae Alpha,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
IT.CAED/250862002.FACILITY,HM ITALIA CEMENTI SPA,Italy,3(c),Glass,,,,no LCP data,
IT.EEA/2007001041.FACILITY,ELETTRA PRODUZIONE S.R.L. - SITO DI PIOMBINO-,Italy,1(c),EXCLUDE — power stations,,,,no LCP data,
AT.CAED/9008391215820.FACILITY,RVL Reststoffverwertung Lenzing GmbH,Austria,5(b),Municipal waste incineration (WtE),1.0,6731.8,5542.01,,fuel_routing
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility,"Metsä Fibre Oy, Rauman tehdas",Finland,6(a),Pulp & paper,1.0,75.81,64.59,,tech_split
ES.CAED/007824000.FACILITY,"INDUSTRIA DE TRANSFORMACIONES, S.A.",Spain,3(g),unmapped,,,,activity not in config,
DK.CAED/000098598.FACILITY,Nørre Uttrup-Centralen,Denmark,1(c),EXCLUDE — power stations,0.0,220.62,0.0,,tech_split
UK.CAED/BEISOffsh-Cormorant-North.FACILITY,Cormorant North,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
HR.CAED/000000051.FACILITY,"TVORNICA CEMENTA ""SVETI KAJO""",Croatia,3(c)(i),Glass,,,,no LCP data,
IT.CAED/741231002.FACILITY,RAFFINERIA DI TARANTO,Italy,1(a),Petroleum refineries,1.0,3269.13,2525.4,,tech_split
https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/100344,"Nordzucker AG, Werk Klein Wanzleben ",Germany,8(b)(ii),Sugar production,1.0,1918.69,1295.12,,tech_split
IT.CAED/370202003.FACILITY,STABILIMENTO DI CERAINO DI DOLCE',Italy,3(c),Glass,,,,no LCP data,
PL.MŚ/000000129.FACILITY,Zakład Wytwarzania Bielsko-Biała EC2,Poland,1(c),EXCLUDE — power stations,0.0,43.2,0.0,,tech_split
IT.EEA/2007001689.FACILITY,Cofathec Energia Srl - Contrale termoelettrica di Spinetta Marengo,Italy,1(c),EXCLUDE — power stations,,,,no LCP data,
NL.RIVM/000085002.FACILITY,Attero BV,Netherlands,5(b),Municipal waste incineration (WtE),,,,no LCP data,
ES.CAED/001646000.FACILITY,OPEL ESPAÑA,Spain,2(f),Non-ferrous (secondary),0.9,867.17,663.39,,fuel_routing
PT.CAED/PT.APA05766542.CI,Centro de Produção de Alhandra (CI),Portugal,3(c)(i),Glass,,,,no LCP data,
UK.CAED/EW_EA-1572.FACILITY,Allington Incinerator - EPR/BR4551IC/V010,United Kingdom,5(c),Non-hazardous waste disposal,,,,no LCP data,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-112000-100-0215455,thyssenkrupp Steel Europe AG Werk Hamborn,Germany,2(b),Iron & Steel (BF/BOF),0.85,60.38,41.06,,fuel_routing
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000003642.ProductionFacility,"Lahti Energia Oy, Heinolan voimalaitos",Finland,1(c),EXCLUDE — power stations,0.0,0.6,0.0,,tech_split
CH.EEA/49.FACILITY,Tamoil SA Raffinerie de Collombey,Switzerland,1(a),Petroleum refineries,,,,no LCP data,
GB.EEA/EW_EA-671.FACILITY,"Centrica Kps Ltd, Centrica Killingholme Power Station",United Kingdom,1(c),EXCLUDE — power stations,0.0,28.6,0.0,,tech_split
