eprtr_facility_id,eprtr_facility_name,eprtr_country,eprtr_activity,activity_label,eta,substitutable_TJ,heat_demand_TJ,note,routing_mode
NL.EEA/48020.FACILITY,CNC Grondstoffen BV,Netherlands,8(b),Sugar production,,,,no LCP data,
PL.MŚ/000000108.FACILITY,Grupa Azoty Zakłady Azotowe Kędzierzyn Spółka Akcyjna,Poland,4(c),"Other chemicals (P, N, agro)",1.0,310.4,235.9,,tech_split
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001409.ProductionFacility,"Stora Enso Oyj, Sunilan tehdas",Finland,6(a),Pulp & paper,1.0,31.0,26.41,,tech_split
CZ.MZP.E531/CZ27995052.FACILITY,"CEMEX Czech Republic, s.r.o.",Czechia,3(c)(i),Glass,,,,no LCP data,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-316000-300-9046797,CURRENTA GmbH & Co. OHG,Germany,1(c),EXCLUDE — power stations,0.0,7949.13,0.0,,tech_split
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000003238.ProductionFacility,"Fortum Power and Heat Oy, Kivenlahden lämpökeskus",Finland,1(c),EXCLUDE — power stations,0.0,6.0,0.0,,tech_split
FR.EEA/074.02241.FACILITY,PLACOPLATRE,France,1(c),EXCLUDE — power stations,,,,no LCP data,
DK.CAED/000103549.FACILITY,Svendborgvej Varmecentral,Denmark,1(c),EXCLUDE — power stations,0.0,116.33,0.0,,tech_split
FR.EEA/062.01074.FACILITY,Cokes de Carling SAS,France,1(d),unmapped,,,,activity not in config,
DK.CAED/000105671.FACILITY,Nordværk I/S - Energianlæg Aalborg,Denmark,5(b),Municipal waste incineration (WtE),1.0,116.33,98.88,,fuel_routing
https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/pf-450-1926772-00000000,SCHWENK Zement GmbH & Co. KG ,Germany,3(c),Glass,,,,no LCP data,
EE.KAUR.TTR/30.FACILITY,"Enefit Green AS, Iru elektrijaam",Estonia,1(c),EXCLUDE — power stations,0.0,2341.6,0.0,,tech_split
GB.EEA/EW_EA-2322.FACILITY,"Rwe Npower Plc, Littlebrook Power Station",United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
FR.CAED/626.FACILITY,CONDAT,France,6(b),Wood products / panels,1.0,331.54,235.89,,tech_split
FR.CAED/8610.FACILITY,SYNDICAT INTERDEPARTEMENTAL POUR L ASSAINISSEMENT DE L AGGLOMERATION PARISIENNE,France,1(c),EXCLUDE — power stations,0.0,95.39,0.0,,tech_split
PT.CAED/PT.APA05763022.CI,ETAR Frielas (CI),Portugal,5(f),Waste — other,,,,no LCP data,
https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/pf-450-34044741-00000000,BEB Bioenergie Baden GmbH ,Germany,5(a),Hazardous waste disposal,1.0,215.26,182.97,,fuel_routing
AT.CAED/9008390509852.FACILITY,Baumit GmbH,Austria,3(c),Glass,,,,no LCP data,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-112000-100-0008504,thyssenkrupp Steel Europe AG Kraftwerk Hamborn,Germany,1(c),EXCLUDE — power stations,0.0,349.46,0.0,,tech_split
AT.CAED/9008392209743.FACILITY,Veitsch-Radex GmbH & Co OG,Austria,3(c),Glass,,,,no LCP data,
PL.EEA/02C_002193.FACILITY,Elana-Energetyka Sp. z o.o.,Poland,1(c),EXCLUDE — power stations,0.0,102.3,0.0,,tech_split
NL.EEA/66321.FACILITY,Minnewit BV (Berkelcentrale),Netherlands,1(c),EXCLUDE — power stations,0.0,515.37,0.0,,tech_split
CH.CAED/000000016.Facility,DSM Nutritional Products AG - Werk Sisseln / Zweigniederlassung Werk Sisseln,Switzerland,4(e),Other chemical processes,,,,no LCP data,
NL.RIVM/000041521.FACILITY,Afvalstoffen Terminal Moerdijk BV (ATM),Netherlands,5(a),Hazardous waste disposal,,,,no LCP data,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-512000-500-1185268,ArcelorMittal Bremen GmbH Kokerei Prosper,Germany,1(d),unmapped,,,,activity not in config,
UK.CAED/NRW170207.FACILITY,Llanwern Steelworks,United Kingdom,2(c),"Hot/cold rolling, coating",,,,no LCP data,
AT.CAED/9008391215691.FACILITY,FCC Zistersdorf Abfall Service GmbH,Austria,5(b),Municipal waste incineration (WtE),,,,no LCP data,
CZ.MZP.Z723/CZ11453276.FACILITY,"DEZA, a.s., Valašské Meziříčí",Czechia,4(a)(i),Basic organic chemicals / olefins,1.0,877.3,640.43,,tech_split
https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000000174.FACILITY,UMICORE,Belgium,2(e)(i),Non-ferrous (primary),0.9,337.07,257.86,,fuel_routing
UK.CAED/NRW170059.FACILITY,Cardiff Energy Recovery Facility,United Kingdom,5(b),Municipal waste incineration (WtE),,,,no LCP data,
UK.CAED/EW_EA-557.FACILITY,Cantley Sugar Factory,United Kingdom,8(b),Sugar production,,,,no LCP data,
AT.CAED/9008390952283.FACILITY,EMACS Steyrermühl GmbH,Austria,6(b),Wood products / panels,1.0,2763.66,1966.34,,tech_split
ES.CAED/003528000.FACILITY,ENERGYWORKS VILLARROBLEDO S.L.,Spain,1(c),EXCLUDE — power stations,,,,no LCP data,
NL.RIVM/000203416.FACILITY,IHC Krimpen,Netherlands,9(e),unmapped,,,,activity not in config,
UK.CAED/BEISOffsh-Voyageur-Spirit.FACILITY,Voyageur Spirit,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100198201.ProductionFacility,"Jyväskylän Voima Oy, Keljonlahden voimalaitos",Finland,1(c),EXCLUDE — power stations,0.0,1351.2,0.0,,tech_split
GB.EEA/EW_EA-7569.FACILITY,"Uk Coal Mining Ltd, Kellingley Colliery",United Kingdom,3(a),Cement clinker,,,,no LCP data,
ES.CAED/003724000.FACILITY,"ARCELORMITTAL SESTAO, S.L.",Spain,2(b),Iron & Steel (BF/BOF),,,,no LCP data,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-914000-900-0080266,Mark-E Aktiengesellschaft,Germany,1(c),EXCLUDE — power stations,,,,no LCP data,
FR.CAED/12030.FACILITY,ELECTRICITE DE FRANCE,France,1(c),EXCLUDE — power stations,0.0,559.6,0.0,,tech_split
IT.CAED/268361001.FACILITY,centrale di Tavazzano e  Montanaso,Italy,1(c),EXCLUDE — power stations,0.0,24373.68,0.0,,tech_split
NL.EEA/105014.FACILITY,Brunner Mond BV (inrichting bestaat niet meer),Netherlands,4(b),Basic inorganic chemicals / fertiliser,0.75,1764.28,942.13,,tech_split
NO.EEA/0000.0030.01.FACILITY,Alvheim,Norway,3(a),Cement clinker,,,,no LCP data,
EL.CAED/100020.FACILITY,PPC S.A. SES LINOPERAMATON,Greece,1(c),EXCLUDE — power stations,0.0,4838.4,0.0,,tech_split
ES.CAED/001576000.FACILITY,COMPLEJO MEDIOAMBIENTAL MONTEMARTA-CÓNICA,Spain,5(d),Landfill / other waste,,,,no LCP data,
BG.CAED/008000002.FACILITY,Cement company Zlatna Panega Ciment,Bulgaria,3(c)(i),Glass,,,,no LCP data,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-366016-300-0072412,Pfeifer & Langen GmbH & Co. KG Werk Euskirchen,Germany,8(b)(ii),Sugar production,,,,no LCP data,
UK.CAED/EW_EA-676.FACILITY,Trafford Park Wheat Milling Plant,United Kingdom,8(b),Sugar production,,,,no LCP data,
HU.OKIR/100392330.FACILITY,MOHU BUDAPEST Zrt.,Hungary,5(b),Municipal waste incineration (WtE),,,,no LCP data,
NL.RIVM/000010073.FACILITY,Tronox Pigments (Holland) BV,Netherlands,4(a)(x),Basic organic chemicals / olefins,,,,no LCP data,
https://registry.gdi-de.org/id/de.hb/de.hb.pf.bube-eureg.06-04-11/2013754/1/0,swb Entsorgung GmbH & Co. KG,Germany,5(a),Hazardous waste disposal,1.0,3.9,3.31,,fuel_routing
NO.EEA/1563.0008.01.FACILITY,"Hydro Aluminium, Sunndal",Norway,2(e)(i),Non-ferrous (primary),,,,no LCP data,
UK.CAED/BEISOffsh-Forties-Delta.FACILITY,Forties Delta,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
PT.CAED/PT.APA05768542.CI,"Unidade da Meia Serra (A, EVE, TM, VO, S) (CI)",Portugal,5(b),Municipal waste incineration (WtE),,,,no LCP data,
IT.CAED/570161004.FACILITY,ENGIE PRODUZIONE SPA,Italy,1(c),EXCLUDE — power stations,0.0,28741.67,0.0,,tech_split
https://registry.gdi-de.org/id/de.ni.mu/10101531850,H&R Chemisch Pharmazeutische Spezialitäten GmbH,Germany,1(a),Petroleum refineries,1.0,585.85,452.57,,tech_split
SE.CAED/10021292.Facility,Nordkalk / Köping,Sweden,3(c),Glass,,,,no LCP data,
https://registry.gdi-de.org/id/de.sl.inspire.pf/0101003-G,Kraftwerk Weiher ,Germany,1(c),EXCLUDE — power stations,0.0,2091.6,0.0,,tech_split
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100304897.ProductionFacility,"Oulun Energia Oy, Laanilan Biovoimalaitos",Finland,1(c),EXCLUDE — power stations,0.0,1084.6,0.0,,tech_split
SE.CAED/10016795.Facility,"Heidelberg Materials Cement Sverige AB, Slitefabriken",Sweden,3(c),Glass,0.95,7.59,3.88,,tech_split
SE.EEA/1380-136.FACILITY,Pilkington Floatglas AB,Sweden,3(e),Mineral fibres,,,,no LCP data,
IT.EEA/2007001006.FACILITY,CENTRALE BG ITALIA POWER DI TERMOLI,Italy,1(c),EXCLUDE — power stations,,,,no LCP data,
NO.EEA/0000.0040.02.FACILITY,Grane,Norway,3(a),Cement clinker,,,,no LCP data,
BE.WA/093010000.FACILITY,BENEO - ORAFTI,Belgium,8(b)(ii),Sugar production,,,,no LCP data,
https://registry.gdi-de.org/id/de.ni.mu/01244136460,Peiner Träger GmbH ,Germany,2(b),Iron & Steel (BF/BOF),,,,no LCP data,
ES.CAED/001528000.FACILITY,REPSOL PETROLEO S.A.,Spain,1(a),Petroleum refineries,1.0,7173.6,5541.61,,tech_split
FR.CAED/10838.FACILITY,SUCRERIES DISTILLERIES HAUTS DE FRANCE,France,8(b)(ii),Sugar production,1.0,1719.34,1160.55,,tech_split
GR.EEA/ELA400939.FACILITY,PPC S.A. SES AGIOY GEORGIOY,Greece,1(c),EXCLUDE — power stations,,,,no LCP data,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-911000-900-0021170,"RWE Generation SE, Region Kundenkraftwerke",Germany,1(c),EXCLUDE — power stations,0.0,812.92,0.0,,tech_split
EE.KAUR.TTR/77.FACILITY,"Nitrofert AS, Mineraalväetisetehas Nitrofert",Estonia,4(c),"Other chemicals (P, N, agro)",,,,no LCP data,
ES.CAED/001829000.FACILITY,"ACCIONA ENERGÍA, S.A. (PLANTA DE BIOMASA DE SANGÜESA)",Spain,1(c),EXCLUDE — power stations,0.0,8.37,0.0,,tech_split
PL.MŚ/000001618.FACILITY,Blok Gazowo Parowy w Polkowicach,Poland,1(c),EXCLUDE — power stations,0.0,363.5,0.0,,tech_split
GB.EEA/EW_EA-2584.FACILITY,"P R Singleton Ltd, Singleton Well Site",United Kingdom,1(a),Petroleum refineries,,,,no LCP data,
GB.EEA/EW_EA-12957.FACILITY,Park Wall North Surface Mine,United Kingdom,3(b),Lime,,,,no LCP data,
https://registry.gdi-de.org/id/de.sn.sax4inspire.pf/70015867,Kronospan GmbH Lampertswalde ,Germany,6(b),Wood products / panels,,,,no LCP data,
IT.EEA/2007000052.FACILITY,Centrale termoelettrica di Sarmato,Italy,1(c),EXCLUDE — power stations,,,,no LCP data,
EL.CAED/100004.FACILITY,PPC S.A. SES KERATEAS-LAYRIOY,Greece,1(c),EXCLUDE — power stations,0.0,18521.02,0.0,,tech_split
FR.EEA/068.02504.FACILITY,ALUMINIUM PECHINEY - USINE DE LANNEMEZAN,France,2(e)(ii),Non-ferrous (primary),,,,no LCP data,
FR.EEA/103.00043.FACILITY,Compagnie de Cogénération de Champblain,France,1(c),EXCLUDE — power stations,,,,no LCP data,
SE.CAED/10020871.Facility,Aspa Pulp AB,Sweden,6(a),Pulp & paper,1.0,186.48,158.88,,tech_split
IT.CAED/291222006.FACILITY,IREN AMBIENTE S.p.A. (CENTRO STOCCAGGIO E TRATTAMENTO RIFIUTI),Italy,5(b),Municipal waste incineration (WtE),,,,no LCP data,
UK.SEPA/200000073.Facility,Alloa Glass Factory,United Kingdom,3(e),Mineral fibres,,,,no LCP data,
FR.CAED/7615.FACILITY,NAPHTACHIMIE,France,4(a)(i),Basic organic chemicals / olefins,1.0,1725.87,1259.88,,tech_split
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-978024-900-9139128,Biomassekraftwerk Lünen GmbH,Germany,5(a),Hazardous waste disposal,,,,no LCP data,
CZ.MZP.C311/CZ65747796.FACILITY,Teplárna České Budějovice-Novohradská ulice,Czechia,1(c),EXCLUDE — power stations,0.0,3341.51,0.0,,tech_split
PL.MŚ/000000884.FACILITY,ZAKŁAD GOSPODARKI ODPADAMI,Poland,5(d),Landfill / other waste,,,,no LCP data,
https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/45027005,Pfleiderer Baruth GmbH ,Germany,5(a),Hazardous waste disposal,,,,no LCP data,
PL.MŚ/000000282.FACILITY,Elektrociepłownia Łąkowa,Poland,1(c),EXCLUDE — power stations,0.0,1580.8,0.0,,tech_split
FR.CAED/5359.FACILITY,AIR LIQUIDE FRANCE INDUSTRIE,France,4(b)(i),Basic inorganic chemicals / fertiliser,0.75,833.2,444.93,,tech_split
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-112000-100-0229264,Stadtwerke Duisburg AG,Germany,1(c),EXCLUDE — power stations,0.0,3364.49,0.0,,tech_split
AT.CAED/9008391597537.FACILITY,Holcim (Österreich) GmbH,Austria,3(c),Glass,,,,no LCP data,
IT.CAED/430182002.FACILITY,EDISON SPA,Italy,1(c),EXCLUDE — power stations,,,,no LCP data,
SE.CAED/10015046.Facility,Bravikens Pappersbruk,Sweden,6(b),Wood products / panels,1.0,269.64,191.85,,tech_split
ES.CAED/003483000.FACILITY,BIRLA CARBON SPAIN SL,Spain,4(b)(v),Basic inorganic chemicals / fertiliser,,,,no LCP data,
UK.CAED/EW_EA-365.FACILITY,Cauldon Cement Plant,United Kingdom,3(c),Glass,,,,no LCP data,
BG.CAED/012000002.FACILITY,Lime company Ognianovo K,Bulgaria,3(c)(iii),Glass,,,,no LCP data,
ES.CAED/000359000.FACILITY,"MONTEFIBRE HISPANIA, S.A.",Spain,4(a)(viii),Basic organic chemicals / olefins,,,,no LCP data,
https://registry.gdi-de.org/id/de.ni.mu/01211092310,Salzgitter Flachstahl GmbH ,Germany,2(b),Iron & Steel (BF/BOF),0.85,1208.32,824.21,,fuel_routing
PL.MŚ/000005296.FACILITY,"Tartak ""OLCZYK"" Spółka z ograniczoną odpowiedzialnośćią",Poland,1(c),EXCLUDE — power stations,,,,no LCP data,
GB.EEA/GB-BEISOFFSH-VIKING-COMPLEX-(PREVIOUSLY DECCOFFSH-VIKING-SATELLITE-BD).FACILITY,Viking Complex,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000000111.FACILITY,ELECTRABEL WKK COVESTRO,Belgium,1(c),EXCLUDE — power stations,0.0,2741.51,0.0,,tech_split
PL.MŚ/000000521.FACILITY,Tłocznia Gazu i SSRP Włocławek,Poland,1(c),EXCLUDE — power stations,,,,no LCP data,
https://registry.gdi-de.org/id/de.sl.inspire.pf/0096761-G,FVS Fernwärme-Verbund Saar GmbH Zentralstation Saarlouis,Germany,1(c),EXCLUDE — power stations,0.0,3.8,0.0,,tech_split
https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/45025564,"LEAG, Kraftwerk Jänschwalde",Germany,1(c),EXCLUDE — power stations,0.0,9024.1,0.0,,tech_split
ES.CAED/001564000.FACILITY,REPSOL QUÍMICA S.A.,Spain,4(a)(viii),Basic organic chemicals / olefins,1.0,358.9,262.0,,tech_split
FR.EEA/070.00940.FACILITY,STORA ENSO CORBEHEM,France,6(b),Wood products / panels,,,,no LCP data,
ES.CAED/008068000.FACILITY,CENTRAL DE CICLO COMBINADO DE MÁLAGA,Spain,1(c),EXCLUDE — power stations,0.0,3685.4,0.0,,tech_split
IT.EEA/2007002417.FACILITY,Centrale termoelettrica di Boffalora S/Ticino,Italy,1(c),EXCLUDE — power stations,,,,no LCP data,
PT.CAED/PT.APA05767902.CI,ETAR do AVE (CI),Portugal,5(f),Waste — other,,,,no LCP data,
FR.CAED/5509.FACILITY,TRIMET FRANCE,France,2(e)(i),Non-ferrous (primary),,,,no LCP data,
ES.CAED/007909000.FACILITY,"KRONOSPAN, S.L. (DIVISIÓN TABLEROS)",Spain,6(b),Wood products / panels,,,,no LCP data,
https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/pf-450-2719142-00000000,Maxauer Papierfabrik GmbH ,Germany,6(b),Wood products / panels,1.0,1761.8,1253.52,,tech_split
https://registry.gdi-de.org/id/de.rp.inspire.pf.bube-eureg/2000208,OIE AG,Germany,5(a),Hazardous waste disposal,,,,no LCP data,
IT.CAED/170471001.FACILITY,Centrale Vado Ligure,Italy,1(c),EXCLUDE — power stations,0.0,7505.77,0.0,,tech_split
GB.EEA/EW_EA-1296.FACILITY,"Powergen Chp Ltd, Stoke Chp Plant",United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
RO.EEA/RO5TM_134.FACILITY,CET TIMISOARA CENTRU,Romania,1(c),EXCLUDE — power stations,0.0,607.62,0.0,,tech_split
ES.CAED/007931000.FACILITY,"UVE, S.A. (FAB. PIENSOS)",Spain,8(b)(ii),Sugar production,,,,no LCP data,
FR.CAED/1904.FACILITY,VERALLIA FRANCE,France,3(e),Mineral fibres,0.95,24.0,16.09,,tech_split
FR.CAED/12629.FACILITY,ESSITY OPERATIONS FRANCE,France,6(b),Wood products / panels,1.0,285.35,203.03,,tech_split
PL.MŚ/000000704.FACILITY,ISD Huta Częstochowa Sp. z o.o.,Poland,2(c),"Hot/cold rolling, coating",,,,no LCP data,
SK.EEA/37012102a.FACILITY,CM European Power Slovakia s.r.o.,Slovakia,1(c),EXCLUDE — power stations,0.0,10561.42,0.0,,tech_split
https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/100864,ROMONTA  Amsdorf ,Germany,1(c),EXCLUDE — power stations,0.0,6546.72,0.0,,tech_split
CZ.MZP.S206/CZ94743330.FACILITY,Spolana Neratovice,Czechia,4(a)(vii),Basic organic chemicals / olefins,,,,no LCP data,
https://registry.gdi-de.org/id/de.sl.inspire.pf/0105354-G,Gas- und Dampfturbinenanlage Gas- und Dampfturbinenanlage Südraum,Germany,1(c),EXCLUDE — power stations,0.0,686.11,0.0,,tech_split
PL.MŚ/000000318.FACILITY,Mondi Świecie S.A.,Poland,6(b),Wood products / panels,1.0,267.52,190.34,,tech_split
ES.CAED/006240000.FACILITY,CENTRAL DIESEL DE MELILLA,Spain,1(c),EXCLUDE — power stations,,,,no LCP data,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-112000-100-0209707,thyssenkrupp Steel Europe AG Werk Beeckerwerth,Germany,2(b),Iron & Steel (BF/BOF),,,,no LCP data,
SE.CAED/10014052.Facility,HÄSSELBYVERKET,Sweden,1(c),EXCLUDE — power stations,0.0,117.9,0.0,,tech_split
ES.CAED/001014000.FACILITY,"VERALLIA-SPAIN, S.A. - BURGOS",Spain,3(e),Mineral fibres,,,,no LCP data,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-111000-100-0085062,Vallourec Deutschland GmbH Werk Rath,Germany,2(c)(i),"Hot/cold rolling, coating",,,,no LCP data,
CZ.MZP.K413/CZ67078452.FACILITY,Synthomer a.s.,Czechia,4(a)(ii),Basic organic chemicals / olefins,1.0,688.7,502.75,,tech_split
ES.CAED/000011000.FACILITY,"CRISNOVA VIDRIO, S.A.",Spain,3(e),Mineral fibres,,,,no LCP data,
UK.CAED/BEISOffsh-Armada-Kraken-FPSO.FACILITY,Armada Kraken FPSO,United Kingdom,1(c),EXCLUDE — power stations,0.0,1849.0,0.0,,tech_split
FR.EEA/054.01296.FACILITY,Usine de Frangey,France,3(c)(i),Glass,,,,no LCP data,
ES.CAED/002710000.FACILITY,DOLOMITAS DEL NORTE,Spain,3(c)(iii),Glass,,,,no LCP data,
PT.CAED/PT.APA05771942.CI,Central de Ciclo Combinado do Pego (CI),Portugal,1(c),EXCLUDE — power stations,0.0,2545.45,0.0,,tech_split
AT.CAED/9008390971345.FACILITY,VERBUND Thermal Power GmbH & Co KG,Austria,1(c),EXCLUDE — power stations,,,,no LCP data,
ES.CAED/001477000.FACILITY,"ALU IBÉRICA AVL, S.L.",Spain,2(e)(i),Non-ferrous (primary),,,,no LCP data,
UK.CAED/EW_EA-17037.FACILITY,Risley Landfill EPR/BV7877IR,United Kingdom,5(d),Landfill / other waste,,,,no LCP data,
FR.CAED/5246.FACILITY,METROPOLE GRENOBLE-ALPES-METROPOLE (METRO),France,5(b),Municipal waste incineration (WtE),,,,no LCP data,
https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000000110.FACILITY,ELECTRABEL SITE ARLANXEO,Belgium,1(c),EXCLUDE — power stations,0.0,25.16,0.0,,tech_split
FR.CAED/6705.FACILITY,TOTALENERGIES MARKETING SERVICES,France,1(a),Petroleum refineries,1.0,1124.13,868.39,,tech_split
UK.CAED/EW_EA-1788.FACILITY,Wolverhampton EfW Facility,United Kingdom,5(b),Municipal waste incineration (WtE),,,,no LCP data,
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00845,Heizkraftwerk an der Friedensbrücke,Germany,1(c),EXCLUDE — power stations,0.0,1599.0,0.0,,tech_split
UK.CAED/EW_EA-5974.FACILITY,Dimlington Terminal,United Kingdom,1(a),Petroleum refineries,1.0,3110.0,2402.48,,tech_split
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-974044-900-0840277,Calcis Warstein GmbH & Co. KG,Germany,3(c)(iii),Glass,,,,no LCP data,
IT.CAED/650222002.FACILITY,CENTRALE TERMOELETTRICA DI BUSSI,Italy,1(c),EXCLUDE — power stations,0.0,624.55,0.0,,tech_split
UK.CAED/P0126_06A.FACILITY,Coolkeeragh ESB Ltd,United Kingdom,1(c),EXCLUDE — power stations,0.0,11983.65,0.0,,tech_split
FR.CAED/5338.FACILITY,RHODIA OPERATIONS,France,3(f),Other mineral (gypsum etc.),,,,no LCP data,
FR.CAED/33013.FACILITY,NOVAWOOD,France,1(c),EXCLUDE — power stations,0.0,3473.55,0.0,,tech_split
UK.CAED/EW_EA-373.FACILITY,Westbury Cement Works EPR/BL7752IT,United Kingdom,3(c),Glass,,,,no LCP data,
CZ.MZP.J632/CZ13996896.FACILITY,KRONOSPAN CR,Czechia,6(b),Wood products / panels,,,,no LCP data,
NL.RIVM/000115085.FACILITY,Enecal Energy VOF,Netherlands,1(c),EXCLUDE — power stations,0.0,3549.74,0.0,,tech_split
IT.CAED/400262016.FACILITY,Hera S.p.A. - Centrale di cogenerazione a ciclo combinato da 80 MW,Italy,1(c),EXCLUDE — power stations,0.0,944.74,0.0,,tech_split
ES.CAED/000142000.FACILITY,"FÁBRICA DE CÓRDOBA (VOTORANTIM CEMENTOS ESPAÑA, S.A.)",Spain,3(c)(i),Glass,,,,no LCP data,
UK.CAED/NRW170087.FACILITY,Connah's Quay Power Station,United Kingdom,1(c),EXCLUDE — power stations,0.0,4975.23,0.0,,tech_split
ES.CAED/007150000.FACILITY,"NATURGY CICLOS COMBINADOS, S.L.",Spain,1(c),EXCLUDE — power stations,0.0,13622.9,0.0,,tech_split
ES.CAED/005529000.FACILITY,"SMURFIT KAPPA ESPAÑA, S.L.",Spain,1(c),EXCLUDE — power stations,,,,no LCP data,
https://registry.gdi-de.org/id/de.sl.inspire.pf/0101000-G,Kraftwerk Fenne ,Germany,1(c),EXCLUDE — power stations,0.0,196.8,0.0,,tech_split
GB.EEA/EW_EA-1937.FACILITY,"Esso Petroleum Company Ltd, Fawley Refinery Cogen Plant",United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/101051,InfraLeuna GmbH WT 2 ,Germany,1(c),EXCLUDE — power stations,0.0,1806.6,0.0,,tech_split
UK.CAED/BEISOffsh-Curlew.FACILITY,Curlew FPSO,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
ES.CAED/006026000.FACILITY,AIR LIQUIDE IBERICA DE GASES,Spain,4(b)(i),Basic inorganic chemicals / fertiliser,,,,no LCP data,
NL.RIVM/000114001.FACILITY,Maxima-centrale,Netherlands,1(c),EXCLUDE — power stations,0.0,20760.85,0.0,,tech_split
BE.WA/146010000.FACILITY,APERAM STAINLESS BELGIUM,Belgium,2(b),Iron & Steel (BF/BOF),,,,no LCP data,
RO.CAED/103PH0001.FACILITY,SC PETROTEL LUKOIL SA- CET,Romania,1(c),EXCLUDE — power stations,0.0,3979.5,0.0,,tech_split
NO.EEA/1931.0020.01.FACILITY,Finnfjord,Norway,2(e)(i),Non-ferrous (primary),,,,no LCP data,
ES.CAED/001758000.FACILITY,CEMENTOS PORTLAND VALDERRIVAS,Spain,3(c)(i),Glass,,,,no LCP data,
https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/18046,Werk  Zielitz ,Germany,3(a),Cement clinker,0.4,5055.98,1526.91,,tech_split
IT.CAED/120102003.FACILITY,UNICALCE S.P.A. - STABILIMENTO DI BERNEZZO,Italy,3(c),Glass,,,,no LCP data,
IT.CAED/000001002.FACILITY,Terminale GNL Adriatico s.r.l.,Italy,1(b),Coke ovens (LCP-reported aux only),,,,no LCP data,
PL.EEA/12S000405.FACILITY,"Zakład Elektroenergetyczny H.CZ. ""ELSEN"" S.A.",Poland,1(c),EXCLUDE — power stations,,,,no LCP data,
FR.CAED/4122.FACILITY,AIR LIQUIDE HYDROGENE,France,4(b)(i),Basic inorganic chemicals / fertiliser,0.75,5632.12,3007.55,,tech_split
ES.CAED/003537000.FACILITY,CENTRAL TÉRMICA LITORAL DE ALMERÍA,Spain,1(c),EXCLUDE — power stations,,,,no LCP data,
BE.EEA/14830.FACILITY,LANGERLO,Belgium,1(c),EXCLUDE — power stations,0.0,3368.85,0.0,,tech_split
CH.CAED/000000187.Facility,DSM Nutrional Products - Werk Lalden / Zweigniederlassung Werk Lalden,Switzerland,4(a)(i),Basic organic chemicals / olefins,,,,no LCP data,
FR.CAED/30362.FACILITY,IDEX VAR BIOMASSE (IVB),France,1(c),EXCLUDE — power stations,,,,no LCP data,
EL.CAED/100089.FACILITY,ELPEDISON S.A.- THISVI POWER PLANT,Greece,1(c),EXCLUDE — power stations,0.0,8342.58,0.0,,tech_split
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002110.ProductionFacility,"Outokumpu Chrome Oy, Tornion tehtaat",Finland,2(b),Iron & Steel (BF/BOF),0.85,55.1,37.47,,fuel_routing
DK.CAED/000057637.FACILITY,Energnist Kolding A/S,Denmark,5(b),Municipal waste incineration (WtE),,,,no LCP data,
NO.EEA/1850.0002.01.FACILITY,Norcem Kjøpsvik,Norway,3(c)(i),Glass,,,,no LCP data,
CH.CAED/000000022.Facility,"Valorec Services AG, ALV 1+2",Switzerland,5(a),Hazardous waste disposal,,,,no LCP data,
