source_id,source_name,country,eprtr_activity,latitude,longitude,co2_t,annual_heat_demand_MWh_th,heat_demand_provenance,buffer_m,total_buffer_area_km2,masked_area_km2,mask_coverage_pct,tree_cover_km2,shrubland_km2,grassland_km2,cropland_km2,built_up_km2,bare_sparse_km2,snow_ice_km2,water_km2,wetland_km2,mangroves_km2,moss_lichen_km2,suitable_land_km2,suitable_pct_of_buffer,suitable_classes_used,data_source
FR.CAED/5938.FACILITY,SAINT-GOBAIN PAM CANALISATION,France,2(b),48.89672,6.05187,264000.0,117527.48,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,102.0324,32.5,29.1593,0.0,21.7377,37.1911,8.4254,0.2332,0.0,5.2733,0.0124,0.0,0.0,59.1619,18.8,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
ES.CAED/001619000.FACILITY,FÁBRICA DE PALOS DE LA FRONTERA (CEPSA QUÍMICA),Spain,4(a)(i),37.18396,-6.889568,190000.0,579083.33,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,141.2737,45.0,14.1388,5.5295,33.2453,18.7124,20.3464,6.5789,0.0,41.5247,1.1977,0.0,0.0,64.0661,20.4,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
PL.MŚ/000000273.FACILITY,Euroglas Polska Sp. z o.o.,Poland,3(e),51.6197776794434,19.9349212646484,274000.0,89833.33,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,294.5377,93.8,110.0675,0.0,44.6101,128.4119,10.7837,0.1615,0.0,0.3253,0.1778,0.0,0.0,173.1835,55.1,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
ES.CAED/001960000.FACILITY,"DS SMITH SPAIN, S.A.",Spain,6(b),41.84,-4.559444,151000.0,528386.11,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,200.8018,63.9,9.1702,3.5036,25.123,155.2589,6.025,1.5538,0.0,0.1673,0.0,0.0,0.0,185.4393,59.0,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/44.FACILITY,SOLVAY FRANCE,France,4(a)(vi),47.03851,5.41265,303000.0,1486721.73,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,237.5054,75.6,66.686,0.0,34.3333,117.2033,18.0684,0.2625,0.0,0.9114,0.0405,0.0,0.0,151.799,48.3,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/3839.FACILITY,TOTALENERGIES PETROCHEMICALS FRANCE,France,4(a)(i),49.50488,0.20609,855000.0,165750.02,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,204.6863,65.2,31.2996,0.0,36.1582,66.2052,48.421,1.1811,0.0,20.9499,0.4713,0.0,0.0,103.5445,33.0,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
PL.MŚ/000000058.FACILITY,ArcelorMittal Poland S.A. Oddział Dąbrowa Górnicza,Poland,2(b),50.3461112976074,19.28444480896,3950000.0,118083.33,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,232.0394,73.9,113.2002,0.0,55.5769,16.0802,38.4801,1.4881,0.0,6.8422,0.3717,0.0,0.0,73.1453,23.3,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
IT.CAED/980571001.FACILITY,Raffineria di Milazzo S.C.p.A.,Italy,1(a),38.2027,15.2723,2150831.0,278333.33,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,209.5213,66.7,32.5355,0.5709,8.207,6.2308,18.1089,1.6155,0.0,142.1687,0.084,0.0,0.0,16.6242,5.3,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
IT.CAED/930121001.FACILITY,Bioraffineria di Gela S.p.A  (ex RAFFINERIA di Gela SpA),Italy,4(a),37.0554,14.2772,187669.0,,NO_HEAT_DATA,10000,314.16,164.9172,52.5,0.8346,0.0237,6.2394,36.0169,10.1674,0.5036,0.0,111.097,0.0344,0.0,0.0,42.7837,13.6,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
EL.CAED/100058.FACILITY,HELLENIC PETROLEUM R.S.S.O.P.P. S.A. –SOUTH REFINERIES COMPLEX – ELEFSIS INDUSTRIAL FACILITIES,Greece,1(a),38.04222,23.51083,2100000.0,3008.33,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,173.4912,55.2,13.5138,4.6964,30.1708,8.3162,40.5438,2.4807,0.0,73.7233,0.0462,0.0,0.0,45.6641,14.5,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
IT.CAED/301751001.FACILITY,Raffineria di Venezia,Italy,4(a),45.4594,12.2667,297508.0,224461.11,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,174.3564,55.5,21.0629,0.0,38.509,49.2254,54.9533,1.0378,0.0,8.2161,1.3518,0.0,0.0,88.7723,28.3,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/759.FACILITY,GASCOGNE PAPIER,France,6(a),44.20724,-1.2716,404000.0,54074.39,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,231.3564,73.6,81.0178,0.0074,30.0331,3.984,4.6373,1.7533,0.0,109.9227,0.0006,0.0,0.0,35.7779,11.4,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
IT.CAED/030392001.FACILITY,Stabilimento di Sora (FR),Italy,6(b),41.6994,13.5869,103883.93,1213916.45,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,62.3702,19.9,22.4448,2.9982,17.6825,6.3847,12.6309,0.1323,0.0,0.0967,0.0,0.0,0.0,27.1978,8.7,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/146.FACILITY,SAICA PAPER FRANCE,France,6(a),49.36547,3.41373,143000.0,59084.91,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,219.5236,69.9,50.4468,0.0,14.814,134.2235,15.4856,0.1953,0.0,4.3178,0.0405,0.0,0.0,149.2329,47.5,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
ES.CAED/001529000.FACILITY,"REPSOL PETRÓLEO, S.A. - C.I. CARTAGENA",Spain,1(a),37.622214,-0.982184,2520000.0,1403044.44,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,182.7878,58.2,16.3476,1.8433,33.0778,87.2226,31.3288,5.9095,0.0,7.0575,0.0007,0.0,0.0,128.0532,40.8,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/7626.FACILITY,LYONDELL CHIMIE FRANCE,France,4(a)(ii),43.42011,4.8602,224000.0,619278.41,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,130.2646,41.5,4.9829,7.4456,16.815,0.5451,26.0561,4.8108,0.0,61.6452,7.964,0.0,0.0,29.6165,9.4,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/4151.FACILITY,TEREOS STARCH & SWEETENERS LBN,France,4(a)(ii),49.48913,0.52521,190000.0,128782.12,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,83.5416,26.6,13.5245,0.0,21.0922,36.4826,11.2986,0.12,0.0,0.9857,0.038,0.0,0.0,57.6948,18.4,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
EL.CAED/100062.FACILITY,HELLENIC PETROLEUM R.S.S.O.P.P. S.A. - THESSALONIKI INDUSTRIAL COMPLEX,Greece,1(a),40.67952,22.87819,300000.0,997844.75,HEAT_DEMAND_INFERRED_FROM_TOTAL_FUEL,10000,314.16,172.1335,54.8,9.2994,0.5717,16.9946,55.0835,64.9973,0.7099,0.0,23.6345,0.8426,0.0,0.0,73.3597,23.4,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
EL.CAED/100053.FACILITY,HELLENIC PETROLEUM R.S.S.O.P.P. S.A. - INDUSTRIAL DIVISION OF ASPROPYRGOS,Greece,1(a),38.03236,23.60276,1440000.0,808525.0,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,182.0072,57.9,7.4217,1.8723,25.336,8.2843,80.2658,3.0346,0.0,55.7409,0.0517,0.0,0.0,38.5272,12.3,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
IT.CAED/030402001.FACILITY,Unità Locale 3 - Impianto di Termovalorizzazione rifiuti non pericolosi.,Italy,5(b),41.4375,13.8971,395684.4931,,NO_HEAT_DATA,10000,314.16,110.0898,35.0,41.7765,9.3,24.7578,22.333,11.5818,0.1078,0.0,0.2268,0.0061,0.0,0.0,56.4987,18.0,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/3829.FACILITY,YARA FRANCE,France,4(b)(i),49.50521,0.20993,614000.0,691621.98,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,204.4887,65.1,31.492,0.0,36.5363,66.9399,48.3822,1.1867,0.0,19.479,0.4727,0.0,0.0,104.6629,33.3,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
IT.CAED/570162008.FACILITY,SOLVAY CHIMICA ITALIA S.P.A. ROSIGNANO,Italy,4(b),43.4089,10.4739,257475.0,40277.78,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,88.665,28.2,12.9999,3.4653,25.0106,36.1727,10.277,0.3038,0.0,0.1059,0.3298,0.0,0.0,64.9524,20.7,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
PL.MŚ/000000072.FACILITY,International Paper - Kwidzyn Sp. z o.o.,Poland,6(b),53.6997413635254,18.9216861724854,361000.0,2226938.89,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,186.906,59.5,24.231,0.0,29.2827,123.4612,8.8051,0.0507,0.0,0.7973,0.2779,0.0,0.0,152.7946,48.6,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/9481.FACILITY,ALSACHIMIE,France,4(a)(ii),47.8265,7.54591,186000.0,621516.38,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,105.3676,33.5,12.6713,0.0,15.9841,58.5556,17.8972,0.1981,0.0,0.0614,0.0,0.0,0.0,74.7378,23.8,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/9469.FACILITY,BUTACHIMIE,France,4(a)(iv),47.81907,7.53852,227000.0,87301.11,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,103.7684,33.0,11.9387,0.0,14.7727,59.2379,17.5386,0.1966,0.0,0.0838,0.0,0.0,0.0,74.2073,23.6,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
IT.CAED/240442002.FACILITY,Tenaris Dalmine - Stabilimento di Dalmine,Italy,2(b),45.6425,9.5969,387626.894,435083.33,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,267.0155,85.0,35.7295,0.0,54.5844,84.6205,90.001,1.1797,0.0,0.9005,0.0,0.0,0.0,140.3846,44.7,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
IT.CAED/960101007.FACILITY,Versalis S.p.A.,Italy,4(a),37.167,15.1973,733437.5,687905.41,HEAT_DEMAND_INFERRED_FROM_TOTAL_FUEL,10000,314.16,215.9127,68.7,25.1804,0.7878,30.3601,18.1542,24.0753,1.4008,0.0,115.9147,0.0394,0.0,0.0,50.703,16.1,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
PL.MŚ/000000023.FACILITY,LOTOS ASfalt Sp. z o.o.,Poland,1(a),54.3499298095703,18.7296676635742,2040000.0,1088.89,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,187.0861,59.6,30.5909,0.0,32.4566,40.4213,39.1891,1.0171,0.0,41.5872,1.824,0.0,0.0,73.895,23.5,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/6088.FACILITY,ARKEMA FRANCE,France,4(a)(ii),49.1401,6.70733,141000.0,366241.92,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,145.2879,46.2,59.531,0.0,30.2016,30.5722,24.253,0.0801,0.0,0.6299,0.02,0.0,0.0,60.854,19.4,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/8363.FACILITY,ENORIS,France,5(b),48.71938,2.27887,131000.0,63922.29,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,243.1491,77.4,73.9228,0.0,23.7651,30.7538,112.118,0.63,0.0,1.9415,0.0178,0.0,0.0,55.1489,17.6,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/7874.FACILITY,PETROINEOS MANUFACTURING FRANCE SAS,France,1(a),43.38403,5.02829,1275000.064,1813227.53,HEAT_DEMAND_INFERRED_FROM_TOTAL_FUEL,10000,314.16,186.3613,59.3,12.9055,7.9103,11.3695,0.9656,22.2084,1.4541,0.0,128.372,1.1759,0.0,0.0,21.6995,6.9,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/9451.FACILITY,LAT NITROGEN OTTMARSHEIM,France,4(c),47.79004,7.51929,303000.0,120518.2,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,108.6199,34.6,14.5363,0.0,15.0988,57.7946,19.9845,0.3613,0.0,0.8444,0.0,0.0,0.0,73.2547,23.3,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
IT.CAED/051002003.FACILITY,ACEA AMBIENTE Srl UL1_Impianto di Termovalorizzazione,Italy,5(b),42.5806,12.6615,111497.4,4810.29,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,65.118,20.7,18.7826,1.7262,5.2738,21.5068,16.8704,0.2194,0.0,0.7388,0.0,0.0,0.0,28.7262,9.1,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
PL.MŚ/000000309.FACILITY,SAINT-GOBAIN INNOVATIVE MATERIALS POLSKA SPÓŁKA Z O.O. ODDZIAŁ GLASS,Poland,3(e),50.3058013916016,19.3013935089111,188000.0,204722.22,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,238.0847,75.8,130.2392,0.0,49.1599,9.4622,42.6671,1.6068,0.0,4.6262,0.3234,0.0,0.0,60.2288,19.2,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
PL.MŚ/000000021.FACILITY,KOKSOWNIA RADLIN,Poland,1(d),50.0377769470215,18.4866676330566,215000.0,102594.44,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,238.8453,76.0,93.7308,0.0,54.9416,45.8611,41.2118,1.5437,0.0,1.4763,0.08,0.0,0.0,102.3464,32.6,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
IT.CAED/960111001.FACILITY,Sonatrach Raffineria Italiana-Raffineria di Augusta,Italy,1(a),37.2216,15.1905,2082063.4743,1368611.11,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,223.1719,71.0,29.872,0.8382,28.1842,23.7775,19.1195,1.1813,0.0,120.157,0.0422,0.0,0.0,53.9813,17.2,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/3572.FACILITY,CRISTAL UNION,France,8(b)(ii),48.53275,4.11393,139000.0,640442.71,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,292.1395,93.0,17.4451,0.0,12.681,255.0695,6.3725,0.1528,0.0,0.4175,0.0012,0.0,0.0,267.9033,85.3,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
PL.MŚ/000000067.FACILITY,"CEMENTOWNIA ""WARTA"" SPÓŁKA AKCYJNA",Poland,3(c),51.1030540466309,18.9263877868652,1550000.0,435513.89,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,264.0565,84.1,104.7325,0.0,34.6079,112.0254,11.0976,1.0683,0.0,0.4992,0.0255,0.0,0.0,147.7017,47.0,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
IT.CAED/100752001.FACILITY,Ahlstrom-Munksjö Italia S.p.A.,Italy,6(b),45.2533,7.5397,134557.0,844.44,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,97.0134,30.9,27.7396,0.0,42.3142,10.7196,15.9892,0.0875,0.0,0.1634,0.0,0.0,0.0,53.1212,16.9,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/82.FACILITY,TEREOS FRANCE,France,8(b)(ii),49.39409,3.37064,111000.0,374029.74,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,218.8205,69.7,48.4833,0.0,15.4524,135.115,14.8087,0.139,0.0,4.7834,0.0387,0.0,0.0,150.7064,48.0,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/132.FACILITY,TEREOS FRANCE,France,8(b)(ii),49.83966,3.48056,400000.0,1028394.23,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,255.8842,81.5,19.2073,0.0,13.1935,217.1459,5.4143,0.0192,0.0,0.8297,0.0744,0.0,0.0,230.3586,73.3,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/3834.FACILITY,ESSO RAFFINAGE,France,1(a),49.48838,0.56521,1752000.0,1564478.63,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,69.7047,22.2,11.8631,0.0,17.3761,29.1729,10.1518,0.1176,0.0,0.9851,0.038,0.0,0.0,46.6667,14.9,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
PL.MŚ/000000063.FACILITY,LAFARGE CEMENT S.A,Poland,3(c),50.8286399841309,20.2727031707764,863000.0,248880.56,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,56.7108,18.1,22.7237,0.0,17.0903,12.8883,3.186,0.7991,0.0,0.0148,0.0085,0.0,0.0,30.7778,9.8,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
IT.CAED/270391001.FACILITY,RAFFINERIA DI SANNAZZARO DE' BURGONDI,Italy,1(a),45.0997,8.8768,1360641.63,34257.15,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,250.2761,79.7,30.431,0.0076,13.4548,186.2418,14.2435,1.5695,0.0,4.3024,0.0254,0.0,0.0,201.2737,64.1,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/3833.FACILITY,EXXONMOBIL CHEMICAL FRANCE,France,4(a)(i),49.48838,0.56521,413000.0,1564478.63,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,69.7047,22.2,11.8631,0.0,17.3761,29.1729,10.1518,0.1176,0.0,0.9851,0.038,0.0,0.0,46.6667,14.9,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
ES.CAED/001998000.FACILITY,ALUMINA ESPAÑOLA S.A.,Spain,4(b)(v),43.697515,-7.454929,399000.0,1981666.67,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,31.129,9.9,15.4784,0.1933,10.347,0.0104,2.3963,0.1542,0.0,2.4949,0.0546,0.0,0.0,10.7049,3.4,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/6359.FACILITY,INEOS POLYMERS SARRALBE SAS,France,4(a)(viii),49.0053,7.03121,123000.0,331143.53,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,207.9186,66.2,66.2595,0.0,77.7544,50.1306,11.492,0.212,0.0,2.0512,0.0189,0.0,0.0,128.0971,40.8,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
PL.MŚ/000000109.FACILITY,Trzuskawica Spółka Akcyjna Zakład Kujawy,Poland,3(c),52.8271408081055,18.0081462860107,177000.0,,NO_HEAT_DATA,10000,314.16,272.2539,86.7,32.1074,0.0,25.4904,194.9758,9.6876,1.1986,0.0,7.8351,0.9591,0.0,0.0,221.6648,70.6,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/10727.FACILITY,TEREOS FRANCE,France,8(b)(ii),50.20943,2.76763,106000.0,469246.14,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,302.5037,96.3,23.5528,0.0,21.0708,234.2708,22.8971,0.0657,0.0,0.635,0.0115,0.0,0.0,255.4073,81.3,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
PL.MŚ/000000062.FACILITY,"Cementownia ""Odra"" S.A.",Poland,3(c),50.6806411743164,17.9139156341553,291000.0,90647.22,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,278.5222,88.7,58.9865,0.0,43.8924,136.7311,33.3302,0.8037,0.0,4.5216,0.2566,0.0,0.0,181.4273,57.8,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/4602.FACILITY,SYLVAMO FRANCE SA,France,6(b),45.86907,0.82809,897000.0,83750.11,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,151.5107,48.2,50.0258,0.0,66.0863,27.6579,5.8188,0.0451,0.0,1.8769,0.0,0.0,0.0,93.7892,29.9,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/5125.FACILITY,SAICA PAPER FRANCE,France,6(a),45.21534,4.81297,234000.0,135229.67,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,159.6104,50.8,23.7811,0.0178,45.6501,66.7663,17.1432,0.5119,0.0,5.7393,0.0006,0.0,0.0,112.9462,36.0,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
PL.MŚ/000000190.FACILITY,CEMEX Polska Sp. z o.o. - Zakład Cementownia Rudniki,Poland,3(c),50.8750915527344,19.2573299407959,305000.0,441.67,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,264.8097,84.3,66.8419,0.0,62.769,118.4021,15.5496,1.0492,0.0,0.1246,0.0733,0.0,0.0,182.2203,58.0,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
EL.CAED/100066.FACILITY,MOTOR OIL HELLLAS-CORINTH REFINERIES S.A.,Greece,1(a),37.91778,23.07361,2088000.0,863250.0,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,186.6768,59.4,20.6439,3.1408,20.1585,2.448,9.3196,0.7024,0.0,130.2623,0.0014,0.0,0.0,26.4497,8.4,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/3466.FACILITY,TEREOS FRANCE,France,8(b)(ii),48.7222,3.92123,114000.0,516652.43,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,291.3745,92.7,13.1811,0.0,12.008,260.2426,5.4894,0.192,0.0,0.2525,0.0089,0.0,0.0,272.4426,86.7,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
PL.MŚ/000000215.FACILITY,CEMEX Polska Sp. z o.o - Zakład Cementownia Chełm,Poland,3(c),51.1371726989746,23.5443572998047,861000.0,130077.78,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,138.4093,44.1,23.906,0.0,26.8727,71.5042,14.1492,0.8563,0.0,0.477,0.6439,0.0,0.0,99.2332,31.6,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
IT.CAED/201532001.FACILITY,Impianto di termovalorizzazione Silla 2,Italy,5(b),45.5042,9.0706,296456.77119999996,4179.03,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,277.7007,88.4,64.9901,0.0006,42.6635,46.5846,121.0029,0.9523,0.0,1.5066,0.0,0.0,0.0,90.2011,28.7,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
FR.CAED/5900.FACILITY,SOLVAY OPERATIONS FRANCE,France,4(b)(iv),48.6196,6.35778,452000.0,1072902.88,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,10000,314.16,239.2966,76.2,50.9388,0.0,74.5232,92.1754,15.714,0.6264,0.0,5.2937,0.025,0.0,0.0,167.325,53.3,grassland_km2+shrubland_km2+bare_sparse_km2+cropland_km2,ESA_WorldCover_v200_2021_slope5deg_WDPA
