source_id,source_name,latitude,longitude,pvgis_year,annual_kwh_per_kwp,annual_cf,hourly_file,error
PL.MŚ/000000067.FACILITY,"CEMENTOWNIA ""WARTA"" SPÓŁKA AKCYJNA",51.1030540466309,18.9263877868652,2023,1217.96,0.139036,/Users/annayuen/Desktop/IECC/industrial_decarb/LCOH_EU_workflow/off_grid_electricity_run/outputs/pvgis_hourly/PL.MŚ_000000067.FACILITY.csv,
IT.CAED/100752001.FACILITY,Ahlstrom-Munksjö Italia S.p.A.,45.2533,7.5397,2023,1594.26,0.181993,/Users/annayuen/Desktop/IECC/industrial_decarb/LCOH_EU_workflow/off_grid_electricity_run/outputs/pvgis_hourly/IT.CAED_100752001.FACILITY.csv,
FR.CAED/132.FACILITY,TEREOS FRANCE,49.83966,3.48056,2023,1263.36,0.144219,/Users/annayuen/Desktop/IECC/industrial_decarb/LCOH_EU_workflow/off_grid_electricity_run/outputs/pvgis_hourly/FR.CAED_132.FACILITY.csv,
FR.CAED/3834.FACILITY,ESSO RAFFINAGE,49.48838,0.56521,2023,1313.85,0.149983,/Users/annayuen/Desktop/IECC/industrial_decarb/LCOH_EU_workflow/off_grid_electricity_run/outputs/pvgis_hourly/FR.CAED_3834.FACILITY.csv,
FR.CAED/82.FACILITY,TEREOS FRANCE,49.39409,3.37064,2023,1289.85,0.147243,/Users/annayuen/Desktop/IECC/industrial_decarb/LCOH_EU_workflow/off_grid_electricity_run/outputs/pvgis_hourly/FR.CAED_82.FACILITY.csv,
PL.MŚ/000000063.FACILITY,LAFARGE CEMENT S.A,50.8286399841309,20.2727031707764,2023,1205.42,0.137605,/Users/annayuen/Desktop/IECC/industrial_decarb/LCOH_EU_workflow/off_grid_electricity_run/outputs/pvgis_hourly/PL.MŚ_000000063.FACILITY.csv,
IT.CAED/270391001.FACILITY,RAFFINERIA DI SANNAZZARO DE' BURGONDI,45.0997,8.8768,2023,1574.77,0.179768,/Users/annayuen/Desktop/IECC/industrial_decarb/LCOH_EU_workflow/off_grid_electricity_run/outputs/pvgis_hourly/IT.CAED_270391001.FACILITY.csv,
ES.CAED/001998000.FACILITY,ALUMINA ESPAÑOLA S.A.,43.697515,-7.454929,2023,1601.56,0.182826,/Users/annayuen/Desktop/IECC/industrial_decarb/LCOH_EU_workflow/off_grid_electricity_run/outputs/pvgis_hourly/ES.CAED_001998000.FACILITY.csv,
FR.CAED/3833.FACILITY,EXXONMOBIL CHEMICAL FRANCE,49.48838,0.56521,2023,1313.85,0.149983,/Users/annayuen/Desktop/IECC/industrial_decarb/LCOH_EU_workflow/off_grid_electricity_run/outputs/pvgis_hourly/FR.CAED_3833.FACILITY.csv,
PL.MŚ/000000109.FACILITY,Trzuskawica Spółka Akcyjna Zakład Kujawy,52.8271408081055,18.0081462860107,2023,1173.81,0.133996,/Users/annayuen/Desktop/IECC/industrial_decarb/LCOH_EU_workflow/off_grid_electricity_run/outputs/pvgis_hourly/PL.MŚ_000000109.FACILITY.csv,
FR.CAED/10727.FACILITY,TEREOS FRANCE,50.20943,2.76763,2023,1259.02,0.143723,/Users/annayuen/Desktop/IECC/industrial_decarb/LCOH_EU_workflow/off_grid_electricity_run/outputs/pvgis_hourly/FR.CAED_10727.FACILITY.csv,
FR.CAED/6359.FACILITY,INEOS POLYMERS SARRALBE SAS,49.0053,7.03121,2023,1297.4,0.148105,/Users/annayuen/Desktop/IECC/industrial_decarb/LCOH_EU_workflow/off_grid_electricity_run/outputs/pvgis_hourly/FR.CAED_6359.FACILITY.csv,
FR.CAED/4602.FACILITY,SYLVAMO FRANCE SA,45.86907,0.82809,2023,1399.85,0.159801,/Users/annayuen/Desktop/IECC/industrial_decarb/LCOH_EU_workflow/off_grid_electricity_run/outputs/pvgis_hourly/FR.CAED_4602.FACILITY.csv,
PL.MŚ/000000062.FACILITY,"Cementownia ""Odra"" S.A.",50.6806411743164,17.9139156341553,2023,1225.22,0.139865,/Users/annayuen/Desktop/IECC/industrial_decarb/LCOH_EU_workflow/off_grid_electricity_run/outputs/pvgis_hourly/PL.MŚ_000000062.FACILITY.csv,
FR.CAED/5125.FACILITY,SAICA PAPER FRANCE,45.21534,4.81297,2023,1613.31,0.184168,/Users/annayuen/Desktop/IECC/industrial_decarb/LCOH_EU_workflow/off_grid_electricity_run/outputs/pvgis_hourly/FR.CAED_5125.FACILITY.csv,
PL.MŚ/000000190.FACILITY,CEMEX Polska Sp. z o.o. - Zakład Cementownia Rudniki,50.8750915527344,19.2573299407959,2023,1217.45,0.138978,/Users/annayuen/Desktop/IECC/industrial_decarb/LCOH_EU_workflow/off_grid_electricity_run/outputs/pvgis_hourly/PL.MŚ_000000190.FACILITY.csv,
FR.CAED/3466.FACILITY,TEREOS FRANCE,48.7222,3.92123,2023,1317.79,0.150432,/Users/annayuen/Desktop/IECC/industrial_decarb/LCOH_EU_workflow/off_grid_electricity_run/outputs/pvgis_hourly/FR.CAED_3466.FACILITY.csv,
FR.CAED/5900.FACILITY,SOLVAY OPERATIONS FRANCE,48.6196,6.35778,2023,1326.05,0.151376,/Users/annayuen/Desktop/IECC/industrial_decarb/LCOH_EU_workflow/off_grid_electricity_run/outputs/pvgis_hourly/FR.CAED_5900.FACILITY.csv,
EL.CAED/100066.FACILITY,MOTOR OIL HELLLAS-CORINTH REFINERIES S.A.,37.91778,23.07361,2023,1811.5,0.206793,/Users/annayuen/Desktop/IECC/industrial_decarb/LCOH_EU_workflow/off_grid_electricity_run/outputs/pvgis_hourly/EL.CAED_100066.FACILITY.csv,
IT.CAED/201532001.FACILITY,Impianto di termovalorizzazione Silla 2,45.5042,9.0706,2023,1583.52,0.180767,/Users/annayuen/Desktop/IECC/industrial_decarb/LCOH_EU_workflow/off_grid_electricity_run/outputs/pvgis_hourly/IT.CAED_201532001.FACILITY.csv,
PL.MŚ/000000215.FACILITY,CEMEX Polska Sp. z o.o - Zakład Cementownia Chełm,51.1371726989746,23.5443572998047,2023,1203.17,0.137348,/Users/annayuen/Desktop/IECC/industrial_decarb/LCOH_EU_workflow/off_grid_electricity_run/outputs/pvgis_hourly/PL.MŚ_000000215.FACILITY.csv,
