run_type,source_id,source_name,country,iso3_country,eprtr_activity,latitude,longitude,annual_heat_demand_MWh_th,heat_demand_provenance,pvgis_year,pvgis_annual_cf,pvgis_kwh_per_kwp,bnef_annual_cost_usd_kw_yr,bnef_data_source,site_pv_lcoe_eur_mwh,bnef_country_lcoe_eur_mwh,lcoe_delta_eur_mwh,lcoh_hb_site_specific_eur_mwhth,lcoh_hb_bnef_eur_mwhth,lcoh_hb_delta_eur_mwhth,lcoh_gas_eur_mwhth,lcoh_hb_vs_gas_delta_eur_mwhth,electricity_needed_mwh_yr,solar_capacity_needed_mwp,land_needed_km2,suitable_land_km2,land_feasibility,land_surplus_deficit_km2,computation_status,notes
offgrid_bnef_pv,FR.CAED/662.FACILITY,SMURFIT WESTROCK CELLULOSE DU PIN,France,FRA,6(a),44.62884,-0.97612,3987.58,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.169504,1484.85,42.22,bnef,26.187,39.096,-12.909,31.25,45.593,-14.343,99.913,-68.663,4430.6,2.984,0.2984,5.94,FEASIBLE,5.64,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,FR.CAED/3936.FACILITY,LAT NITROGEN FRANCE,France,FRA,4(b)(ii),49.42375,1.03674,840970.68,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.147505,1292.14,42.22,bnef,30.093,39.096,-9.003,35.589,45.593,-10.004,99.913,-64.324,934411.9,723.149,72.3149,30.7995,INFEASIBLE,-41.52,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,PL.MŚ/000000053.FACILITY,Grupa Ożarów S.A.,Poland,POL,3(c),50.9304275512695,21.6765041351318,52466.67,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.138616,1214.28,54.68,proxied,41.473,38.332,3.141,48.234,44.744,3.49,104.661,-56.427,58296.3,48.009,4.8009,127.9045,FEASIBLE,123.1,COMPUTED,
offgrid_bnef_pv,FR.CAED/5938.FACILITY,SAINT-GOBAIN PAM CANALISATION,France,FRA,2(b),48.89672,6.05187,84619.79,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.150227,1315.99,42.22,bnef,29.548,39.096,-9.548,34.984,45.593,-10.609,99.913,-64.929,94022.0,71.446,7.1446,59.1619,FEASIBLE,52.02,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,ES.CAED/001619000.FACILITY,FÁBRICA DE PALOS DE LA FRONTERA (CEPSA QUÍMICA),Spain,ESP,4(a)(i),37.18396,-6.889568,463266.67,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.23216,2033.72,49.78,bnef,22.544,31.314,-8.77,27.201,36.946,-9.745,73.216,-46.015,514740.7,253.103,25.3103,64.0661,FEASIBLE,38.76,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,PL.MŚ/000000273.FACILITY,Euroglas Polska Sp. z o.o.,Poland,POL,3(e),51.6197776794434,19.9349212646484,61086.67,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.135245,1184.74,54.68,proxied,42.507,38.332,4.175,49.383,44.744,4.639,104.661,-55.278,67874.1,57.29,5.729,173.1835,FEASIBLE,167.45,COMPUTED,
offgrid_bnef_pv,ES.CAED/001960000.FACILITY,"DS SMITH SPAIN, S.A.",Spain,ESP,6(b),41.84,-4.559444,422708.89,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.204248,1789.21,49.78,bnef,25.624,31.314,-5.69,30.624,36.946,-6.322,73.216,-42.592,469676.5,262.505,26.2505,185.4393,FEASIBLE,159.19,COMPUTED,
offgrid_bnef_pv,FR.CAED/44.FACILITY,SOLVAY FRANCE,France,FRA,4(a)(vi),47.03851,5.41265,1189377.39,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.165234,1447.45,42.22,bnef,26.864,39.096,-12.232,32.002,45.593,-13.591,99.913,-67.911,1321530.4,913.006,91.3006,151.799,FEASIBLE,60.5,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,FR.CAED/3839.FACILITY,TOTALENERGIES PETROCHEMICALS FRANCE,France,FRA,4(a)(i),49.50488,0.20609,132600.02,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.156586,1371.7,42.22,bnef,28.348,39.096,-10.748,33.65,45.593,-11.943,99.913,-66.263,147333.4,107.41,10.741,103.5445,FEASIBLE,92.8,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,PL.MŚ/000000058.FACILITY,ArcelorMittal Poland S.A. Oddział Dąbrowa Górnicza,Poland,POL,2(b),50.3461112976074,19.28444480896,85020.0,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.13969,1223.69,54.68,proxied,41.155,38.332,2.823,47.88,44.744,3.136,104.661,-56.781,94466.7,77.199,7.7199,73.1453,FEASIBLE,65.43,COMPUTED,
offgrid_bnef_pv,IT.CAED/980571001.FACILITY,Raffineria di Milazzo S.C.p.A.,Italy,ITA,1(a),38.2027,15.2723,217100.0,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.206723,1810.89,47.52,bnef,24.168,33.128,-8.96,29.006,38.962,-9.956,83.636,-54.63,241222.2,133.206,13.3206,16.6242,FEASIBLE,3.3,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,IT.CAED/930121001.FACILITY,Bioraffineria di Gela S.p.A  (ex RAFFINERIA di Gela SpA),Italy,ITA,4(a),37.0554,14.2772,,NO_HEAT_DATA,2023,0.219461,1922.48,47.52,bnef,22.765,33.128,,27.447,,,,,,,,42.7837,NOT_COMPUTABLE,PENDING,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,EL.CAED/100058.FACILITY,HELLENIC PETROLEUM R.S.S.O.P.P. S.A. –SOUTH REFINERIES COMPLEX – ELEFSIS INDUSTRIAL FACILITIES,Greece,GRC,1(a),38.04222,23.51083,2346.5,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.206835,1811.88,51.73,proxied,26.295,38.332,-12.037,31.369,44.744,-13.375,70.504,-39.135,2607.2,1.439,0.1439,45.6641,FEASIBLE,45.52,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,IT.CAED/301751001.FACILITY,Raffineria di Venezia,Italy,ITA,4(a),45.4594,12.2667,179568.89,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.185387,1623.99,47.52,bnef,26.95,33.128,-6.178,32.097,38.962,-6.865,83.636,-51.539,199521.0,122.858,12.2858,88.7723,FEASIBLE,76.49,COMPUTED,
offgrid_bnef_pv,FR.CAED/759.FACILITY,GASCOGNE PAPIER,France,FRA,6(a),44.20724,-1.2716,44341.0,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.1801,1577.68,42.22,bnef,24.647,39.096,-14.449,29.538,45.593,-16.055,99.913,-70.375,49267.8,31.228,3.1228,35.7779,FEASIBLE,32.66,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,IT.CAED/030392001.FACILITY,Stabilimento di Sora (FR),Italy,ITA,6(b),41.6994,13.5869,971133.16,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.189074,1656.29,47.52,bnef,26.424,33.128,-6.704,31.513,38.962,-7.449,83.636,-52.123,1079036.8,651.479,65.1479,27.1978,INFEASIBLE,-37.95,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,FR.CAED/146.FACILITY,SAICA PAPER FRANCE,France,FRA,6(a),49.36547,3.41373,48449.63,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.146967,1287.43,42.22,bnef,30.203,39.096,-8.893,35.712,45.593,-9.881,99.913,-64.201,53832.9,41.814,4.1814,149.2329,FEASIBLE,145.05,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,ES.CAED/001529000.FACILITY,"REPSOL PETRÓLEO, S.A. - C.I. CARTAGENA",Spain,ESP,1(a),37.622214,-0.982184,1094374.67,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.232703,2038.48,49.78,bnef,22.491,31.314,-8.823,27.143,36.946,-9.803,73.216,-46.073,1215971.9,596.51,59.651,128.0532,FEASIBLE,68.4,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,FR.CAED/7626.FACILITY,LYONDELL CHIMIE FRANCE,France,FRA,4(a)(ii),43.42011,4.8602,495422.73,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.21971,1924.66,42.22,bnef,20.203,39.096,-18.893,24.601,45.593,-20.992,99.913,-75.312,550469.7,286.009,28.6009,29.6165,FEASIBLE,1.02,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,FR.CAED/4151.FACILITY,TEREOS STARCH & SWEETENERS LBN,France,FRA,4(a)(ii),49.48913,0.52521,103025.69,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.149549,1310.05,42.22,bnef,29.682,39.096,-9.414,35.132,45.593,-10.461,99.913,-64.781,114473.0,87.381,8.7381,57.6948,FEASIBLE,48.96,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,EL.CAED/100062.FACILITY,HELLENIC PETROLEUM R.S.S.O.P.P. S.A. - THESSALONIKI INDUSTRIAL COMPLEX,Greece,GRC,1(a),40.67952,22.87819,864798.78,HEAT_DEMAND_INFERRED_FROM_TOTAL_FUEL,2023,0.18792,1646.18,51.73,proxied,28.942,38.332,-9.39,34.31,44.744,-10.434,70.504,-36.194,960887.5,583.708,58.3708,73.3597,FEASIBLE,14.99,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,EL.CAED/100053.FACILITY,HELLENIC PETROLEUM R.S.S.O.P.P. S.A. - INDUSTRIAL DIVISION OF ASPROPYRGOS,Greece,GRC,1(a),38.03236,23.60276,630649.5,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.207056,1813.81,51.73,proxied,26.267,38.332,-12.065,31.338,44.744,-13.406,70.504,-39.166,700721.7,386.326,38.6326,38.5272,INFEASIBLE,-0.11,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,IT.CAED/030402001.FACILITY,Unità Locale 3 - Impianto di Termovalorizzazione rifiuti non pericolosi.,Italy,ITA,5(b),41.4375,13.8971,,NO_HEAT_DATA,2023,0.189897,1663.5,47.52,bnef,26.31,33.128,,31.385,,,,,,,,56.4987,NOT_COMPUTABLE,PENDING,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,FR.CAED/3829.FACILITY,YARA FRANCE,France,FRA,4(b)(i),49.50521,0.20993,567130.02,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.156283,1369.04,42.22,bnef,28.403,39.096,-10.693,33.711,45.593,-11.882,99.913,-66.202,630144.5,460.282,46.0282,104.6629,FEASIBLE,58.63,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,IT.CAED/570162008.FACILITY,SOLVAY CHIMICA ITALIA S.P.A. ROSIGNANO,Italy,ITA,4(b),43.4089,10.4739,33027.78,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.195887,1715.97,47.52,bnef,25.505,33.128,-7.623,30.492,38.962,-8.47,83.636,-53.144,36697.5,21.386,2.1386,64.9524,FEASIBLE,62.81,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,PL.MŚ/000000072.FACILITY,International Paper - Kwidzyn Sp. z o.o.,Poland,POL,6(b),53.6997413635254,18.9216861724854,1781551.11,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.134254,1176.06,54.68,proxied,42.821,38.332,4.489,49.731,44.744,4.987,104.661,-54.93,1979501.2,1683.156,168.3156,152.7946,INFEASIBLE,-15.52,COMPUTED,
offgrid_bnef_pv,FR.CAED/9481.FACILITY,ALSACHIMIE,France,FRA,4(a)(ii),47.8265,7.54591,497213.11,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.156191,1368.23,42.22,bnef,28.42,39.096,-10.676,33.73,45.593,-11.863,99.913,-66.183,552459.0,403.775,40.3775,74.7378,FEASIBLE,34.36,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,FR.CAED/9469.FACILITY,BUTACHIMIE,France,FRA,4(a)(iv),47.81907,7.53852,69840.89,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.156187,1368.2,42.22,bnef,28.42,39.096,-10.676,33.731,45.593,-11.862,99.913,-66.182,77601.0,56.718,5.6718,74.2073,FEASIBLE,68.54,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,IT.CAED/240442002.FACILITY,Tenaris Dalmine - Stabilimento di Dalmine,Italy,ITA,2(b),45.6425,9.5969,313260.0,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.182233,1596.36,47.52,bnef,27.416,33.128,-5.712,32.615,38.962,-6.347,83.636,-51.021,348066.7,218.038,21.8038,140.3846,FEASIBLE,118.58,COMPUTED,
offgrid_bnef_pv,IT.CAED/960101007.FACILITY,Versalis S.p.A.,Italy,ITA,4(a),37.167,15.1973,611471.47,HEAT_DEMAND_INFERRED_FROM_TOTAL_FUEL,2023,0.213349,1868.94,47.52,bnef,23.418,33.128,-9.71,28.172,38.962,-10.79,83.636,-55.464,679412.7,363.529,36.3529,50.703,FEASIBLE,14.35,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,PL.MŚ/000000023.FACILITY,LOTOS ASfalt Sp. z o.o.,Poland,POL,1(a),54.3499298095703,18.7296676635742,849.33,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.142447,1247.84,54.68,proxied,40.358,38.332,2.026,46.995,44.744,2.251,104.661,-57.666,943.7,0.756,0.0756,73.895,FEASIBLE,73.82,COMPUTED,
offgrid_bnef_pv,FR.CAED/6088.FACILITY,ARKEMA FRANCE,France,FRA,4(a)(ii),49.1401,6.70733,292993.53,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.148362,1299.65,42.22,bnef,29.919,39.096,-9.177,35.396,45.593,-10.197,99.913,-64.517,325548.4,250.489,25.0489,60.854,FEASIBLE,35.81,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,FR.CAED/8363.FACILITY,ENORIS,France,FRA,5(b),48.71938,2.27887,54333.95,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.150503,1318.4,42.22,bnef,29.494,39.096,-9.602,34.923,45.593,-10.67,99.913,-64.99,60371.1,45.791,4.5791,55.1489,FEASIBLE,50.57,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,FR.CAED/7874.FACILITY,PETROINEOS MANUFACTURING FRANCE SAS,France,FRA,1(a),43.38403,5.02829,1571463.86,HEAT_DEMAND_INFERRED_FROM_TOTAL_FUEL,2023,0.221782,1942.81,42.22,bnef,20.015,39.096,-19.081,24.391,45.593,-21.202,99.913,-75.522,1746071.0,898.735,89.8735,21.6995,INFEASIBLE,-68.17,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,FR.CAED/9451.FACILITY,LAT NITROGEN OTTMARSHEIM,France,FRA,4(c),47.79004,7.51929,98824.92,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.156033,1366.85,42.22,bnef,28.448,39.096,-10.648,33.762,45.593,-11.831,99.913,-66.151,109805.5,80.335,8.0335,73.2547,FEASIBLE,65.22,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,IT.CAED/051002003.FACILITY,ACEA AMBIENTE Srl UL1_Impianto di Termovalorizzazione,Italy,ITA,5(b),42.5806,12.6615,4088.74,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.189535,1660.33,47.52,bnef,26.36,33.128,-6.768,31.441,38.962,-7.521,83.636,-52.195,4543.0,2.736,0.2736,28.7262,FEASIBLE,28.45,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,PL.MŚ/000000309.FACILITY,SAINT-GOBAIN INNOVATIVE MATERIALS POLSKA SPÓŁKA Z O.O. ODDZIAŁ GLASS,Poland,POL,3(e),50.3058013916016,19.3013935089111,139211.11,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.139748,1224.19,54.68,proxied,41.138,38.332,2.806,47.861,44.744,3.117,104.661,-56.8,154679.0,126.352,12.6352,60.2288,FEASIBLE,47.59,COMPUTED,
offgrid_bnef_pv,PL.MŚ/000000021.FACILITY,KOKSOWNIA RADLIN,Poland,POL,1(d),50.0377769470215,18.4866676330566,92335.0,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.138921,1216.95,54.68,proxied,41.382,38.332,3.05,48.133,44.744,3.389,104.661,-56.528,102594.4,84.305,8.4305,102.3464,FEASIBLE,93.92,COMPUTED,
offgrid_bnef_pv,IT.CAED/960111001.FACILITY,Sonatrach Raffineria Italiana-Raffineria di Augusta,Italy,ITA,1(a),37.2216,15.1905,1067516.67,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.212748,1863.67,47.52,bnef,23.484,33.128,-9.644,28.246,38.962,-10.716,83.636,-55.39,1186129.6,636.447,63.6447,53.9813,INFEASIBLE,-9.66,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,FR.CAED/3572.FACILITY,CRISTAL UNION,France,FRA,8(b)(ii),48.53275,4.11393,544376.3,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.149743,1311.75,42.22,bnef,29.643,39.096,-9.453,35.09,45.593,-10.503,99.913,-64.823,604862.6,461.112,46.1112,267.9033,FEASIBLE,221.79,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,PL.MŚ/000000067.FACILITY,"CEMENTOWNIA ""WARTA"" SPÓŁKA AKCYJNA",Poland,POL,3(c),51.1030540466309,18.9263877868652,209046.67,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.139036,1217.96,54.68,proxied,41.348,38.332,3.016,48.095,44.744,3.351,104.661,-56.566,232274.1,190.708,19.0708,147.7017,FEASIBLE,128.63,COMPUTED,
offgrid_bnef_pv,IT.CAED/100752001.FACILITY,Ahlstrom-Munksjö Italia S.p.A.,Italy,ITA,6(b),45.2533,7.5397,675.56,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.181993,1594.26,47.52,bnef,27.452,33.128,-5.676,32.655,38.962,-6.307,83.636,-50.981,750.6,0.471,0.0471,53.1212,FEASIBLE,53.07,COMPUTED,
offgrid_bnef_pv,FR.CAED/82.FACILITY,TEREOS FRANCE,France,FRA,8(b)(ii),49.39409,3.37064,317925.28,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.147243,1289.85,42.22,bnef,30.147,39.096,-8.949,35.649,45.593,-9.944,99.913,-64.264,353250.3,273.87,27.387,150.7064,FEASIBLE,123.32,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,FR.CAED/132.FACILITY,TEREOS FRANCE,France,FRA,8(b)(ii),49.83966,3.48056,874135.09,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.144219,1263.36,42.22,bnef,30.779,39.096,-8.317,36.351,45.593,-9.242,99.913,-63.562,971261.2,768.793,76.8793,230.3586,FEASIBLE,153.48,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,FR.CAED/3834.FACILITY,ESSO RAFFINAGE,France,FRA,1(a),49.48838,0.56521,1220293.33,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.149983,1313.85,42.22,bnef,29.596,39.096,-9.5,35.037,45.593,-10.556,99.913,-64.876,1355881.5,1031.99,103.199,46.6667,INFEASIBLE,-56.53,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,PL.MŚ/000000063.FACILITY,LAFARGE CEMENT S.A,Poland,POL,3(c),50.8286399841309,20.2727031707764,119462.67,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.137605,1205.42,54.68,proxied,41.778,38.332,3.446,48.573,44.744,3.829,104.661,-56.088,132736.3,110.116,11.0116,30.7778,FEASIBLE,19.77,COMPUTED,
offgrid_bnef_pv,IT.CAED/270391001.FACILITY,RAFFINERIA DI SANNAZZARO DE' BURGONDI,Italy,ITA,1(a),45.0997,8.8768,26720.57,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.179768,1574.77,47.52,bnef,27.792,33.128,-5.336,33.033,38.962,-5.929,83.636,-50.603,29689.5,18.853,1.8853,201.2737,FEASIBLE,199.39,COMPUTED,
offgrid_bnef_pv,FR.CAED/3833.FACILITY,EXXONMOBIL CHEMICAL FRANCE,France,FRA,4(a)(i),49.48838,0.56521,1251582.9,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.149983,1313.85,42.22,bnef,29.596,39.096,-9.5,35.037,45.593,-10.556,99.913,-64.876,1390647.7,1058.452,105.8452,46.6667,INFEASIBLE,-59.18,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,ES.CAED/001998000.FACILITY,ALUMINA ESPAÑOLA S.A.,Spain,ESP,4(b)(v),43.697515,-7.454929,1624966.67,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.182826,1601.56,49.78,bnef,28.627,31.314,-2.687,33.96,36.946,-2.986,73.216,-39.256,1805518.5,1127.353,112.7353,10.7049,INFEASIBLE,-102.03,COMPUTED,
offgrid_bnef_pv,FR.CAED/6359.FACILITY,INEOS POLYMERS SARRALBE SAS,France,FRA,4(a)(viii),49.0053,7.03121,264914.82,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.148105,1297.4,42.22,bnef,29.971,39.096,-9.125,35.454,45.593,-10.139,99.913,-64.459,294349.8,226.877,22.6877,128.0971,FEASIBLE,105.41,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,PL.MŚ/000000109.FACILITY,Trzuskawica Spółka Akcyjna Zakład Kujawy,Poland,POL,3(c),52.8271408081055,18.0081462860107,,NO_HEAT_DATA,2023,0.133996,1173.81,54.68,proxied,42.903,38.332,,49.823,,,,,,,,221.6648,NOT_COMPUTABLE,PENDING,COMPUTED,
offgrid_bnef_pv,FR.CAED/10727.FACILITY,TEREOS FRANCE,France,FRA,8(b)(ii),50.20943,2.76763,398859.22,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.143723,1259.02,42.22,bnef,30.885,39.096,-8.211,36.469,45.593,-9.124,99.913,-63.444,443176.9,352.003,35.2003,255.4073,FEASIBLE,220.21,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,PL.MŚ/000000062.FACILITY,"Cementownia ""Odra"" S.A.",Poland,POL,3(c),50.6806411743164,17.9139156341553,43510.67,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.139865,1225.22,54.68,proxied,41.103,38.332,2.771,47.823,44.744,3.079,104.661,-56.838,48345.2,39.458,3.9458,181.4273,FEASIBLE,177.48,COMPUTED,
offgrid_bnef_pv,FR.CAED/4602.FACILITY,SYLVAMO FRANCE SA,France,FRA,6(b),45.86907,0.82809,67000.09,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.159801,1399.85,42.22,bnef,27.778,39.096,-11.318,33.017,45.593,-12.576,99.913,-66.896,74444.5,53.18,5.318,93.7892,FEASIBLE,88.47,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,FR.CAED/5125.FACILITY,SAICA PAPER FRANCE,France,FRA,6(a),45.21534,4.81297,110888.33,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.184168,1613.31,42.22,bnef,24.102,39.096,-14.994,28.933,45.593,-16.66,99.913,-70.98,123209.3,76.37,7.637,112.9462,FEASIBLE,105.31,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,PL.MŚ/000000190.FACILITY,CEMEX Polska Sp. z o.o. - Zakład Cementownia Rudniki,Poland,POL,3(c),50.8750915527344,19.2573299407959,212.0,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.138978,1217.45,54.68,proxied,41.365,38.332,3.033,48.114,44.744,3.37,104.661,-56.547,235.6,0.193,0.0193,182.2203,FEASIBLE,182.2,COMPUTED,
offgrid_bnef_pv,EL.CAED/100066.FACILITY,MOTOR OIL HELLLAS-CORINTH REFINERIES S.A.,Greece,GRC,1(a),37.91778,23.07361,673335.0,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.206793,1811.5,51.73,proxied,26.3,38.332,-12.032,31.375,44.744,-13.369,70.504,-39.129,748150.0,412.999,41.2999,26.4497,INFEASIBLE,-14.85,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,FR.CAED/3466.FACILITY,TEREOS FRANCE,France,FRA,8(b)(ii),48.7222,3.92123,439154.56,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.150432,1317.79,42.22,bnef,29.508,39.096,-9.588,34.939,45.593,-10.654,99.913,-64.974,487949.5,370.28,37.028,272.4426,FEASIBLE,235.41,COMPUTED,SITE_LCOE_DEVIATES_GT20PCT_FROM_BNEF
offgrid_bnef_pv,PL.MŚ/000000215.FACILITY,CEMEX Polska Sp. z o.o - Zakład Cementownia Chełm,Poland,POL,3(c),51.1371726989746,23.5443572998047,62437.33,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.137348,1203.17,54.68,proxied,41.856,38.332,3.524,48.66,44.744,3.916,104.661,-56.001,69374.8,57.66,5.766,99.2332,FEASIBLE,93.47,COMPUTED,
offgrid_bnef_pv,IT.CAED/201532001.FACILITY,Impianto di termovalorizzazione Silla 2,Italy,ITA,5(b),45.5042,9.0706,3552.18,HEAT_DEMAND_FROM_SUBSTITUTABLE_THERMAL,2023,0.180767,1583.52,47.52,bnef,27.638,33.128,-5.49,32.862,38.962,-6.1,83.636,-50.774,3946.9,2.492,0.2492,90.2011,FEASIBLE,89.95,COMPUTED,
