source_name,source_id,system:index,tree_cover_km2,shrubland_km2,grassland_km2,cropland_km2,built_up_km2,bare_sparse_km2,snow_ice_km2,water_km2,wetland_km2,mangroves_km2,moss_lichen_km2
"Horizon Tselluloosi ja Paberi AS, Kehra paberivabrik",EE.KAUR.TTR/88.FACILITY,00000000000000000032,158.73648774812,0.04651521420288086,52.75670715273139,46.93719813080347,1.469130247717046,0.4110278575294644,,1.1403717462821212,0.22699374856567384,,
TOTALENERGIES RAFFINAGE FRANCE,FR.CAED/7658.FACILITY,00000000000000000007,10.40039833204681,6.1935250491333,14.42448102577192,2.2739797905519974,35.966986265136946,1.167334790805712,,79.54601214470134,0.2378382350463867,,
TOTALENERGIES RAFFINAGE FRANCE,FR.CAED/3814.FACILITY,0000000000000000000d,32.95547911017492,,38.99645359311499,72.94920616476068,48.380928571247175,1.1704407332069546,,12.91530407049609,0.47134744677734375,,
TOTALENERGIES MARKETING SERVICES,FR.CAED/6705.FACILITY,00000000000000000012,13.97407223613376,,44.08058011151836,8.379552102043357,14.889513131525254,0.4718194000244141,,0.3735929606323242,0.20207916772460938,,
TOTALENERGIES RAFFINAGE FRANCE,FR.CAED/5422.FACILITY,0000000000000000001f,40.202424193660235,,31.97128532011933,44.03271074637833,101.59652070748261,0.7584054705200195,,4.512890131111175,0.006920942260742188,,
RHONE ENERGIES FOS-SUR-MER SAS,FR.CAED/7646.FACILITY,0000000000000000002b,13.42761121068211,11.760207347405407,27.19660225765477,1.7174677296638037,43.61514295949277,4.448797796683517,,83.68407882235287,7.13089734068436,,
PETROINEOS MANUFACTURING FRANCE SAS,FR.CAED/7874.FACILITY,00000000000000000057,12.905507997660317,7.910307673353007,11.36954830641683,0.9655741046819949,22.20839989154771,1.4541073932497515,,128.3719821140868,1.17587616382195,,
ESSO RAFFINAGE,FR.CAED/3834.FACILITY,00000000000000000062,11.863116523612234,,17.376149955972814,29.172941326766473,10.15176501299809,0.11763684289550781,,0.9850910463867187,0.038039968200683595,,
STE BEARNAISE DE GESTION INDUSTRIELLE,FR.CAED/1260.FACILITY,0000000000000000002d,25.669414956145175,0.001306467529296875,28.31417995448954,75.54393926081399,9.001981369514732,0.19871189727783203,,0.3887307094369926,0.0,,
ARCELORMITTAL MEDITERRANEE,FR.CAED/7656.FACILITY,00000000000000000026,14.192343462380556,11.844400795678949,28.2523186824269,1.8708877579462984,39.54492335553768,3.927891562921023,,80.62748643346166,6.167577333056162,,
SAINT-GOBAIN PAM CANALISATION,FR.CAED/5938.FACILITY,00000000000000000039,29.15927522918007,,21.73770281264599,37.191050303236075,8.425448848312078,0.23317225842285155,,5.273325279822974,0.012427743225097656,,
