eprtr_facility_id,eprtr_base_id,eprtr_facility_name,eprtr_country,eprtr_activity,eprtr_lat,eprtr_lon,eprtr_co2_t,eprtr_co2_year,match_method,match_km,lcp_base_id,lcp_inspire_id,lcp_city,lcp_n_base_ids,lcp_n_parts,lcp_lat,lcp_lon,lcp_NaturalGas_TJ,lcp_Coal_TJ,lcp_Lignite_TJ,lcp_OtherSolidFuels_TJ,lcp_LiquidFuels_TJ,lcp_Peat_TJ,lcp_OtherGases_TJ,lcp_Biomass_TJ,lcp_substitutable_thermal_TJ,lcp_total_TJ
UK.CAED/NRW170312.FACILITY,UK.CAED/NRW170312,Severn Power Station,United Kingdom,1(c),51.54796,-2.97543,716000.0,2019,spatial_nearest,0.05,UK.CAED/NRW170015; UK.CAED/NRW170016,UK.CAED/NRW170015.PART,Newport,2,2.0,51.547505,-2.975835,14349.69,,,,,,,,14349.69,14349.69
https://registry.gdi-de.org/id/de.he.0945.de7.pf.eu_industrie/30000163,https://registry.gdi-de.org/id/de.he.0945.de7.pf.eu_industrie/30000163,InfraServ GmbH & Co. Höchst KG ,Germany,1(c),50.08842,8.53683,1037000.0,2024,spatial_nearest,0.532,https://registry.gdi-de.org/id/de.he.0945.de7.pf.eu_industrie/30000163_213_147,https://registry.gdi-de.org/id/de.he.0945.de7.pf.eu_industrie/30000163_213_147,"Frankfurt am Main, St.",1,1.0,50.091848889210894,8.531639076958282,629.0,,,,,,55.0,,629.0,684.0
UK.SEPA/200001997.Facility,UK.SEPA/200001997.Facility,Steven's Croft Power Station,United Kingdom,5(b),55.15282,-3.38077,392000.0,2014,no_match,,,,,0,,,,,,,,,,,,,
UK.CAED/EW_EA-2401.FACILITY,UK.CAED/EW_EA-2401,Seabank Power Station EPR/BV3006IN,United Kingdom,1(c),51.528968,-2.6534001,1130000.0,2019,spatial_nearest,0.0,UK.CAED/EW_EA-2401-1; UK.CAED/EW_EA-2401-2; UK.CAED/EW_EA-2401-3,UK.CAED/EW_EA-2401-1.PART,BRISTOL,3,3.0,51.528968,-2.6534001,22310.0,,,,,,,,22310.0,22310.0
ES.CAED/007775000.FACILITY,ES.CAED/007775000,UFICSA,Spain,1(c),41.553074,1.686739,105000.0,2021,id_direct,0.0,ES.CAED/007775000,ES.CAED/007775000.PART,"Pobla de Claramunt, La",1,1.0,41.553074,1.686739,,,,,,,,,,
IT.CAED/370602007.FACILITY,IT.CAED/370602007,STABILIMENTO DI GAZZO VERONESE,Italy,3(e),45.1436,11.0928,109354.0,2024,no_match,,,,,0,,,,,,,,,,,,,
CZ.MZP.A100/CZ26416675.FACILITY,CZ.MZP.A100/CZ26416675,Spalovna Malešice,Czechia,5(b),50.07892459,14.54113899,251737.36,2022,no_match,,,,,0,,,,,,,,,,,,,
CZ.MZP.T803/CZ26269297.FACILITY,CZ.MZP.T803/CZ26269297,Elektrárna Dětmarovice,Czechia,1(c),49.90636847,18.46560372,1072021.51523194,2022,spatial_nearest,0.0,CZ.CHMI.0047/CZ0047,CZ.CHMI.0047/CZ0047.PART,Dětmarovice,1,1.0,49.90636666666666,18.46560277777778,148.225927,9404.600582,364.428393,2950.0350559999997,,,,,12867.289957999998,12867.289957999998
GB.EEA/EW_EA-2318.FACILITY,GB.EEA/EW_EA-2318,"Rwe Npower Plc, Didcot A Power Station",United Kingdom,1(c),51.6222,-1.26081,1740000.0,2013,spatial_nearest,0.589,UK.CAED/EW_EA-3999-1,UK.CAED/EW_EA-3999-1.PART,DIDCOT,1,1.0,51.623643,-1.2690166,28000.0,,,,,,,,28000.0,28000.0
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001406.ProductionFacility,http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001406.ProductionFacility,"MM Kotkamills Boards Oy, Kotkan tehtaat",Finland,6(a),60.46577,26.95694,368000.0,2024,spatial_nearest,0.0,http://paikkatiedot.fi/so/1002031/pf/ProductionInstallationPart/1900026143.ProductionInstallationPart,http://paikkatiedot.fi/so/1002031/pf/ProductionInstallationPart/1900026143.ProductionInstallationPart,Kotka,1,1.0,60.46577,26.95694,1740.0,,,,,,,,1740.0,1740.0
DE.EEA/16873.FACILITY,DE.EEA/16873,"Südzucker AG Mannheim / Ochsenfurt, Werk Zeitz",Germany,8(b)(ii),51.0489946167405,12.1100118833055,245000.0,2017,spatial_nearest,0.28,https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/102623g7d,https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/102623g7d,Zeitz,1,1.0,51.04666,12.10851,,,3610.283,,,,,,3610.283,3610.283
IT.CAED/380602001.FACILITY,IT.CAED/380602001,CARTIERE VILLA LAGARINA SPA,Italy,6(b),45.9197,11.0347,128226.0,2021,no_match,,,,,0,,,,,,,,,,,,,
UK.CAED/BEISOffsh-LOGGS-Complex.FACILITY,UK.CAED/BEISOffsh-LOGGS-Complex,LOGGS Complex,United Kingdom,1(c),53.38951,2.00464,155000.0,2017,no_match,,,,,0,,,,,,,,,,,,,
ES.CAED/003518000.FACILITY,ES.CAED/003518000,CENTRAL TERMICA DE SABON (CTCC SABON),Spain,1(c),43.332727,-8.499971,320000.0,2024,id_direct,0.0,ES.CAED/003518000; ES.EEA/ES0107; ES.EEA/ES0108,ES.CAED/003518000.PART,SABON,3,3.0,43.332727,-8.499971,5762.2,,,,,,,,5762.2,5762.2
IT.CAED/801461001.FACILITY,IT.CAED/801461001,CENTRALE NAPOLI LEVANTE,Italy,1(c),40.834,14.301,274562.0279,2024,id_direct,0.0,IT.CAED/801461001,IT.CAED/801461001.PART,NAPOLI,1,1.0,40.8339,14.301,4824.344783,,,,,,,,4824.344783,4824.344783
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000017269.ProductionFacility,http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000017269.ProductionFacility,"Nordkalk Oy Ab, LOUHI",Finland,3(c)(ii),61.92459,29.02752,120000.0,2018,no_match,,,,,0,,,,,,,,,,,,,
GB.EEA/EW_EA-7571.FACILITY,GB.EEA/EW_EA-7571,"Uk Coal Mining Ltd, Steadsburn Quarry",United Kingdom,3(a),55.2668,-1.62595,733000.0,2011,no_match,,,,,0,,,,,,,,,,,,,
DK.CAED/000105110.FACILITY,DK.CAED/000105110,TOTAL E&P Danmark A/S - Gorm,Denmark,1(c),55.5815499,4.76022128,199824.133,2024,no_match,,,,,0,,,,,,,,,,,,,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-362024-800-0197054,https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-362024-800-0197054,RWE Power AG-Fabrik Frechen,Germany,1(f),50.89921,6.7991,1340000.0,2018,spatial_nearest,0.789,https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/anl-2017-362024-800-0197054-0004g,https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/anl-2017-362024-800-0197054-0004g,Frechen,1,1.0,50.89425,6.79106,,,1251.54,,3.335,,,,1254.875,1254.875
HU.OKIR/100308168.FACILITY,HU.OKIR/100308168,MOL Nyrt.,Hungary,3(a),46.298841,20.188964,101571.0,2020,no_match,,,,,0,,,,,,,,,,,,,
NL.RIVM/000114744.FACILITY,NL.RIVM/000114744,Elsta P&U,Netherlands,1(c),51.33316,3.77857,1450000.0,2018,spatial_nearest,0.012,NL.RIVM/051104042; NL.RIVM/114744001; NL.RIVM/114744002; NL.RIVM/114744003,NL.RIVM/051104042.PART,Hoek,4,4.0,51.33301,3.778555,33428.315727,,,,,,13925.86592,,33428.315727,47354.181647000005
UK.LAED/E100_165.FACILITY,UK.LAED/E100_165,Guardian Industries UK Ltd,United Kingdom,3(e),53.6978,-0.90936,141000.0,2019,no_match,,,,,0,,,,,,,,,,,,,
IT.CAED/380722001.FACILITY,IT.CAED/380722001,Italcementi di Madruzzo,Italy,3(c),46.040556,10.963889,101326.0,2023,no_match,,,,,0,,,,,,,,,,,,,
UK.CAED/P0054_04A.FACILITY,UK.CAED/P0054_04A,Gortmullan Cement Works,United Kingdom,3(c)(i),54.1497,-7.5717,267000.0,2008,no_match,,,,,0,,,,,,,,,,,,,
NL.RIVM/000044009.FACILITY,NL.RIVM/000044009,BV Afvalverbranding Zuid Nederland (AZN),Netherlands,5(b),51.68326,4.58162,1040000.0,2024,spatial_nearest,0.238,NL.RIVM/049006002,NL.RIVM/049006002.PART,Moerdijk,1,1.0,51.68537,4.58102,,,,,,,,,,
UK.CAED/EW_EA-8.FACILITY,UK.CAED/EW_EA-8,Arpley Landfill,United Kingdom,5(d),53.376451,-2.6183583,128000.0,2019,no_match,,,,,0,,,,,,,,,,,,,
ES.CAED/003769000.FACILITY,ES.CAED/003769000,"PENINSULAR COGENERACIÓN, S.A.",Spain,1(c),40.267935,-3.767323,101000.0,2021,id_direct,0.0,ES.CAED/003769000,ES.CAED/003769000.PART,FUENLABRADA,1,1.0,40.267935,-3.767323,1499.0,,,,,,,,1499.0,1499.0
ES.CAED/010852000.FACILITY,ES.CAED/010852000,PLANTA BIOMASA DE 50 MWE,Spain,1(c),38.6212,-3.98806,177000.0,2024,id_direct,0.0,ES.CAED/010852000,ES.CAED/010852000.PART,Puertollano,1,1.0,38.6212,-3.98806,,,,,0.80838,,,3276.443,0.80838,3277.25138
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-170044-100-0382786,https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-170044-100-0382786,TRIMET Aluminium SE Niederlassung Voerde,Germany,2(e)(i),51.62554,6.61541,164000.0,2019,no_match,,,,,0,,,,,,,,,,,,,
NL.RIVM/000202824.FACILITY,NL.RIVM/000202824,Eneco Merwedekanaal,Netherlands,1(c),52.10093,5.07916,391000.0,2008,spatial_nearest,0.004,NL.RIVM/202824002,NL.RIVM/202824002.PART,Utrecht,1,1.0,52.10095,5.07912,2092.269997,,,,,,,,2092.269997,2092.269997
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00007,https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00007,Biomasseheizkraftwerk Zolling GmbH,Germany,1(c),48.45619062896844,11.799938959458393,149000.0,2024,spatial_nearest,0.101,https://registry.gdi-de.org/id/de.by.inspire.pf.ied/A01588,https://registry.gdi-de.org/id/de.by.inspire.pf.ied/A01588,Zolling,1,1.0,48.45533819556414,11.799472712633355,,,,,16.019,,,,16.019,16.019
UK.CAED/EW_EA-413.FACILITY,UK.CAED/EW_EA-413,Thames Enterprise Park,United Kingdom,4(b),51.514957,0.52444022,804000.0,2012,no_match,,,,,0,,,,,,,,,,,,,
HU.EEA/100327295.FACILITY,HU.EEA/100327295,AES Tisza Erőmű Kft.,Hungary,1(c),47.916826,21.075933,101000.0,2012,spatial_nearest,0.0,HU.OKIR/100327295T1; HU.OKIR/100327295T2; HU.OKIR/100327295T3; HU.OKIR/100327295T4,HU.OKIR/100327295T1.PART,Tiszaújváros,4,4.0,47.916826,21.075933,,,,,,,,,,
NO.EEA/1438.0002.01.FACILITY,NO.EEA/1438.0002.01,Elkem Bremanger,Norway,2(e)(i),61.77319,5.29649,319000.0,2017,no_match,,,,,0,,,,,,,,,,,,,
UK.CAED/P0125_06A.FACILITY,UK.CAED/P0125_06A,EP  Ballylumford Ltd,United Kingdom,1(c),54.845,-5.7864,1140000.0,2019,spatial_nearest,0.0,UK.CAED/UK0016; UK.CAED/UK0017; UK.CAED/UK0018; UK.CAED/UK0019; UK.CAED/UK0020; UK.CAED/UK0021; UK.CAED/UK0022,UK.CAED/UK0016.PART,Larne,7,7.0,54.84500000000001,-5.7864,19934.8,,,,0.017,,,,19934.817,19934.817
SE.CAED/10014121.Facility,SE.CAED/10014121.Facility,Igelsta kraftvärmeverk,Sweden,1(c),59.17748,17.66523,493218.496,2024,spatial_nearest,0.016,SE.CAED/10000106.Part,SE.CAED/10000106.Part,SÖDERTÄLJE,1,1.0,59.17758,17.66543,,,,,,,,35.64,,35.64
PL.MŚ/000000629.FACILITY,PL.MŚ/000000629,Zaklady Wapiennicze Lhoist S.A. Jednostka Produkcyjna w Częstochowie,Poland,3(c),50.763069152832,19.0974597930908,133000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
SE.CAED/10017666.Facility,SE.CAED/10017666.Facility,Sysavs avfallsförbränningsanläggning,Sweden,5(b),55.63196,13.04528,533851.0,2024,spatial_nearest,0.723,SE.CAED/10000077.Part,SE.CAED/10000077.Part,MALMÖ,1,1.0,55.62614,13.04014,,,,,,,,,,
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001294.ProductionFacility,http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001294.ProductionFacility,"UPM Communication Papers Oy, Jämsänkosken paperitehdas",Finland,6(b),61.91536,25.16002,238000.0,2024,spatial_nearest,0.0,http://paikkatiedot.fi/so/1002031/pf/ProductionInstallationPart/0000011781.ProductionInstallationPart; http://paikkatiedot.fi/so/1002031/pf/ProductionInstallationPart/1900003014.ProductionInstallationPart,http://paikkatiedot.fi/so/1002031/pf/ProductionInstallationPart/0000011781.ProductionInstallationPart,Jämsä,2,2.0,61.91536,25.16002,,,,,3.9,229.0,,1930.0,232.9,2162.9
HU.OKIR/100401517.FACILITY,HU.OKIR/100401517,Duna-Dráva Cement Kft.,Hungary,3(c),47.811315,19.104605,445495.0,2024,no_match,,,,,0,,,,,,,,,,,,,
LV.EEA/310231.FACILITY,LV.EEA/310231,"'CEMEX' SIA, cementa ražotne",Latvia,3(c),56.690591,22.566302,141000.0,2009,no_match,,,,,0,,,,,,,,,,,,,
ES.CAED/000768000.FACILITY,ES.CAED/000768000,"FORESTAL DEL ATLANTICO, SA",Spain,4(a)(ii),43.45918,-8.234449,108000.0,2022,no_match,,,,,0,,,,,,,,,,,,,
IT.CAED/520221001.FACILITY,IT.CAED/520221001,Impianto Termoelettrico di Santa Barbara,Italy,1(c),43.5643,11.4777,521576.2318,2024,id_direct,0.0,IT.CAED/520221001,IT.CAED/520221001.PART,CAVRIGLIA,1,1.0,43.5642,11.4777,9240.923,,,,,,,,9240.923,9240.923
NL.EEA/114002.FACILITY,NL.EEA/114002,Nuon Power Generation BV (HWC Hogering),Netherlands,1(c),52.38831,5.21568,375000.0,2009,spatial_nearest,0.034,NL.RIVM/114002001; NL.RIVM/203155001,NL.RIVM/114002001.PART,Almere,2,2.0,52.38827,5.2152650000000005,265.760651,,,,,,,,265.760651,265.760651
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-112000-100-0431367,https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-112000-100-0431367,thyssenkrupp Steel Europe AG Kraftwerk Ruhrort,Germany,1(c),51.4603,6.73103,2072000.0,2024,spatial_nearest,0.0,https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/avn-2017-112000-100-0431367-0130-0130; https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/avn-2017-112000-100-0431367-0130-0131; https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/avn-2017-112000-100-0431367-0130-0132,https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/avn-2017-112000-100-0431367-0130-0130,Duisburg,3,3.0,51.4603,6.73103,100.576,,,,,,9094.271,,100.576,9194.847
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001172.ProductionFacility,http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001172.ProductionFacility,"Helen Oy, Hanasaari B -voimalaitos",Finland,1(c),60.18363,24.97122,398000.0,2023,spatial_nearest,0.007,http://paikkatiedot.fi/so/1002031/pf/ProductionInstallationPart/0100000476.ProductionInstallationPart; http://paikkatiedot.fi/so/1002031/pf/ProductionInstallationPart/1900026138.ProductionInstallationPart,http://paikkatiedot.fi/so/1002031/pf/ProductionInstallationPart/0100000476.ProductionInstallationPart,Helsinki,2,2.0,60.184195,24.970705000000002,,13700.0,,,388.0,,,363.0,14088.0,14451.0
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-570020-500-0055819,https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-570020-500-0055819,Heidelberg Materials AG Zementwerk Ennigerloh,Germany,3(c)(i),51.85617,8.02882,350080.298,2024,no_match,,,,,0,,,,,,,,,,,,,
ES.CAED/003521000.FACILITY,ES.CAED/003521000,CENTRAL TERMICA LA ROBLA,Spain,1(c),42.794558,-5.631351,333000.0,2020,id_direct,0.0,ES.CAED/003521000; ES.CAED/003521001,ES.CAED/003521000.PART,ROBLA (LA),2,2.0,42.794558,-5.631351,,3185.8,,296.1,20.23,,,,3502.13,3502.13
https://registry.gdi-de.org/id/de.sn.sax4inspire.pf/70015926,https://registry.gdi-de.org/id/de.sn.sax4inspire.pf/70015926,EVC Dresden-Wilschdorf /Reichenberg ,Germany,1(c),51.12741,13.71283,129000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
IT.CAED/670123158.FACILITY,IT.CAED/670123158,ITALSACCI S.p.A.,Italy,3(c),42.463755,13.258717,166877.0,2024,no_match,,,,,0,,,,,,,,,,,,,
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000016248.ProductionFacility,http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000016248.ProductionFacility,"Kymin Voima Oy, Energiantuotanto",Finland,1(c),60.90683,26.66629,23900.0,2024,spatial_nearest,0.0,http://paikkatiedot.fi/so/1002031/pf/ProductionInstallationPart/0400000404.ProductionInstallationPart,http://paikkatiedot.fi/so/1002031/pf/ProductionInstallationPart/0400000404.ProductionInstallationPart,Kouvola,1,1.0,60.90683,26.66629,30.0,,,,,213.0,,3150.0,243.0,3393.0
HU.OKIR/100329299.FACILITY,HU.OKIR/100329299,Duna-Dráva Cement Kft.,Hungary,3(c),45.811201,18.398833,206721.0,2024,no_match,,,,,0,,,,,,,,,,,,,
ES.EEA/516.FACILITY,ES.EEA/516,"GENFIBRE, S.A.",Spain,1(c),42.6825,-2.9233,215000.0,2009,no_match,,,,,0,,,,,,,,,,,,,
CZ.MZP.C317/CZ80135653.FACILITY,CZ.MZP.C317/CZ80135653,C-Energy Planá s.r.o.,Czechia,1(c),49.36673727,14.70002942,152.234,2021,spatial_nearest,0.0,CZ.CHMI.0008/CZ0008,CZ.CHMI.0008/CZ0008.PART,Planá nad Lužnicí,1,1.0,49.36673726944444,14.700029419444444,97.657633,,1024.828579,,,,,408.57428,1122.486212,1531.060492
SE.CAED/10014984.Facility,SE.CAED/10014984.Facility,Gärstadverket,Sweden,5(b),58.43668,15.65453,536659.0,2023,no_match,,,,,0,,,,,,,,,,,,,
GB.EEA/EW_EA-12958.FACILITY,GB.EEA/EW_EA-12958,Portland Burn Surface Mine,United Kingdom,3(b),55.1802,-1.60899,308000.0,2015,no_match,,,,,0,,,,,,,,,,,,,
NL.RIVM/000052612.FACILITY,NL.RIVM/000052612,Cargill Benelux BV,Netherlands,8(b)(ii),51.23582,3.8026,182000.0,2018,spatial_nearest,0.26,NL.RIVM/052612001,NL.RIVM/052612001.PART,Sas Van Gent,1,1.0,51.23364,3.80123,605.496321,,,,,,,,605.496321,605.496321
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002779.ProductionFacility,http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002779.ProductionFacility,"Finnsementti Oy, Parainen / Sementtitehdas",Finland,3(c)(i),60.28625,22.29048,232000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
FR.CAED/13901.FACILITY,FR.CAED/13901,TOTALENERGIES - CENTRALE ELECTRIQUE PONT-SUR-SAMBRE,France,1(c),50.2323,3.86174,120000.0,2024,id_direct,0.0,FR.CAED/13901,FR.CAED/13901.A.INSTALLATIONPART,PONT SUR SAMBRE,1,1.0,50.2323,3.86174,2150.63501,,,,0.48324,,,,2151.11825,2151.11825
IT.CAED/340112001.FACILITY,IT.CAED/340112001,STABILIMENTO DI DUINO,Italy,6(b),45.7933,13.5831,152041.4,2022,id_direct,0.0,IT.CAED/340112001; IT.CAED/340112002,IT.CAED/340112001.PART,DUINO-AURISINA,2,2.0,45.7923,13.5834,,,,,,,,,,
AT.CAED/9008391215585.FACILITY,AT.CAED/9008391215585,WIEN ENERGIE Bundesforste Biomasse Kraftwerk GmbH & Co KG,Austria,1(c),48.183333,16.433333,169000.0,2024,spatial_nearest,0.0,AT.CAED/9008390391853,AT.CAED/9008390391853.PART,"Wien,Simmering",1,1.0,48.183333,16.433333,7.167106,,,,,,,1654.393745,7.167106,1661.5608510000002
CZ.MZP.T806/CZ78824241.FACILITY,CZ.MZP.T806/CZ78824241,Koksovna Svoboda,Czechia,1(d),49.85923962,18.27581868,116582.0,2022,spatial_nearest,0.216,CZ.CHMI.0038/CZ0038,CZ.CHMI.0038/CZ0038.PART,Moravská Ostrava a Přívoz,1,1.0,49.86115,18.27635,104.737868,608.372398,,,,,1815.915951,,713.110266,2529.026217
PL.MŚ/000000130.FACILITY,PL.MŚ/000000130,TAURON Wytwarzanie Spółka Akcyjna - Elektrownia Jaworzno III w Jaworznie - Elektrownia III,Poland,1(c),50.2038879394531,19.2105560302734,1200000.0,2024,spatial_nearest,0.8,PL.MŚ/000000090,PL.MŚ/000000090.PART,Jaworzno,1,1.0,50.2084,19.2018,,2423.0,,,79.5,,,,2502.5,2502.5
AT.CAED/9008391215639.FACILITY,AT.CAED/9008391215639,Kirchdorfer Zementwerk Hofmann Gesellschaft m.b.H.,Austria,3(c),47.90825,14.117306,193000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
UK.CAED/EW_EA-2678.FACILITY,UK.CAED/EW_EA-2678,Crossness Sewage Treatment Works,United Kingdom,5(f),51.505299,0.14692712,110000.0,2012,no_match,,,,,0,,,,,,,,,,,,,
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001992.ProductionFacility,http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001992.ProductionFacility,"Seinäjoen Voima Oy, Seinäjoen voimalaitos",Finland,1(c),62.74109,22.81697,182000.0,2024,spatial_nearest,0.0,http://paikkatiedot.fi/so/1002031/pf/ProductionInstallationPart/0000013001.ProductionInstallationPart,http://paikkatiedot.fi/so/1002031/pf/ProductionInstallationPart/0000013001.ProductionInstallationPart,Seinäjoki,1,1.0,62.74109,22.81697,,,,,6.67,1010.0,,660.0,1016.67,1676.67
CZ.MZP.M712/CZ79386174.FACILITY,CZ.MZP.M712/CZ79386174,Teplárna Olomouc,Czechia,1(c),49.58725905,17.26642348,302616.56803778,2022,spatial_nearest,0.0,CZ.CHMI.0034/CZ0034; CZ.CHMI.0035/CZ0035,CZ.CHMI.0034/CZ0034.PART,Olomouc,2,2.0,49.58725833333333,17.26642222222222,,4.42995,2926.373604,,2.86272,,,224.894527,2933.666274,3158.560801
UK.CAED/EW_EA-1118.FACILITY,UK.CAED/EW_EA-1118,Fawley Refinery EPR/ZP3839MG,United Kingdom,4(a),50.830562,-1.354742,133000.0,2010,spatial_nearest,0.011,UK.CAED/EW_EA-1089-1; UK.CAED/EW_EA-1089-2; UK.CAED/EW_EA-1089-3; UK.CAED/EW_EA-1089-4; UK.CAED/EW_EA-1089-5; UK.CAED/EW_EA-1089-7; UK.CAED/EW_EA-1089-8; UK.CAED/EW_EA-1089-9,UK.CAED/EW_EA-1089-1.PART,Southampton,8,8.0,50.830601,-1.354595,9590.0,,,,3047.0,,22635.0,,12637.0,35272.0
https://data.gov.sk/set/data/so/b4d884b3-4442-43db-a19c-ceb6e127960f/SK37012102.NRZ.FACILITY,https://data.gov.sk/set/data/so/b4d884b3-4442-43db-a19c-ceb6e127960f/SK37012102.NRZ,"SLOVNAFT, a.s.",Slovakia,1(a),48.119024,17.18056,2250000.0,2022,spatial_nearest,0.445,https://data.gov.sk/set/data/so/9a2cec83-db6d-456c-b901-18680919f729/SK0010.NEIS,https://data.gov.sk/set/data/so/9a2cec83-db6d-456c-b901-18680919f729/SK0010.NEIS.PART,Bratislava - Ružinov,1,1.0,48.11503,17.180241,10.41291078,,,,10551.0056262,,308.84459414,,10561.41853698,10870.26313112
NO.EEA/1424.0003.01.FACILITY,NO.EEA/1424.0003.01,"Hydro Aluminium, Årdal Karbon",Norway,9(d),61.23639,7.709004,116000.0,2009,no_match,,,,,0,,,,,,,,,,,,,
ES.CAED/002578000.FACILITY,ES.CAED/002578000,CEMEX ESPAÑA OPERACIONES (ALCANAR),Spain,3(c)(i),40.578911,0.545266,592000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/16018798,https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/16018798,Uniper Kraftwerke GmbH,Germany,1(c),52.39476,12.41715,233000.0,2024,spatial_nearest,0.001,DE.EEA/DE0078; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/16018798_417_0; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/16018798_417_175; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/16018798_417_176,DE.EEA/DE0078.PART,Brandenburg a.d. Havel,4,4.0,52.39454456,12.417641347499998,12631.261,,,,,,,,12631.261,12631.261
IT.EEA/2008000002.FACILITY,IT.EEA/2008000002,Cogeneration Spinetta S.p.a - Centrale di cogenerazione Spinetta Marengo,Italy,1(c),44.885555,8.670277,110000.0,2016,no_match,,,,,0,,,,,,,,,,,,,
SE.CAED/10024325.Facility,SE.CAED/10024325.Facility,Billerud Karlsborgs bruk,Sweden,6(a),65.79194,23.28767,743594.573,2024,spatial_nearest,0.016,SE.CAED/10000033.Part,SE.CAED/10000033.Part,KARLSBORGSVERKEN,1,1.0,65.79203,23.28794,,,,,147.6,,0.04,6458.4,147.6,6606.04
FR.CAED/7624.FACILITY,FR.CAED/7624,KEM ONE,France,4(a)(vi),43.45583,4.93172,116000.0,2024,id_direct,0.0,FR.CAED/7624,FR.CAED/7624.A.INSTALLATIONPART,FOS SUR MER,1,1.0,43.45583,4.93172,647.901367,,,,,,285.962189,,647.901367,933.863556
UK.CAED/BEISOffsh-Harding.FACILITY,UK.CAED/BEISOffsh-Harding,Harding,United Kingdom,1(c),59.27889,1.51466,105000.0,2013,no_match,,,,,0,,,,,,,,,,,,,
NL.EEA/202219.FACILITY,NL.EEA/202219,Air Products Nederland BV (Europoort),Netherlands,1(c),51.95975,4.09357,117000.0,2009,spatial_nearest,0.307,NL.RIVM/204654001,NL.RIVM/204654001.PART,Europoort Rotterdam,1,1.0,51.95705,4.09264,11640.920656,,,,,,,,11640.920656,11640.920656
NL.RIVM/000010689.FACILITY,NL.RIVM/000010689,Air Products Nederland BV (Botlek),Netherlands,4(b)(i),51.87894,4.25934,104000.0,2024,spatial_nearest,0.045,NL.RIVM/010689001; NL.RIVM/010689002; NL.RIVM/010689003,NL.RIVM/010689001.PART,Botlek Rotterdam,3,3.0,51.87867,4.2587633333333335,1215.890834,,,,452.8318,,,,1668.722634,1668.722634
IT.EEA/2007002020.FACILITY,IT.EEA/2007002020,IMPIANTO TERMOELETTRICO DI PORTO MARGHERA - VB DI FUSINA,Italy,1(c),45.459444,12.231944,315000.0,2009,spatial_nearest,0.561,IT.CAED/301751002,IT.CAED/301751002.PART,VENEZIA,1,1.0,45.4618,12.2383,435.47874,,,,,,,,435.47874,435.47874
