eprtr_facility_id,eprtr_base_id,eprtr_facility_name,eprtr_country,eprtr_activity,eprtr_lat,eprtr_lon,eprtr_co2_t,eprtr_co2_year,match_method,match_km,lcp_base_id,lcp_inspire_id,lcp_city,lcp_n_base_ids,lcp_n_parts,lcp_lat,lcp_lon,lcp_NaturalGas_TJ,lcp_Coal_TJ,lcp_Lignite_TJ,lcp_OtherSolidFuels_TJ,lcp_LiquidFuels_TJ,lcp_Peat_TJ,lcp_OtherGases_TJ,lcp_Biomass_TJ,lcp_substitutable_thermal_TJ,lcp_total_TJ
NL.RIVM/000203411.FACILITY,NL.RIVM/000203411,Pergen VOF,Netherlands,1(c),51.88581,4.36753,1030000.0,2024,spatial_nearest,0.03,NL.RIVM/203411001; NL.RIVM/203411002; NL.RIVM/203411003; NL.RIVM/203411004,NL.RIVM/203411001.PART,Pernis Rotterdam,4,4.0,51.88557,4.3675375,18349.200965,,,,,,,,18349.200965,18349.200965
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-362040-300-0420058,https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-362040-300-0420058,Evonik Operations GmbH - Werk Wesseling,Germany,4(a)(iii),50.83174,6.97511,106000.0,2021,spatial_nearest,0.084,https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/anl-2017-362040-300-0420058-0014g,https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/anl-2017-362040-300-0420058-0014g,Wesseling,1,1.0,50.83216,6.9761,463.68,,,,33.0,,,,496.68,496.68
NO.EEA/1146.0004.01.FACILITY,NO.EEA/1146.0004.01,Gassco Kårstø,Norway,1(a),59.27473,5.512849,1210000.0,2017,no_match,,,,,0,,,,,,,,,,,,,
CZ.MZP.T806/CZ01171445.FACILITY,CZ.MZP.T806/CZ01171445,Provoz 46 - Teplárna,Czechia,1(c),49.79442884,18.31420993,1784768.0,2022,spatial_nearest,0.0,CZ.CHMI.0004/CZ0004; CZ.CHMI.0005/CZ0005,CZ.CHMI.0004/CZ0004.PART,Slezská Ostrava,2,2.0,49.79442883888889,18.314209930555556,17.096842,8829.545273,,,,,6063.6205979999995,,8846.642115,14910.262713
DE.EEA/06-02-B98201B001.FACILITY,DE.EEA/06-02-B98201B001,"Stadtreinigung Hamburg AöR, MVA Stellinger Moor",Germany,5(b),53.5842167933776,9.91114574128645,153000.0,2014,no_match,,,,,0,,,,,,,,,,,,,
GB.EEA/EW_EA-1265.FACILITY,GB.EEA/EW_EA-1265,"Hanson Aggregates (North) Ltd, Batts Combe Quarry",United Kingdom,3(c),51.2862,-2.77714,127000.0,2008,no_match,,,,,0,,,,,,,,,,,,,
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001560.ProductionFacility,http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001560.ProductionFacility,"UPM-Kymmene Oyj, Kymi",Finland,6(a),60.91123,26.66421,72500.0,2024,spatial_nearest,0.0,http://paikkatiedot.fi/so/1002031/pf/ProductionInstallationPart/1900026212.ProductionInstallationPart,http://paikkatiedot.fi/so/1002031/pf/ProductionInstallationPart/1900026212.ProductionInstallationPart,Kouvola,1,1.0,60.91123,26.66421,178.0,,,,,,,,178.0,178.0
PL.MŚ/000000125.FACILITY,PL.MŚ/000000125,Zakład Wytwarzania Katowice,Poland,1(c),50.2848739624023,19.0505275726318,482000.0,2024,id_direct,0.0,PL.MŚ/000000079; PL.MŚ/000000125,PL.MŚ/000000079.PART,Katowice,2,2.0,51.8291,16.8637,101.7,941.8,,,0.599,,,,1044.099,1044.099
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00998,https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00998,"UPM GmbH, Werk Augsburg",Germany,6(b),48.379884506096595,10.901461334946028,121000.0,2015,spatial_nearest,0.0,https://registry.gdi-de.org/id/de.by.inspire.pf.ied/A01272g,https://registry.gdi-de.org/id/de.by.inspire.pf.ied/A01272g,Augsburg,1,1.0,48.379884506096595,10.901461334946028,702.8,,,,0.3,,,,703.0999999999999,703.0999999999999
ES.CAED/003036000.FACILITY,ES.CAED/003036000,CEMENTOS PORTLAND VALDERRIVAS (SANTA MARGARIDA I ELS MONJOS),Spain,3(c)(i),41.314665,1.663019,928000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
IT.EEA/2007001003.FACILITY,IT.EEA/2007001003,CENTRALE BG ITALIA POWER DI MELFI,Italy,1(c),41.066111,15.711111,288000.0,2011,no_match,,,,,0,,,,,,,,,,,,,
HU.OKIR/100376880.FACILITY,HU.OKIR/100376880,Zoltek Zrt.,Hungary,4(a)(viii),47.760262,18.573961,115000.0,2015,spatial_nearest,0.0,HU.OKIR/100376880T11,HU.OKIR/100376880T11.PART,Nyergesújfalu,1,1.0,47.760262,18.573961,264.0,,,,,,,,264.0,264.0
UK.CAED/BEISOffsh-Pierce-FPSO.FACILITY,UK.CAED/BEISOffsh-Pierce-FPSO,Pierce FPSO,United Kingdom,1(c),57.16741,2.09383,136000.0,2019,no_match,,,,,0,,,,,,,,,,,,,
IT.CAED/340741001.FACILITY,IT.CAED/340741001,Centrale Termoelettrica di Monfalcone,Italy,1(c),45.7969,13.5455,305627.0,2023,id_direct,0.0,IT.CAED/340741001; IT.CAED/340741004; IT.CAED/340741005; IT.CAED/340741006,IT.CAED/340741001.PART,MONFALCONE,4,4.0,45.7968,13.54565,,,,,,,,,,
https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/100064,https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/100064,Ravapor GmbH ,Germany,4(a)(viii),51.39173,11.94965,175000.0,2017,spatial_nearest,0.726,https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/101553g7d,https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/101553g7d,Schkopau,1,1.0,51.39824,11.95036,,,40634.4,28.65,134.2,,,,40797.25,40797.25
IT.CAED/291211001.FACILITY,IT.CAED/291211001,Centrale Termoelettrica di Piacenza,Italy,1(c),45.0545,9.7104,245709.2101,2024,id_direct,0.0,IT.CAED/291211001; IT.CAED/291211003,IT.CAED/291211001.PART,PIACENZA,2,2.0,45.0544,9.7104,4375.466679,,,,,,,,4375.466679,4375.466679
RO.CAED/105PH0001.FACILITY,RO.CAED/105PH0001,SC PETROTEL LUKOIL SA,Romania,1(a),44.946413,26.079463,441000.0,2024,spatial_nearest,0.27,RO.CAED/103PH0211,RO.CAED/103PH0211.PART,PLOIESTI,1,1.0,44.948781,26.078719,,,,,,,,,,
NO.EEA/0805.0003.01.FACILITY,NO.EEA/0805.0003.01,RHI Normag AS,Norway,3(c)(ii),59.1219063,9.625256,138000.0,2015,no_match,,,,,0,,,,,,,,,,,,,
SE.CAED/10019386.Facility,SE.CAED/10019386.Facility,Sävenäs,Sweden,5(b),57.73201,12.05243,569634.0,2024,no_match,,,,,0,,,,,,,,,,,,,
FR.CAED/6402.FACILITY,FR.CAED/6402,TOTALENERGIES - CENTRALE ELECTRIQUE TOUL,France,1(c),48.6937,5.91212,184000.0,2024,id_direct,0.0,FR.CAED/6402,FR.CAED/6402.A.INSTALLATIONPART,TOUL,1,1.0,48.6937,5.91212,3323.815674,,,,0.259903,,,,3324.075577,3324.075577
IT.EEA/2007000059.FACILITY,IT.EEA/2007000059,Termica Cologno Srl - Centrale Termoelettrica,Italy,1(c),45.540222,9.291944,155000.0,2012,spatial_nearest,0.066,IT.CAED/200932007,IT.CAED/200932007.PART,MILANO,1,1.0,45.5402,9.2911,,,,,,,,,,
ES.CAED/003589000.FACILITY,ES.CAED/003589000,CENTRAL TÉRMICA DE ESCOMBRERAS,Spain,1(c),37.564802,-0.952502,298000.0,2024,id_direct,0.0,ES.CAED/003589000; ES.CAED/003589001; ES.EEA/ES0133; ES.EEA/ES0134,ES.CAED/003589000.PART,CARTAGENA,4,4.0,37.564802,-0.952502,5351.4441,,,,,,,,5351.4441,5351.4441
AT.CAED/9008390973059.FACILITY,AT.CAED/9008390973059,Mondi Frantschach GmbH,Austria,6(b),46.862222,14.86525,904000.0,2024,spatial_nearest,0.0,AT.EEA/AT0075,AT.EEA/AT0075.PART,Frantschach,1,1.0,46.86222,14.86525,,,,,,,,,,
HU.OKIR/100385055.FACILITY,HU.OKIR/100385055,Veolia Energia Magyarország Zrt.,Hungary,1(c),47.723945,18.72642,113000.0,2012,no_match,,,,,0,,,,,,,,,,,,,
IT.CAED/220462001.FACILITY,IT.CAED/220462001,Unità Produttiva di Merone,Italy,3(c),45.7808,9.2406,209000.0,2013,no_match,,,,,0,,,,,,,,,,,,,
BG.CAED/015000049.FACILITY,BG.CAED/015000049,Pashabahche Bulgaria EAD,Bulgaria,3(e),43.163099,26.312134,102524.0,2022,no_match,,,,,0,,,,,,,,,,,,,
NO.EEA/1003.0009.01.FACILITY,NO.EEA/1003.0009.01,"Alcoa aluminium, Lista",Norway,2(e)(i),58.07307,6.783232,160000.0,2017,no_match,,,,,0,,,,,,,,,,,,,
IE.CAED/P0610.FACILITY,IE.CAED/P0610,Electricity Supply Board (Lough Ree Power),Ireland,1(c),53.674611,-7.984462,309094.66,2020,spatial_nearest,0.055,IE.CAED/P0610.CPU00030,IE.CAED/P0610.CPU00030.PART,Longford,1,1.0,53.6744,-7.9837,,,,,,,,,,
PT.CAED/PT.APA05770322.CI,PT.CAED/PT.APA05770322.CI,Central de Valorização Energética e Confinamento Técnico (CI),Portugal,5(b),41.2284,-8.65048,352000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
https://registry.gdi-de.org/id/de.ni.mu/06060117340,https://registry.gdi-de.org/id/de.ni.mu/06060117340,enercity AG Heizkraftwerk Linden,Germany,1(c),52.37338,9.7143,192000.0,2024,spatial_nearest,0.0,DE.EEA/DE0609; https://registry.gdi-de.org/id/de.ni.mu/06060117340-7101g,DE.EEA/DE0609.PART,Hannover,2,2.0,52.373375499999995,9.7143018415,9765.2,,,,9.4,,,,9774.6,9774.6
PT.CAED/PT.APA05765662.CI,PT.CAED/PT.APA05765662.CI,Central Termoeléctrica de Setúbal (CI),Portugal,1(c),38.508729,-8.84316,166000.0,2009,no_match,,,,,0,,,,,,,,,,,,,
FR.CAED/8288.FACILITY,FR.CAED/8288,SARP INDUSTRIES,France,5(a),48.97521,1.75086,100000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
CH.CAED/000000410.Facility,CH.CAED/000000410.Facility,Energiezentrale Forsthaus (KVA),Switzerland,5(b),46.9515,7.4139,144000.0,2022,no_match,,,,,0,,,,,,,,,,,,,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-915000-900-0302988,https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-915000-900-0302988,MHB Betriebsführungsgesellschaft mbH,Germany,5(b),51.68006,7.74479,113000.0,2021,no_match,,,,,0,,,,,,,,,,,,,
https://registry.gdi-de.org/id/de.be.pf.lisa/222276,https://registry.gdi-de.org/id/de.be.pf.lisa/222276,BEW HKW Charlottenburg ,Germany,1(c),52.52206,13.30879,102000.0,2023,id_direct,0.0,https://registry.gdi-de.org/id/de.be.pf.lisa/222276,https://registry.gdi-de.org/id/de.be.pf.lisa/222276,Berlin,1,1.0,52.52206,13.30879,898.5,,,,,,,,898.5,898.5
NL.RIVM/000101408.FACILITY,NL.RIVM/000101408,Nedmag B.V.,Netherlands,4(b)(v),53.11432,6.89667,102000.0,2007,no_match,,,,,0,,,,,,,,,,,,,
LU.CAED/000002000.FACILITY,LU.CAED/000002000,ArcelorMittal Belval & Differdange S.A.,Luxembourg,2(b),49.52597,5.89753,159000.0,2021,no_match,,,,,0,,,,,,,,,,,,,
EL.CAED/100080.FACILITY,EL.CAED/100080,"HERACLES G.C.Co, VOLOS PLANT",Greece,3(c)(i),39.35171,22.9845,1031000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
FR.CAED/10011.FACILITY,FR.CAED/10011,FIBRE EXCELLENCE SAINT-GAUDENS SAS,France,6(a),43.09995,0.72184,763000.0,2024,id_direct,0.0,FR.CAED/10011,FR.CAED/10011.A.INSTALLATIONPART,ST GAUDENS,1,1.0,43.09715,0.71934,48.096081,,,,,,,7707.536621,48.096081,7755.632702
DE.EEA/15985.FACILITY,DE.EEA/15985,RKB Raffinerie-Kraftwerks Betriebs GmbH,Germany,1(c),51.2971340669027,12.0000627886805,886000.0,2017,spatial_nearest,0.238,https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/102305g7d,https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/102305g7d,Leuna,1,1.0,51.29895,11.99824,1806.6,,,,,,,,1806.6,1806.6
FR.CAED/5469.FACILITY,FR.CAED/5469,METROPOLE DE LYON,France,5(b),45.72515,4.83773,237000.0,2024,spatial_nearest,0.643,FR.CAED/32819,FR.CAED/32819.A.INSTALLATIONPART,LYON 07,1,1.0,45.72281,4.8453,64.34037,,,,2.648016,,,538.341614,66.98838599999999,605.33
https://data.gov.sk/set/data/so/b4d884b3-4442-43db-a19c-ceb6e127960f/SK75081806.NRZ.FACILITY,https://data.gov.sk/set/data/so/b4d884b3-4442-43db-a19c-ceb6e127960f/SK75081806.NRZ,Danucem Slovensko a.s. - Cementáreň Turňa nad Bodvou,Slovakia,3(c)(i),48.592156,20.842372,431000.0,2022,no_match,,,,,0,,,,,,,,,,,,,
DK.CAED/000107307.FACILITY,DK.CAED/000107307,ROYAL UNIBREW A/S Albani Bryggerierne A/S,Denmark,8(b)(ii),55.395963210555806,10.397651300649986,2667.94,2020,spatial_nearest,0.644,DK.CAED/900000030,DK.CAED/900000030.PART,Odense C,1,1.0,55.40124497840083,10.393464493206672,847.939,,,,,,,,847.939,847.939
ES.CAED/005514000.FACILITY,ES.CAED/005514000,CENTRAL TÉRMICA CICLO COMBINADO SAN ROQUE GRUPO 2,Spain,1(c),36.199789,-5.412848,526000.0,2024,id_direct,0.0,ES.CAED/005509000; ES.CAED/005514000,ES.CAED/005509000.PART,San Roque,2,2.0,36.199789,-5.412848,9871.48884,,,,,,,,9871.48884,9871.48884
CZ.MZP.C317/CZ69801963.FACILITY,CZ.MZP.C317/CZ69801963,C-Energy Teplárna Tábor,Czechia,1(c),49.41257073,14.687532,135699.0,2022,spatial_nearest,0.0,CZ.CHMI.0093/CZ0093,CZ.CHMI.0093/CZ0093.PART,Tábor,1,1.0,49.41257073055556,14.687532,,,56.528978,,93.081749,,,,149.610727,149.610727
SE.CAED/10017901.Facility,SE.CAED/10017901.Facility,Höganäs Sweden AB,Sweden,2(b),56.20871,12.54737,141373.0,2024,no_match,,,,,0,,,,,,,,,,,,,
DK.CAED/000105037.FACILITY,DK.CAED/000105037,Skodsbøl Deponi,Denmark,5(d),54.90437475586452,9.652386149629566,58.002,2024,no_match,,,,,0,,,,,,,,,,,,,
ES.CAED/006333000.FACILITY,ES.CAED/006333000,"COMPAÑÍA ENERGÉTICA DE PATA DE MULO, S.L.",Spain,1(c),37.451988,-4.810097,195000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
https://data.gov.sk/set/data/so/b4d884b3-4442-43db-a19c-ceb6e127960f/SK47007608.NRZ.FACILITY,https://data.gov.sk/set/data/so/b4d884b3-4442-43db-a19c-ceb6e127960f/SK47007608.NRZ,"SLOVMAG, a.s. Lubeník",Slovakia,3(g),48.655945,20.180396000000002,151000.0,2008,no_match,,,,,0,,,,,,,,,,,,,
DE.EEA/06-05-100-0989335.FACILITY,DE.EEA/06-05-100-0989335,ArcelorMittal Ruhrort GmbH Werk Ruhrort,Germany,2(b),51.4608318042529,6.74917290245173,258000.0,2016,no_match,,,,,0,,,,,,,,,,,,,
https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/pf-450-3610519-00000000,https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/pf-450-3610519-00000000,Universitätsklinikum Freiburg Heizkraftwerk ,Germany,1(c),48.0085,7.8365,112000.0,2008,spatial_nearest,0.0,https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/pi-450-3610519-37000090,https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/pi-450-3610519-37000090,Freiburg im Breisgau,1,1.0,48.0085,7.8365,1383.44,,,,0.242,,,,1383.682,1383.682
CZ.MZP.J632/CZ42968796.FACILITY,CZ.MZP.J632/CZ42968796,KRONOSPAN OSB,Czechia,6(b),49.420049,15.60391911,2665.213,2022,no_match,,,,,0,,,,,,,,,,,,,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-774032-700-0038968,https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-774032-700-0038968,Heidelberg Materials AG Zementwerk Paderborn,Germany,3(c)(i),51.6989,8.74405,250000.0,2019,no_match,,,,,0,,,,,,,,,,,,,
IT.CAED/330282002.FACILITY,IT.CAED/330282002,Stabilimento di Tolmezzo,Italy,6(b),46.3939,13.0169,107120.2996,2024,id_direct,0.0,IT.CAED/330282002; IT.CAED/330282003,IT.CAED/330282002.PART,TOLMEZZO,2,2.0,46.39424444444445,13.0173722222222,1745.848008,,,,,,,,1745.848008,1745.848008
SE.CAED/10019441.Facility,SE.CAED/10019441.Facility,Sävenäs Kraftvärmeverk,Sweden,1(c),57.73024,12.03552,13633.801,2024,spatial_nearest,0.015,SE.CAED/10000052.Part; SE.CAED/10000053.Part; SE.CAED/10000054.Part,SE.CAED/10000052.Part,GÖTEBORG,3,3.0,57.73033999999999,12.0357,190.8,,,,23.4,,,988.56,214.20000000000002,1202.76
https://registry.gdi-de.org/id/de.hh/pf.bube-eureg_/4448,https://registry.gdi-de.org/id/de.hh/pf.bube-eureg_/4448,ArcelorMittal Hamburg GmbH ,Germany,2(b),53.52295,9.8984,106000.0,2007,no_match,,,,,0,,,,,,,,,,,,,
ES.CAED/000143000.FACILITY,ES.CAED/000143000,FABRICA DE VILLALUENGA (LAFARGEHOLCIM ESPAÑA SAU),Spain,3(c)(i),40.011,-3.9,526000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00044,https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00044,SWM Heizkraftwerk Süd,Germany,1(c),48.11410573021798,11.555684283934186,942000.0,2019,spatial_nearest,0.0,https://registry.gdi-de.org/id/de.by.inspire.pf.ied/A00047g,https://registry.gdi-de.org/id/de.by.inspire.pf.ied/A00047g,München,1,1.0,48.11410573021798,11.555684283934186,9030.403,,,,,,,,9030.403,9030.403
IT.CAED/120512002.FACILITY,IT.CAED/120512002,FERRERO INDUSTRIALE ITALIA S.r.l. con socio unico - Stabilimento di Alba,Italy,8(b),44.6986,8.0236,198986.0,2024,spatial_nearest,0.614,IT.CAED/120512001,IT.CAED/120512001.PART,Alba,1,1.0,44.7036,8.0269,2668.73,,,,,,,,2668.73,2668.73
ES.CAED/006531000.FACILITY,ES.CAED/006531000,ENERGYWORKS VITORIA,Spain,1(c),42.869474,-2.668048,118000.0,2024,id_direct,0.0,ES.CAED/006531000,ES.CAED/006531000.PART,VITORIA-GASTEIZ,1,1.0,42.869474,-2.668048,2819.97,,,,,,,,2819.97,2819.97
https://registry.gdi-de.org/id/de.th/5bf25e39-19d5-4254-adac-63f1b1cec499/77012924,https://registry.gdi-de.org/id/de.th/5bf25e39-19d5-4254-adac-63f1b1cec499/77012924,Biomassekraftwerk Bischofferode/Holungen ,Germany,1(c),51.49008,10.41297,100.0,2017,spatial_nearest,0.0,https://registry.gdi-de.org/id/de.th/5bf25e39-19d5-4254-adac-63f1b1cec499/77012924_677_0,https://registry.gdi-de.org/id/de.th/5bf25e39-19d5-4254-adac-63f1b1cec499/77012924_677_0,Sonnenstein,1,1.0,51.49008,10.41297,,,,,2.66,,,922.561,2.66,925.221
NO.EEA/0000.0095.01.FACILITY,NO.EEA/0000.0095.01,Troll,Norway,3(a),60.645134,3.72485,691000.0,2017,no_match,,,,,0,,,,,,,,,,,,,
IT.CAED/461002004.FACILITY,IT.CAED/461002004,CARTIERE VILLA LAGARINA SPA STABILIMENTO DI MANTOVA,Italy,6(b),45.1776,10.7984,131431.0,2021,no_match,,,,,0,,,,,,,,,,,,,
https://registry.gdi-de.org/id/de.ni.mu/08271405180,https://registry.gdi-de.org/id/de.ni.mu/08271405180,Nordzucker AG Werk Uelzen,Germany,8(b)(ii),52.97837,10.55955,182000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
IT.CAED/920142002.FACILITY,IT.CAED/920142002,Italcementi di Porto Empedocle,Italy,3(c),37.283333,13.533333,114000.0,2012,no_match,,,,,0,,,,,,,,,,,,,
https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/101086,https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/101086,CIECH Energy Deutschland GmbH ,Germany,1(c),51.86363,11.57336,335000.0,2024,spatial_nearest,0.0,https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/102352g7d,https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/102352g7d,Staßfurt,1,1.0,51.86363,11.57336,5925.272,,,,,,,,5925.272,5925.272
FR.CAED/662.FACILITY,FR.CAED/662,SMURFIT WESTROCK CELLULOSE DU PIN,France,6(a),44.62884,-0.97612,636000.0,2024,id_direct,0.0,FR.CAED/662,FR.CAED/662.A.INSTALLATIONPART,BIGANOS,1,1.0,44.6288,-0.97612,,,,,17.506439,,,5673.699219,17.506439,5691.205658
SE.CAED/10018458.Facility,SE.CAED/10018458.Facility,Kristinehedsverket,Sweden,5(b),56.69214,12.90604,93975.5,2024,no_match,,,,,0,,,,,,,,,,,,,
EL.CAED/100029.FACILITY,EL.CAED/100029,PPC S.A. SES AGIOY DHMHTRIOY,Greece,1(c),40.3921,21.92941,2730000.0,2024,id_direct,0.0,EL.CAED/100029; EL.CAED/100030; EL.CAED/100031,EL.CAED/100029.PART,"AGIOS DIMITRIOS, ELLISPONTOS",3,3.0,40.3921,21.92941,,,19599.2,,295.1,,,,19894.3,19894.3
IT.EEA/2007001005.FACILITY,IT.EEA/2007001005,Centrale BG ITALIA POWER di Sulmona,Italy,1(c),42.077222,13.901944,142000.0,2011,spatial_nearest,0.039,IT.CAED/670392001,IT.CAED/670392001.PART,Sulmona,1,1.0,42.0774927461111,13.9022411555556,396.27,,,7.62,,,,,403.89,403.89
DK.EEA/9673.FACILITY,DK.EEA/9673,Hillerød Kraftvarmeværk,Denmark,1(c),55.9074511407148,12.3112041579107,137000.0,2011,spatial_nearest,0.0,DK.CAED/900000042,DK.CAED/900000042.PART,Hillerød,1,1.0,55.907452484388045,12.311211463346929,183.87,,,,,,,,183.87,183.87
https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000001872.FACILITY,https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000001872,AIR LIQUIDE LARGE INDUSTRY,Belgium,4(b)(i),51.29134,4.32686,282000.0,2024,spatial_nearest,0.61,https://data.ied_registry.omgeving.vlaanderen.be/id/productioninstallationpart/BE.VL.LCP000028,https://data.ied_registry.omgeving.vlaanderen.be/id/productioninstallationpart/BE.VL.LCP000028.PART,Antwerpen,1,1.0,51.29636,4.32333,2617.68886,,,112.55581,,,18.18737,,2730.24467,2748.43204
ES.CAED/000112000.FACILITY,ES.CAED/000112000,BA GLASS SPAIN VILLAFRANCA,Spain,3(e),38.566875,-6.356428,116000.0,2023,no_match,,,,,0,,,,,,,,,,,,,
UK.CAED/EW_EA-1711.FACILITY,UK.CAED/EW_EA-1711,Edmonton EfW Facility EPR/YP3033BE,United Kingdom,5(b),51.616222,-0.040538506,134000.0,2019,no_match,,,,,0,,,,,,,,,,,,,
EL.CAED/100046.FACILITY,EL.CAED/100046,PPC S.A. AES CHIOS,Greece,1(c),38.33126,26.15408,107000.0,2024,id_direct,0.0,EL.CAED/100046; EL.CAED/100047,EL.CAED/100046.PART,"NORTH AEGEAN, CHIOS",2,2.0,38.33126,26.15408,,,,,1359.0,,,,1359.0,1359.0
FR.CAED/33009.FACILITY,FR.CAED/33009,BIOMASSE ENERGIE D'ALIZAY,France,1(c),49.31161,1.18239,344000.0,2024,id_direct,0.0,FR.CAED/33009,FR.CAED/33009.A.INSTALLATIONPART,ALIZAY,1,1.0,49.31161,1.18239,,,,261.92923,0.050268,,,3307.202637,261.97949800000004,3569.182135
DK.EEA/9857.FACILITY,DK.EEA/9857,FJERNVARME FYN FYNSVÆRKET A/S,Denmark,1(c),5.33467590910096,9.80973039123284,902000.0,2015,no_match,,,,,0,,,,,,,,,,,,,
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00638,https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00638,Müllheizkraftwerk Bamberg,Germany,5(b),49.91194518071083,10.853814164324552,125000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
DK.EEA/1529.FACILITY,DK.EEA/1529,DONG Energy Power A/S - Svanemølleværket,Denmark,1(c),55.7135860638732,12.5883502159674,100000.0,2015,spatial_nearest,0.138,DK.CAED/900000027; DK.CAED/900000142,DK.CAED/900000027.PART,København Ø,2,2.0,55.712432180338894,12.587546676867785,200.652,,,,,,,,200.652,200.652
ES.CAED/001987000.FACILITY,ES.CAED/001987000,CENTRAL DIESEL LAS SALINAS,Spain,1(c),28.500821,-13.862837,449000.0,2024,id_direct,0.0,ES.CAED/001987000; ES.CAED/001987001; ES.CAED/001987002; ES.CAED/001987003,ES.CAED/001987000.PART,PUERTO DEL ROSARIO,4,4.0,28.500821,-13.862837,,,,,2280.1427559999997,,,,2280.1427559999997,2280.1427559999997
NO.EEA/1263.0002.01.FACILITY,NO.EEA/1263.0002.01,Equinor avd. Mongstad raffineri,Norway,1(a),60.8149376,5.033256,2360000.0,2017,no_match,,,,,0,,,,,,,,,,,,,
PL.MŚ/000004708.FACILITY,PL.MŚ/000004708,Destylacje Wawrzyniak Przedsiębiorstwo Handlowo Produkcyjne Wojciech Wawrzyniak; Kotłownia Zbiersk Cukrownia,Poland,1(c),51.949649810791,18.1446018218994,152000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
https://data.gov.sk/set/data/so/b4d884b3-4442-43db-a19c-ceb6e127960f/SK47011610.NRZ.FACILITY,https://data.gov.sk/set/data/so/b4d884b3-4442-43db-a19c-ceb6e127960f/SK47011610.NRZ,"eustream, a.s. - Kompresorová stanica č. 3",Slovakia,1(c),48.178791,19.468952,103000.0,2013,spatial_nearest,0.319,https://data.gov.sk/set/data/so/9a2cec83-db6d-456c-b901-18680919f729/SK1000.NEIS,https://data.gov.sk/set/data/so/9a2cec83-db6d-456c-b901-18680919f729/SK1000.NEIS.PART,Veľké Zlievce,1,1.0,48.180085,19.472786,4.66018566,,,,,,,,4.66018566,4.66018566
ES.CAED/005819000.FACILITY,ES.CAED/005819000,COGENERACIÓN SIDERÚRGICA ASTURIANA S.A.,Spain,1(c),43.549466,-5.85391,194000.0,2020,no_match,,,,,0,,,,,,,,,,,,,
HU.OKIR/100392651.FACILITY,HU.OKIR/100392651,Nitrogénművek Zrt.,Hungary,4(c),47.158499,18.139487,831420.0,2024,spatial_nearest,0.021,HU.OKIR/100392651T6,HU.OKIR/100392651T6.PART,Pétfürdő,1,1.0,47.158492,18.139764,249.494,,,,,,,,249.494,249.494
PL.MŚ/000000718.FACILITY,PL.MŚ/000000718,Ciepłownia MPEC,Poland,1(c),52.6524314880371,19.0989875793457,106000.0,2024,spatial_nearest,0.033,PL.MŚ/000000274,PL.MŚ/000000274.PART,Włocławek,1,1.0,52.6521361111111,19.0989916666667,,1202.7,,,,,,,1202.7,1202.7
