Year,Month,Day,Hour,Load_MW,Solar_available_MW (1009.6 MW),Solar_used_MW,TES_charge_MW,TES_discharge_MW,"TES_usable_SOC_MWh (P_ch=782.7, P_dis=183.6 MW, E=2202.7 MWh)",Curtail_MW,Unserved_MW
2023,1,1,0,72.5773,0.0,-0.0,-0.0,0.0,0.0,0.0,72.5773
2023,1,1,1,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,1,2,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,1,3,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,1,4,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,1,5,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,1,6,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,1,7,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,1,8,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,1,9,72.5773,1.0399309160626002,1.0399309160626,0.0,0.0,-0.0,2.220446049250313e-16,71.57168680416746
2023,1,1,10,72.5773,1.928415582213171,1.928415582213171,0.0,-0.0,0.0,0.0,70.71252213199986
2023,1,1,11,72.5773,8.369929411804709,8.369929411804709,0.0,-0.0,0.0,0.0,64.48357825878485
2023,1,1,12,72.5773,64.435331129238,64.435331129238,0.0,-0.0,0.0,0.0,10.268334798026855
2023,1,1,13,72.5773,34.97398731301792,34.97398731301792,0.0,-0.0,0.0,0.0,38.75745426831166
2023,1,1,14,72.5773,24.312171319210975,24.312171319210975,0.0,-0.0,0.0,0.0,49.067430334322985
2023,1,1,15,72.5773,9.318992577920193,9.318992577920193,0.0,0.0,-0.0,0.0,63.56583417715117
2023,1,1,16,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,1,17,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,1,18,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,1,19,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,1,20,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,1,21,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,1,22,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,1,23,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,2,0,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,2,1,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,2,2,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,2,3,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,2,4,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,2,5,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,2,6,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,2,7,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,2,8,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,2,9,72.5773,0.28269966650245437,0.28269966650245437,0.0,0.0,-0.0,0.0,72.30392942249212
2023,1,2,10,72.5773,11.651264826565441,11.651264826565441,0.0,0.0,-0.0,0.0,61.31052691271121
2023,1,2,11,72.5773,21.969802653905028,21.969802653905028,0.0,0.0,-0.0,0.0,51.33250083367383
2023,1,2,12,72.5773,65.40458712867499,65.40458712867499,0.0,0.0,-0.0,0.0,9.33106424657128
2023,1,2,13,72.5773,70.12971012593029,70.12971012593029,0.0,0.0,-0.0,0.0,4.761870308225408
2023,1,2,14,72.5773,168.5596761520884,168.5596761520884,93.505591353743,0.0,90.25048074575527,0.0,0.0
2023,1,2,15,72.5773,219.3749412059046,219.3749412059046,144.3208564075592,0.0,229.54724881972078,0.0,0.0
2023,1,2,16,72.5773,87.93978911558492,87.93978911558492,12.88570431723952,0.0,241.98437683037602,0.0,0.0
2023,1,2,17,72.5773,0.0,-0.0,0.0,63.0450235287149,177.97185395973656,0.0,11.612762247732688
2023,1,2,18,72.5773,0.0,-0.0,0.0,75.0540847983454,101.76597678212312,0.0,0.0
2023,1,2,19,72.5773,0.0,-0.0,0.0,75.0540847983454,25.560099604509674,0.0,0.0
2023,1,2,20,72.5773,0.0,-0.0,0.0,0.0,25.560099604509674,0.0,72.5773
2023,1,2,21,72.5773,0.0,-0.0,0.0,0.0,25.560099604509674,0.0,72.5773
2023,1,2,22,72.5773,0.0,-0.0,0.0,0.0,25.560099604509674,0.0,72.5773
2023,1,2,23,72.5773,0.0,-0.0,0.0,0.0,25.560099604509674,0.0,72.5773
2023,1,3,0,72.5773,0.0,-0.0,0.0,0.0,25.560099604509674,0.0,72.5773
2023,1,3,1,72.5773,0.0,-0.0,0.0,0.0,25.560099604509674,0.0,72.5773
2023,1,3,2,72.5773,0.0,-0.0,0.0,0.0,25.560099604509674,0.0,72.5773
2023,1,3,3,72.5773,0.0,-0.0,0.0,0.0,25.560099604509674,0.0,72.5773
2023,1,3,4,72.5773,0.0,-0.0,0.0,0.0,25.560099604509674,0.0,72.5773
2023,1,3,5,72.5773,0.0,-0.0,0.0,0.0,25.560099604509674,0.0,72.5773
2023,1,3,6,72.5773,0.0,-0.0,0.0,0.0,25.560099604509674,0.0,72.5773
2023,1,3,7,72.5773,0.0,-0.0,0.0,0.0,25.560099604509674,0.0,72.5773
2023,1,3,8,72.5773,0.0,-0.0,0.0,0.0,25.560099604509674,0.0,72.5773
2023,1,3,9,72.5773,178.4238752296919,178.4238752296919,103.36979043134652,0.0,125.33138756656962,0.0,0.0
2023,1,3,10,72.5773,326.37676497708355,326.37676497708355,251.32268017873815,0.0,367.9050388323435,0.0,0.0
2023,1,3,11,72.5773,372.15391811715955,372.15391811715955,297.09983331881415,0.0,654.6622519391874,0.0,0.0
2023,1,3,12,72.5773,297.8039058270141,297.8039058270141,222.7498210286687,0.0,869.6577205825026,0.0,0.0
2023,1,3,13,72.5773,272.5022856750444,272.5022856750444,197.44820087669902,0.0,1060.2323674407007,0.0,0.0
2023,1,3,14,72.5773,239.1740142777372,239.1740142777372,164.1199294793918,0.0,1218.6389645332674,0.0,0.0
2023,1,3,15,72.5773,178.8580211461064,178.8580211461064,103.80393634776101,0.0,1318.8292849521351,0.0,0.0
2023,1,3,16,72.5773,45.837731640040715,45.837731640040715,0.0,29.216353158304678,1289.1645728136607,0.0,0.0
2023,1,3,17,72.5773,0.0,-0.0,0.0,75.0540847983454,1212.9586956360472,0.0,0.0
2023,1,3,18,72.5773,0.0,-0.0,0.0,75.0540847983454,1136.7528184584337,0.0,0.0
2023,1,3,19,72.5773,0.0,-0.0,0.0,75.0540847983454,1060.5469412808202,0.0,0.0
2023,1,3,20,72.5773,0.0,-0.0,0.0,75.0540847983454,984.3410641032067,0.0,0.0
2023,1,3,21,72.5773,0.0,-0.0,0.0,75.0540847983454,908.1351869255932,0.0,0.0
2023,1,3,22,72.5773,0.0,-0.0,0.0,75.0540847983454,831.9293097479797,0.0,0.0
2023,1,3,23,72.5773,0.0,-0.0,0.0,75.0540847983454,755.7234325703662,0.0,0.0
2023,1,4,0,72.5773,0.0,-0.0,0.0,75.0540847983454,679.5175553927527,0.0,0.0
2023,1,4,1,72.5773,0.0,-0.0,0.0,75.0540847983454,603.3116782151392,0.0,0.0
2023,1,4,2,72.5773,0.0,-0.0,0.0,75.0540847983454,527.1058010375257,0.0,0.0
2023,1,4,3,72.5773,0.0,-0.0,0.0,75.0540847983454,450.89992385991224,0.0,0.0
2023,1,4,4,72.5773,0.0,-0.0,0.0,75.0540847983454,374.6940466822988,0.0,0.0
2023,1,4,5,72.5773,0.0,-0.0,0.0,75.0540847983454,298.48816950468535,0.0,0.0
2023,1,4,6,72.5773,0.0,-0.0,0.0,75.0540847983454,222.2822923270719,0.0,0.0
2023,1,4,7,72.5773,0.0,-0.0,0.0,75.0540847983454,146.07641514945846,0.0,0.0
2023,1,4,8,72.5773,0.0,-0.0,0.0,75.0540847983454,69.87053797184501,0.0,0.0
2023,1,4,9,72.5773,6.2395854963756,6.2395854963756,0.0,68.8144993019698,-0.0,0.0,0.0
2023,1,4,10,72.5773,15.053757241255695,15.053757241255695,0.0,0.0,0.0,0.0,58.020316747705735
2023,1,4,11,72.5773,16.73985882360952,16.73985882360952,0.0,-0.0,0.0,0.0,56.38985651756959
2023,1,4,12,72.5773,13.700837408708237,13.700837408708237,0.0,-0.0,0.0,0.0,59.32859022577913
2023,1,4,13,72.5773,5.058304747061773,5.058304747061773,0.0,-0.0,0.0,0.0,67.68591930959126
2023,1,4,14,72.5773,1.433691165833775,1.433691165833775,0.0,0.0,-0.0,0.0,71.19092064263873
2023,1,4,15,72.5773,0.23221758319844468,0.23221758319844468,0.0,-0.0,0.0,0.0,72.3527455970471
2023,1,4,16,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,4,17,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,4,18,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,4,19,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,4,20,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,4,21,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,4,22,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,4,23,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,5,0,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,5,1,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,5,2,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,5,3,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,5,4,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,5,5,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,5,6,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,5,7,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,5,8,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,5,9,72.5773,13.236402242311346,13.236402242311346,0.0,0.0,-0.0,0.0,59.777699031684925
2023,1,5,10,72.5773,49.038295721515034,49.038295721515034,0.0,0.0,-0.0,0.0,25.15726803729496
2023,1,5,11,72.5773,98.54102660942685,98.54102660942685,23.486941811081458,0.0,22.669315909447274,0.0,0.0
2023,1,5,12,72.5773,104.00318802292081,104.00318802292081,28.949103224575417,0.0,50.61064482198659,0.0,0.0
2023,1,5,13,72.5773,81.46798603601087,81.46798603601087,6.413901237665477,0.0,56.80126574395066,0.0,0.0
2023,1,5,14,72.5773,15.346553324418952,15.346553324418952,0.0,55.94275892742022,-0.0,0.0,3.640535052471514
2023,1,5,15,72.5773,2.948153664954167,2.948153664954167,0.0,0.0,0.0,0.0,69.72643540598932
2023,1,5,16,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,5,17,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,5,18,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,5,19,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,5,20,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,5,21,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,5,22,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,5,23,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,6,0,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,6,1,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,6,2,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,6,3,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,6,4,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,6,5,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,6,6,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,6,7,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,6,8,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,6,9,72.5773,55.30817046787304,55.30817046787304,0.0,-0.0,0.0,0.0,19.094299157566766
2023,1,6,10,72.5773,145.92350999857047,145.92350999857047,70.86942520022507,0.0,68.40232334662012,0.0,0.0
2023,1,6,11,72.5773,172.83046039960766,172.83046039960766,97.77637560126227,0.0,162.77491407446027,0.0,0.0
2023,1,6,12,72.5773,62.214119463861465,62.214119463861465,0.0,12.83996533448393,149.7379045116434,0.0,0.0
2023,1,6,13,72.5773,49.3714774713215,49.3714774713215,0.0,25.682607327023895,123.66116765151709,0.0,0.0
2023,1,6,14,72.5773,54.26823955181044,54.26823955181044,0.0,20.785845246534954,102.55633939138696,0.0,0.0
2023,1,6,15,72.5773,14.92250382466527,14.92250382466527,0.0,60.13158097368013,41.501969246339144,0.0,0.0
2023,1,6,16,72.5773,0.0,-0.0,0.0,0.0,41.501969246339144,0.0,72.5773
2023,1,6,17,72.5773,0.0,-0.0,0.0,40.87469936017093,0.0,0.0,33.05146571871471
2023,1,6,18,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,6,19,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,6,20,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,6,21,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,6,22,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,6,23,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,7,0,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,7,1,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,7,2,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,7,3,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,7,4,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,7,5,72.5773,0.0,-0.0,0.0,0.0,-0.0,0.0,72.5773
2023,1,7,6,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,7,7,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,7,8,72.5773,0.0,-0.0,0.0,-0.0,0.0,0.0,72.5773
2023,1,7,9,72.5773,237.94225144511935,75.0540847983454,0.0,0.0,0.0,162.88816664677395,0.0
2023,1,7,10,72.5773,459.609079233026,75.0540847983454,0.0,0.0,-0.0,384.5549944346806,0.0
2023,1,7,11,72.5773,656.8829643684352,75.0540847983454,0.0,0.0,-0.0,581.8288795700898,0.0
2023,1,7,12,72.5773,753.1825864791641,356.08266170713046,281.02857690878506,0.0,271.24542823714296,397.09992477203366,0.0
2023,1,7,13,72.5773,737.7754546547803,737.7754546547803,662.721369856435,0.0,910.896184562043,0.0,0.0
2023,1,7,14,72.5773,497.28890621113885,497.28890621113885,422.23482141279345,0.0,1318.4321946380578,0.0,0.0
2023,1,7,15,72.5773,259.8615720157204,259.8615720157204,184.807487217375,0.0,1496.8061755445533,0.0,0.0
2023,1,7,16,72.5773,41.89003272566726,41.89003272566726,0.0,33.16405207267813,1463.1331824522679,0.0,0.0
2023,1,7,17,72.5773,0.0,0.0,0.0,75.0540847983454,1386.9273052746544,0.0,0.0
2023,1,7,18,72.5773,0.0,0.0,0.0,75.0540847983454,1310.7214280970409,0.0,0.0
2023,1,7,19,72.5773,0.0,0.0,0.0,75.0540847983454,1234.5155509194274,0.0,0.0
2023,1,7,20,72.5773,0.0,0.0,0.0,75.0540847983454,1158.3096737418139,0.0,0.0
2023,1,7,21,72.5773,0.0,0.0,0.0,75.0540847983454,1082.1037965642004,0.0,0.0
2023,1,7,22,72.5773,0.0,0.0,0.0,75.0540847983454,1005.8979193865869,0.0,0.0
2023,1,7,23,72.5773,0.0,0.0,0.0,75.0540847983454,929.6920422089734,0.0,0.0
2023,1,8,0,72.5773,0.0,0.0,0.0,75.0540847983454,853.4861650313599,0.0,0.0
2023,1,8,1,72.5773,0.0,0.0,0.0,75.0540847983454,777.2802878537464,0.0,0.0
2023,1,8,2,72.5773,0.0,0.0,0.0,75.0540847983454,701.0744106761329,0.0,0.0
2023,1,8,3,72.5773,0.0,0.0,0.0,75.0540847983454,624.8685334985194,0.0,0.0
2023,1,8,4,72.5773,0.0,0.0,0.0,75.0540847983454,548.662656320906,0.0,0.0
2023,1,8,5,72.5773,0.0,0.0,0.0,75.0540847983454,472.4567791432925,0.0,0.0
2023,1,8,6,72.5773,0.0,0.0,0.0,75.0540847983454,396.2509019656791,0.0,0.0
2023,1,8,7,72.5773,0.0,0.0,0.0,75.0540847983454,320.04502478806563,0.0,0.0
2023,1,8,8,72.5773,0.0,0.0,0.0,75.0540847983454,243.8391476104522,0.0,0.0
2023,1,8,9,72.5773,51.57249630337632,51.57249630337632,0.0,23.481588494969074,219.99720678083963,0.0,0.0
2023,1,8,10,72.5773,277.30818000558617,277.30818000558617,202.25409520724077,0.0,415.2104454864901,0.0,0.0
2023,1,8,11,72.5773,520.7125928641993,520.7125928641993,445.65850806585394,0.0,845.3547183484075,0.0,0.0
2023,1,8,12,72.5773,601.7565294004567,601.7565294004567,526.7024446021113,0.0,1353.7216314613768,0.0,0.0
2023,1,8,13,72.5773,562.9055180896906,562.9055180896906,487.85143329134524,0.0,1824.5900121604868,0.0,0.0
2023,1,8,14,72.5773,238.5884221114107,238.5884221114107,163.5343373130653,0.0,1982.431402683406,0.0,0.0
2023,1,8,15,72.5773,73.51200970729894,73.51200970729894,0.0,1.5420750910464502,1980.865662653364,0.0,0.0
2023,1,8,16,72.5773,2.614971915147703,2.614971915147703,0.0,72.4391128831977,1907.314887181728,0.0,0.0
2023,1,8,17,72.5773,0.0,-0.0,0.0,75.0540847983454,1831.1090100041145,0.0,0.0
2023,1,8,18,72.5773,0.0,-0.0,0.0,75.0540847983454,1754.903132826501,0.0,0.0
2023,1,8,19,72.5773,0.0,-0.0,0.0,75.0540847983454,1678.6972556488874,0.0,0.0
2023,1,8,20,72.5773,0.0,-0.0,0.0,75.0540847983454,1602.491378471274,0.0,0.0
2023,1,8,21,72.5773,0.0,-0.0,0.0,75.0540847983454,1526.2855012936604,0.0,0.0
2023,1,8,22,72.5773,0.0,-0.0,0.0,75.0540847983454,1450.079624116047,0.0,0.0
2023,1,8,23,72.5773,0.0,-0.0,0.0,75.0540847983454,1373.8737469384334,0.0,0.0
2023,1,9,0,72.5773,0.0,-0.0,0.0,75.0540847983454,1297.66786976082,0.0,0.0
2023,1,9,1,72.5773,0.0,-0.0,0.0,75.0540847983454,1221.4619925832064,0.0,0.0
2023,1,9,2,72.5773,0.0,-0.0,0.0,75.0540847983454,1145.256115405593,0.0,0.0
2023,1,9,3,72.5773,0.0,-0.0,0.0,75.0540847983454,1069.0502382279794,0.0,0.0
2023,1,9,4,72.5773,0.0,-0.0,0.0,75.0540847983454,992.8443610503659,0.0,0.0
