eprtr_facility_id,facility_name,country,iso3,analysis_year_grid,eprtr_activity_grid,temp_band,heat_MWh,match_method,least_cost_pathway_grid,least_cost_pathway_off,lcoh_gas_grid,lcoh_hb_grid,lcoh_hb_off,hb_savings_vs_grid_gas_EUR_MWhth,elec_grid_EUR_MWh,elec_off_hb_EUR_MWh,elec_ratio_grid_to_offhb,gas_EUR_MWh,bnef_data_source,lat,lon
NL.RIVM/000011024.FACILITY,Cabot B.V.,Netherlands,NLD,2024,4(b)(v),mid,986037.51,spatial_nearest,natural_gas,heat_battery,100.222,235.375,44.744,55.477999999999994,209.9,38.332,5.4758426380048,77.02,proxied,51.89142,4.26431
NL.RIVM/000041003.FACILITY,Shell Nederland Chemie BV (Moerdijk),Netherlands,NLD,2024,4(a)(i),mid,458035.44,spatial_nearest,natural_gas,heat_battery,100.222,235.375,44.744,55.477999999999994,209.9,38.332,5.4758426380048,77.02,proxied,51.68786,4.56212
NL.RIVM/000023301.FACILITY,Tata Steel IJmuiden BV,Netherlands,NLD,2024,2(b),high,11078.82,spatial_nearest,natural_gas,heat_battery,100.222,235.375,44.744,55.477999999999994,209.9,38.332,5.4758426380048,77.02,proxied,52.47656,4.59217
NL.RIVM/000047001.FACILITY,Slibverwerking Noord-Brabant NV,Netherlands,NLD,2024,5(c),high,1583714.65,spatial_nearest,natural_gas,heat_battery,100.222,235.375,44.744,55.477999999999994,209.9,38.332,5.4758426380048,77.02,proxied,51.68962,4.58016
NL.RIVM/000041101.FACILITY,SABIC Innovative Plastics BV,Netherlands,NLD,2024,4(a)(viii),mid,478726.97,spatial_nearest,natural_gas,heat_battery,100.222,235.375,44.744,55.477999999999994,209.9,38.332,5.4758426380048,77.02,proxied,51.51059,4.25585
NL.RIVM/000010001.FACILITY,Nobian Industrial Chemicals BV (Rotterdam),Netherlands,NLD,2024,4(b)(v),mid,515442.2,spatial_nearest,natural_gas,heat_battery,100.222,235.375,44.744,55.477999999999994,209.9,38.332,5.4758426380048,77.02,proxied,51.874,4.27863
NL.RIVM/000051501.FACILITY,Zeeland Refinery N.V.,Netherlands,NLD,2024,1(a),mid,2368613.09,spatial_nearest,natural_gas,heat_battery,100.222,235.375,44.744,55.477999999999994,209.9,38.332,5.4758426380048,77.02,proxied,51.44562,3.72705
FR.CAED/5914.FACILITY,NOVACARB,France,FRA,2024,4(b)(iv),mid,964876.39,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,48.6394,6.26553
FR.CAED/9964.FACILITY,SOC D'EXPLOITATION THERMIQUE DU MIRAIL,France,FRA,2024,5(b),high,1719.9,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,43.55826,1.39858
FR.CAED/7656.FACILITY,ARCELORMITTAL MEDITERRANEE,France,FRA,2024,2(b),high,62092.44,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,43.46551,4.93663
FR.CAED/146.FACILITY,SAICA PAPER FRANCE,France,FRA,2024,6(a),high,59084.91,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,49.36547,3.41373
FR.CAED/3936.FACILITY,LAT NITROGEN FRANCE,France,FRA,2024,4(b)(ii),mid,1025574.0,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,49.42375,1.03674
FR.CAED/662.FACILITY,SMURFIT WESTROCK CELLULOSE DU PIN,France,FRA,2024,6(a),high,4862.9,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,44.62884,-0.97612
FR.CAED/5491.FACILITY,SAVOIE DECHETS,France,FRA,2024,5(b),high,56585.0,spatial_nearest,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,45.59021,5.89551
FR.CAED/759.FACILITY,GASCOGNE PAPIER,France,FRA,2024,6(a),high,54074.39,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,44.20724,-1.2716
FR.CAED/7646.FACILITY,RHONE ENERGIES FOS-SUR-MER SAS,France,FRA,2024,1(a),mid,1909228.66,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,43.44832,4.93111
FR.CAED/8527.FACILITY,PAPREC ENERGIES SAINT OUEN,France,FRA,2024,5(b),high,591154.45,spatial_nearest,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,48.91406,2.32146
FR.CAED/788.FACILITY,RAYONIER A.M. TARTAS,France,FRA,2024,6(a),high,97750.04,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,43.83137,-0.82634
FR.CAED/5469.FACILITY,METROPOLE DE LYON,France,FRA,2024,5(b),high,18607.89,spatial_nearest,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,45.72515,4.83773
FR.CAED/6155.FACILITY,EGGER PANNEAUX ET DECORS,France,FRA,2024,6(b),high,51412.17,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,48.33671,6.65654
FR.CAED/44.FACILITY,SOLVAY FRANCE,France,FRA,2024,4(a)(vi),mid,1486721.73,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,47.03851,5.41265
FR.CAED/10011.FACILITY,FIBRE EXCELLENCE SAINT-GAUDENS SAS,France,FRA,2024,6(a),high,13360.02,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,43.09995,0.72184
FR.CAED/1260.FACILITY,STE BEARNAISE DE GESTION INDUSTRIELLE,France,FRA,2024,1(b),mid,570618.58,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,43.41473,-0.61294
FR.CAED/5938.FACILITY,SAINT-GOBAIN PAM CANALISATION,France,FRA,2024,2(b),high,117527.48,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,48.89672,6.05187
FR.CAED/6792.FACILITY,ALCEA,France,FRA,2024,5(b),high,22780.42,spatial_nearest,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,47.22358,-1.50494
FR.CAED/3839.FACILITY,TOTALENERGIES PETROCHEMICALS FRANCE,France,FRA,2024,4(a)(i),mid,165750.02,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,49.50488,0.20609
FR.CAED/5422.FACILITY,TOTALENERGIES RAFFINAGE FRANCE,France,FRA,2024,1(a),mid,236924.12,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,45.67743,4.86113
FR.CAED/6144.FACILITY,NORSKE SKOG GOLBEY,France,FRA,2024,6(b),high,89828.68,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,48.20944,6.42027
FR.CAED/7588.FACILITY,FIBRE EXCELLENCE PROVENCE,France,FRA,2024,6(a),high,58094.36,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,43.7932,4.66201
FR.CAED/791.FACILITY,LES DERIVES RESINIQUES ET TERPENIQUES,France,FRA,2024,4(a)(ii),mid,110988.71,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,43.94703,-1.29872
FR.CAED/3899.FACILITY,SYNDICAT MIXTE D ELIMINATION DES DECHETS DE L ARRONDISSEMENT DE ROUEN,France,FRA,2024,5(b),high,1025574.0,spatial_nearest,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,49.42982,1.03375
FR.CAED/9659.FACILITY,LINDE GAS SA,France,FRA,2024,4(b)(i),mid,621516.38,spatial_nearest,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,47.8265,7.54591
FR.CAED/6359.FACILITY,INEOS POLYMERS SARRALBE SAS,France,FRA,2024,4(a)(viii),mid,331143.53,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,49.0053,7.03121
FR.CAED/9481.FACILITY,ALSACHIMIE,France,FRA,2024,4(a)(ii),mid,621516.38,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,47.8265,7.54591
FR.CAED/8403.FACILITY,SUEZ RV ENERGIE,France,FRA,2024,5(b),high,17946.94,spatial_nearest,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,48.95847,2.20503
FR.CAED/7626.FACILITY,LYONDELL CHIMIE FRANCE,France,FRA,2024,4(a)(ii),mid,619278.41,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,43.42011,4.8602
FR.CAED/7615.FACILITY,NAPHTACHIMIE,France,FRA,2024,4(a)(i),mid,479407.45,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,43.38438,5.01737
FR.CAED/9469.FACILITY,BUTACHIMIE,France,FRA,2024,4(a)(iv),mid,87301.11,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,47.81907,7.53852
FR.CAED/9451.FACILITY,LAT NITROGEN OTTMARSHEIM,France,FRA,2024,4(c),mid,120518.2,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,47.79004,7.51929
FR.CAED/6253.FACILITY,HAGANIS,France,FRA,2024,5(b),high,203179.85,spatial_nearest,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,49.12578,6.1816
FR.CAED/1904.FACILITY,VERALLIA FRANCE,France,FRA,2024,3(e),high,6666.67,spatial_nearest,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,46.8017,4.8424
FR.CAED/7874.FACILITY,PETROINEOS MANUFACTURING FRANCE SAS,France,FRA,2024,1(a),mid,1813227.53,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,43.38403,5.02829
FR.CAED/3814.FACILITY,TOTALENERGIES RAFFINAGE FRANCE,France,FRA,2024,1(a),mid,4992146.97,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,49.51034,0.22592
FR.CAED/6088.FACILITY,ARKEMA FRANCE,France,FRA,2024,4(a)(ii),mid,366241.92,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,49.1401,6.70733
FR.CAED/8363.FACILITY,ENORIS,France,FRA,2024,5(b),high,63922.29,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,48.71938,2.27887
FR.CAED/5125.FACILITY,SAICA PAPER FRANCE,France,FRA,2024,6(a),high,135229.67,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,45.21534,4.81297
FR.CAED/4602.FACILITY,SYLVAMO FRANCE SA,France,FRA,2024,6(b),high,83750.11,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,45.86907,0.82809
FR.CAED/7658.FACILITY,TOTALENERGIES RAFFINAGE FRANCE,France,FRA,2024,1(a),mid,813055.78,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,43.38846,5.15267
FR.CAED/3829.FACILITY,YARA FRANCE,France,FRA,2024,4(b)(i),mid,691621.98,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,49.50521,0.20993
FR.CAED/22894.FACILITY,B + T ENERGIE FRANCE,France,FRA,2024,5(b),high,621516.38,spatial_nearest,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,47.82944,7.54777
FR.CAED/3833.FACILITY,EXXONMOBIL CHEMICAL FRANCE,France,FRA,2024,4(a)(i),mid,1564478.63,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,49.48838,0.56521
FR.CAED/771.FACILITY,EGGER PANNEAUX ET DECORS,France,FRA,2024,6(b),high,9750.0,spatial_nearest,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,43.91568,-0.91382
FR.CAED/4151.FACILITY,TEREOS STARCH & SWEETENERS LBN,France,FRA,2024,4(a)(ii),mid,128782.12,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,49.48913,0.52521
FR.CAED/3834.FACILITY,ESSO RAFFINAGE,France,FRA,2024,1(a),mid,1564478.63,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,49.48838,0.56521
FR.CAED/7945.FACILITY,EVERÉ SAS,France,FRA,2024,5(b),high,619278.41,spatial_nearest,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,43.42011,4.8602
FR.CAED/7943.FACILITY,AIR LIQUIDE HYDROGENE,France,FRA,2024,4(b)(i),mid,1813227.53,spatial_nearest,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,43.38944,5.02602
FR.CAED/7652.FACILITY,IMERYS ALUMINATES,France,FRA,2024,3(c)(iii),high,62092.44,spatial_nearest,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,43.46551,4.93663
FR.CAED/5900.FACILITY,SOLVAY OPERATIONS FRANCE,France,FRA,2024,4(b)(iv),mid,1072902.88,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,48.6196,6.35778
FR.CAED/7598.FACILITY,CHAUX DE PROVENCE - SACAM,France,FRA,2024,3(c)(iii),high,813055.78,spatial_nearest,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,43.38636,5.14736
FR.CAED/4122.FACILITY,AIR LIQUIDE HYDROGENE,France,FRA,2024,4(b)(i),mid,1564478.63,spatial_nearest,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,49.48838,0.56521
FR.CAED/9662.FACILITY,SIVOM MULHOUSE SUD ALSACE,France,FRA,2024,5(b),high,168932.73,spatial_nearest,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,47.77443,7.40237
FR.CAED/6705.FACILITY,TOTALENERGIES MARKETING SERVICES,France,FRA,2024,1(a),mid,312259.15,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,47.37229,-2.12805
FR.CAED/10790.FACILITY,VERSALIS FRANCE S.A.S.,France,FRA,2024,4(a)(i),mid,413252.67,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,51.03032,2.2455
FR.CAED/7624.FACILITY,KEM ONE,France,FRA,2024,4(a)(vi),mid,179972.6,id_direct,natural_gas,heat_battery,99.913,201.43,45.593,54.31999999999999,179.35,39.096,4.587425823613669,76.743,bnef,43.45583,4.93172
PT.CAED/PT.APA05763542.CI,"Repsol Polimeros , Lda. (CI)",Portugal,PRT,2023,4(a)(i),mid,196175.0,spatial_nearest,natural_gas,heat_battery,98.395,119.653,44.744,53.650999999999996,105.75,38.332,2.7587916101429615,70.528,proxied,37.984145,-8.83258
IE.CAED/P0266.FACILITY,Irving Oil Whitegate Refinery Limited,Ireland,IRL,2024,1(a),mid,4245911.11,spatial_nearest,natural_gas,heat_battery,98.064,286.153,44.744,53.31999999999999,255.6,38.332,6.66805801940937,75.078,proxied,51.820571,-8.24794
IE.CAED/P0035.FACILITY,Aughinish Alumina Limited,Ireland,IRL,2024,4(b)(v),mid,4196775.0,spatial_nearest,natural_gas,heat_battery,98.064,286.153,44.744,53.31999999999999,255.6,38.332,6.66805801940937,75.078,proxied,52.624625,-9.059835
IE.CAED/W0232.FACILITY,Dublin Waste to Energy Limited,Ireland,IRL,2024,5(b),high,6188.89,spatial_nearest,natural_gas,heat_battery,98.064,286.153,44.744,53.31999999999999,255.6,38.332,6.66805801940937,75.078,proxied,53.338968,-6.200382
DK.CAED/900000024.FACILITY,Spildevandscenter Avedøre (renseanlæg),Denmark,DNK,2023,5(f),high,1676.39,id_direct,natural_gas,heat_battery,97.285,141.541,44.744,52.541,125.45,38.332,3.272722529479286,69.529,proxied,55.6085262,12.45055509
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00052,Müllheizkraftwerk Burgkirchen,Germany,DEU,2024,5(b),high,851602.78,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,48.185158456956536,12.73468924808328
https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/101071,SOLVAY GmbH ,Germany,DEU,2024,4(b)(iv),mid,708638.89,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,51.8011,11.75059
https://registry.gdi-de.org/id/de.he.0945.de7.pf.eu_industrie/30001503,Thermal Conversion Compound Industriepark Höchst GmbH,Germany,DEU,2024,5(b),high,174722.22,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,50.08842,8.53683
https://registry.gdi-de.org/id/de.rp.inspire.pf.bube-eureg/4000041,Grace GmbH,Germany,DEU,2024,4(b)(v),mid,333055.56,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,49.66326,8.35773
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-314000-300-0362088,Müllverwertungsanlage Bonn GmbH,Germany,DEU,2024,5(b),high,601561.11,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,50.73361,7.0775
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00316,"Südzucker AG, Werk Plattling",Germany,DEU,2024,8(b)(ii),low,145186.11,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,48.78761959706416,12.88275016136665
https://registry.gdi-de.org/id/de.ni.mu/31000006225,EMPG - EAA Großenkneten Erdgas-Aufbereitungsanlage,Germany,DEU,2024,4(b)(v),mid,584895.63,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,52.9562,8.2275
https://registry.gdi-de.org/id/de.he.0945.de7.pf.eu_industrie/50002126,Werk Werra Standort Wintershall,Germany,DEU,2024,3(a),high,1557847.22,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,50.89359,9.99586
https://registry.gdi-de.org/id/de.mv.land.inspire.pf.bube/30005775,Vattenfall Europe New Energy Ecopower GmbH Betriebsstätte HKW Rostock ,Germany,DEU,2024,5(b),high,1586236.94,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,54.14492,12.1447
https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020136,LEIPA Georg Leinfelder Werk Schwedt Nord,Germany,DEU,2024,6(b),high,8638.89,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,53.08676,14.31884
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-358008-300-0890760,Schoellershammer GmbH,Germany,DEU,2024,6(b),high,557055.56,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,50.77652,6.48949
https://registry.gdi-de.org/id/de.rp.inspire.pf.bube-eureg/4000267,Entsorgungsgesellschaft Mainz mbH,Germany,DEU,2024,5(b),high,2149560.28,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,50.02551,8.24251
https://registry.gdi-de.org/id/de.he.0945.de7.pf.eu_industrie/50003355,EEW Energy from Waste Heringen GmbH,Germany,DEU,2024,5(b),high,1557847.22,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,50.8933,9.99811
https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/45039245,Hamburger Rieger GmbH Geschäftsfeld Kraftwerk,Germany,DEU,2024,5(b),high,51123.06,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,51.52854,14.36495
https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/100995,MVV Umwelt Asset GmbH ,Germany,DEU,2024,5(b),high,645944.44,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,51.32474,11.99576
https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490,PCK Raffinerie GmbH,Germany,DEU,2024,1(a),mid,6965080.56,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,53.08759,14.23812
https://registry.gdi-de.org/id/de.sn.sax4inspire.pf/80011248,Dow Olefinverbund GmbH Werk Böhlen ,Germany,DEU,2024,4(a)(i),mid,963036.11,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,51.19143,12.3561
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00706,Müllverbrennungsanlage Nürnberg,Germany,DEU,2024,5(b),high,454424.72,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,49.43552520642738,11.055495433051997
https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/100150,MHKW Müllheizkraftwerk Rothensee GmbH ,Germany,DEU,2024,5(b),high,992222.22,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,52.1852,11.68033
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-112000-100-0209697,thyssenkrupp Steel Europe AG Werk Bruckhausen,Germany,DEU,2024,2(b),high,79853.06,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,51.49409,6.73795
https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/pf-450-2719398-00000000,MIRO-Mineralölraffinerie Oberrhein GmbH & Co.KG Werk 2,Germany,DEU,2024,1(a),mid,128055.56,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,49.05682,8.34641
https://registry.gdi-de.org/id/de.he.0945.de7.pf.eu_industrie/50000118,"Städtische Werke, Kraftwerk Kassel ",Germany,DEU,2024,5(c),high,222373.61,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,51.27928,9.48333
https://registry.gdi-de.org/id/de.sh/10038064,YARA Brunsbüttel GmbH ,Germany,DEU,2024,4(b)(i),mid,349444.44,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,53.91069,9.2078
https://registry.gdi-de.org/id/de.he.0945.de7.pf.eu_industrie/20000115,ENTEGA AG (MHKW) ,Germany,DEU,2024,5(b),high,63533.33,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,49.88413,8.64631
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00223,"BAYERNOIL Raffineriegesellschaft mbH, Betriebsteil Vohburg",Germany,DEU,2024,1(a),mid,440277.78,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,48.765795078837954,11.598882900310576
https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/100194,"TOTALEnergies Raffinerie Mitteldeutschland GmbH (Raffinerie, BB01) ",Germany,DEU,2024,1(a),mid,1481443.75,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,51.28764,12.00012
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-112000-100-0215455,thyssenkrupp Steel Europe AG Werk Hamborn,Germany,DEU,2024,2(b),high,16772.22,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,51.48466,6.73172
https://registry.gdi-de.org/id/de.ni.mu/04247180070,Nordland Papier GmbH Papierfabrik,Germany,DEU,2024,6(b),high,1009499.72,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,52.97775,7.36236
https://registry.gdi-de.org/id/de.hh/pf.bube-eureg_/8159,"Müllverwertung Borsigstraße GmbH, (MVB) ",Germany,DEU,2024,5(b),high,2792833.33,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,53.53143,10.074
https://registry.gdi-de.org/id/de.th/5bf25e39-19d5-4254-adac-63f1b1cec499/62013494,"K+S Minerals and Agriculture GmbH, Werk Werra, Standort Unterbreizbach ",Germany,DEU,2024,3(a),high,498066.67,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,50.81219,9.97729
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-170024-100-0387357,INEOS Solvents Germany GmbH Werk Moers,Germany,DEU,2024,4(a)(ii),mid,450953.06,spatial_nearest,natural_gas,heat_battery,100.407,262.541,47.885,52.522,234.35,41.159,5.693772929371462,77.187,bnef,51.46969,6.64674
