site,load_MW,storage_technology,S_opt_MW,Heat_TES_power_MW,Heat_TES_charge_power_MW,Heat_TES_discharge_power_MW,Heat_TES_energy_MWh,TES_temp_max_C,TES_temp_min_C,TES_usable_energy_fraction_linear,TES_charge_discharge_ratio_min,TES_round_trip_efficiency,TES_electric_to_heat_efficiency,TES_max_storage_hours,TES_cost_model,TES_project_start_year,TES_process_temperature_c,TES_capex_kwh_input,TES_opex_frac_input,TES_lifetime_years_input,TES_discount_rate_input,TES_energy_capex_input_$/MWh,TES_power_capex_input_$/MW,TES_fixed_om_input_$/MWyr,TES_capex_input_includes_crf,Battery_capacity_MW,Battery_energy_MWh,LCOE_total_$perMWh,LCOE_solar_$perMWh,LCOE_batt_$perMWh,LCOE_TES_$perMWh,LCOE_unserved_$perMWh,Reliability_%,Unserved_MWh,Unserved_hours,Base_load_MW,Heat_demand_multiplier,Heat_demand_multiplier_note,source_id,eprtr_facility_name,iso3_country,eprtr_lat,eprtr_lon,eprtr_activity,process_heat_temp_band,annual_heat_demand_MWh_th,potential_mw_solar,suitable_land_adj_km2,land_feasibility_adj,overlap_n_neighbours,LCOE_total_EUR_MWh,LCOE_solar_EUR_MWh,LCOE_batt_EUR_MWh,solar_overbuilding_ratio,solar_exceeds_land
FR.CAED/10011.FACILITY,1.2506,heat_TES,9.783475946161154,3.093593795524298,12.37437518209719,3.093593795524298,37.12312554629157,1500.0,750.0,0.5,4.0,0.97,0.95,12.0,battery_params,2025,750.0,100.0,0.02,25,0.07,100000.0,0.0,0.0,False,3.093593795524298,37.12312554629157,73.55826005642145,37.703168081383936,35.85509197503751,35.85509197503751,0.0,90.00000000000004,1095.5255999999945,1040,1.2506,1.0,disabled,FR.CAED/10011.FACILITY,FIBRE EXCELLENCE SAINT-GAUDENS SAS,FRA,43.09995,0.72184,6(a),high,10955.22,10560.59,105.6059,FEASIBLE,0,67.75,34.72,33.02,7.8,False
FR.CAED/10727.FACILITY,45.5319,heat_TES,576.1276233206589,114.34624303057848,457.384972122314,114.34624303057848,1372.154916366942,1500.0,150.0,0.9,4.0,0.97,0.98,12.0,battery_params,2025,150.0,100.0,0.02,25,0.07,100000.0,0.0,0.0,False,114.34624303057848,1372.154916366942,97.383509125599,60.98261061568047,36.40089850991852,36.40089850991852,0.0,90.0000000000004,39885.94439999839,970,45.5319,1.0,disabled,FR.CAED/10727.FACILITY,TEREOS FRANCE,FRA,50.20943,2.76763,8(b)(ii),low,398859.22,25540.73,255.4073,FEASIBLE,0,89.69,56.16,33.53,12.7,False
FR.CAED/10790.FACILITY,37.74,heat_TES,496.8785797009684,105.63432069044218,422.5372827617687,105.63432069044218,1267.6118482853062,1500.0,350.0,0.7666666666666666,4.0,0.97,0.95,12.0,battery_params,2025,350.0,100.0,0.02,25,0.07,100000.0,0.0,0.0,False,105.63432069044218,1267.6118482853062,104.02328323681454,63.45289859891954,40.57038463789499,40.57038463789499,0.0,90.00000000000024,33060.23999999925,967,37.74,1.0,disabled,FR.CAED/10790.FACILITY,VERSALIS FRANCE S.A.S.,FRA,51.03032,2.2455,4(a)(i),mid,330602.13,9296.84,92.9684,FEASIBLE,0,95.81,58.44,37.37,13.2,False
FR.CAED/10838.FACILITY,46.3418,heat_TES,609.1826316360861,117.64724543060214,470.58898172240856,117.64724543060214,1411.7669451672257,1500.0,150.0,0.9,4.0,0.97,0.98,12.0,battery_params,2025,150.0,100.0,0.02,25,0.07,100000.0,0.0,0.0,False,117.64724543060214,1411.7669451672257,100.15173983507258,63.35453403247489,36.797205802597695,36.797205802597695,0.0,89.99999999999993,40595.416800000305,972,46.3418,1.0,disabled,FR.CAED/10838.FACILITY,SUCRERIES DISTILLERIES HAUTS DE FRANCE,FRA,50.55963,2.49065,8(b)(ii),low,405954.32,18301.6,183.016,FEASIBLE,1,92.24,58.35,33.89,13.1,False
FR.CAED/11135.FACILITY,201.2084,heat_TES,2661.611913610172,505.9440838909738,2190.197160143352,505.9440838909738,6071.329006691685,1500.0,150.0,0.9,4.0,0.97,0.98,12.0,battery_params,2025,150.0,100.0,0.02,25,0.07,100000.0,0.0,0.0,False,505.9440838909738,6071.329006691685,100.20021005140808,63.753159295609024,36.447050755799054,36.447050755799054,0.0,90.00000000000006,176258.55839999905,963,201.2084,1.0,disabled,FR.CAED/11135.FACILITY,ROQUETTE FRERES,FRA,50.63404,2.67593,8(b)(ii),low,1762585.7,23874.07,238.7407,FEASIBLE,1,92.28,58.72,33.57,13.2,False
FR.CAED/1260.FACILITY,52.1113,heat_TES,422.3694295043928,95.15940580932076,380.637623237283,95.15940580932076,1141.912869711849,1500.0,350.0,0.7666666666666666,4.0,0.97,0.95,12.0,battery_params,2025,350.0,100.0,0.02,25,0.07,100000.0,0.0,0.0,False,95.15940580932076,1141.912869711849,65.53111009265066,39.06282576503713,26.46828432761353,26.46828432761353,0.0,89.99999999999984,45649.49880000072,1009,52.1113,1.0,disabled,FR.CAED/1260.FACILITY,STE BEARNAISE DE GESTION INDUSTRIELLE,FRA,43.41473,-0.61294,1(b),mid,456494.87,10405.81,104.0581,FEASIBLE,0,60.35,35.98,24.38,8.1,False
FR.CAED/12675.FACILITY,29.272,heat_TES,357.11047127624255,68.45541679673887,273.8216671869555,68.45541679673887,821.4650015608665,1500.0,150.0,0.9,4.0,0.97,0.98,12.0,battery_params,2025,150.0,100.0,0.02,25,0.07,100000.0,0.0,0.0,False,68.45541679673887,821.4650015608665,92.6937544546286,58.79674380992822,33.89701064470035,33.89701064470035,0.0,90.00000000000018,25642.271999999513,968,29.272,1.0,disabled,FR.CAED/12675.FACILITY,TEREOS FRANCE,FRA,48.08478,1.88246,8(b)(ii),low,256422.72,23790.14,237.9014,FEASIBLE,0,85.37,54.15,31.22,12.2,False
FR.CAED/132.FACILITY,99.7871,heat_TES,1256.0265080291133,253.93761444942325,1015.750457797693,253.93761444942325,3047.251373393079,1500.0,150.0,0.9,4.0,0.97,0.98,12.0,battery_params,2025,150.0,100.0,0.02,25,0.07,100000.0,0.0,0.0,False,253.93761444942325,3047.251373393079,97.54925318825792,60.66350380223227,36.88574938602565,36.88574938602565,0.0,89.99999999999999,87413.49960000011,983,99.7871,1.0,disabled,FR.CAED/132.FACILITY,TEREOS FRANCE,FRA,49.83966,3.48056,8(b)(ii),low,874135.09,23035.86,230.3586,FEASIBLE,0,89.84,55.87,33.97,12.6,False
FR.CAED/146.FACILITY,5.5308,heat_TES,74.65455707307979,23.270444264903087,93.08177705961236,23.270444264903087,279.24533117883703,1500.0,750.0,0.5,4.0,0.97,0.95,12.0,battery_params,2025,750.0,100.0,0.02,25,0.07,100000.0,0.0,0.0,False,23.270444264903087,279.24533117883703,126.03857170247812,65.05361811197308,60.98495359050506,60.98495359050506,0.0,90.00000000000038,4844.980799999818,966,5.5308,1.0,disabled,FR.CAED/146.FACILITY,SAICA PAPER FRANCE,FRA,49.36547,3.41373,6(a),high,48449.63,5623.66,56.2366,FEASIBLE,1,116.08,59.91,56.17,13.5,False
FR.CAED/3437.FACILITY,72.5773,heat_TES,1009.6416660801942,183.55846321142647,782.7071854534051,183.55846321142647,2202.7015585371178,1500.0,150.0,0.9,4.0,0.97,0.98,12.0,battery_params,2025,150.0,100.0,0.02,25,0.07,100000.0,0.0,0.0,False,183.55846321142647,2202.7015585371178,103.70439907207648,67.04548612989903,36.65891294217745,36.65891294217745,0.0,89.99999999999974,63577.71480000163,972,72.5773,1.0,disabled,FR.CAED/3437.FACILITY,CRISTAL UNION,FRA,49.35335,4.15622,8(b)(ii),low,635777.18,26640.86,266.4086,FEASIBLE,0,95.51,61.75,33.76,13.9,False
