eprtr_facility_id,facility_name,country,iso3,analysis_year,temp_band,heat_MWh,least_cost_pathway_grid,least_cost_pathway_off,pathway_flip,lcoh_winner_grid,lcoh_winner_off,delta_winner_lcoh,lcoh_gas_grid,lcoh_gas_off,lcoh_hb_grid,lcoh_hb_off,lcoh_hp_grid,lcoh_hp_off,elec_grid_EUR_MWh,elec_off_hb_EUR_MWh,elec_off_hp_EUR_MWh,gas_EUR_MWh
UK.CAED/EW_EA-1433.FACILITY,Immingham CHP Power Station EPR/BJ8022IZ,United Kingdom,GBR,2019,mid,30703333.34,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/EW_EA-10358.FACILITY,Staythorpe C Power Station EPR/VP3538XX,United Kingdom,GBR,2019,mid,16638888.89,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
BG.CAED/013001002.FACILITY,Maritsa East 2 power station,Bulgaria,BGR,2017,mid,14074444.45,natural_gas,natural_gas,same,31.451,31.451,0.0,31.451,31.451,88.43,46.197,,,77.65,39.64,95.784,26.136
UK.CAED/EW_EA-2363.FACILITY,Saltend Cogeneration Plant EPR/QP3539LE,United Kingdom,GBR,2019,mid,13390741.67,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/EW_EA-17044.FACILITY,West Burton CCGT Power Station EPR/CP3035MK,United Kingdom,GBR,2019,mid,12861111.11,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/EW_EA-1023.FACILITY,Grain Power Station EPR/EP3533RY,United Kingdom,GBR,2019,mid,12126333.33,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/EW_EA-3999.FACILITY,Didcot B Power Station EPR/YP3930LZ,United Kingdom,GBR,2019,mid,11771361.11,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/100064,Ravapor GmbH ,Germany,DEU,2017,mid,11332569.45,natural_gas,natural_gas,same,40.885,40.885,0.0,40.885,40.885,170.653,47.885,,,151.65,41.159,143.427,34.626
UK.CAED/EW_EA-1362.FACILITY,South Humber Bank Power Station EPR/MP3235LY,United Kingdom,GBR,2019,mid,9769444.45,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/EW_EA-2531.FACILITY,Spalding Power Station EPR/BK0701IW,United Kingdom,GBR,2017,mid,9342222.22,natural_gas,natural_gas,same,31.698,31.698,0.0,31.698,31.698,141.597,54.322,,,125.5,46.953,147.581,26.358
ES.CAED/005717000.FACILITY,CENTRAL TERMICA DE CICLE COMBINAT (SANT ADRIÀ DE BESÒS - GRUP 3),Spain,ESP,2017,mid,8263037.78,natural_gas,natural_gas,same,35.705,35.705,0.0,35.705,35.705,118.43,36.946,,,104.65,31.314,132.762,29.965
IT.EEA/2007000629.FACILITY,ENGIE PRODUZIONE SPA,Italy,ITA,2017,mid,7983797.37,natural_gas,natural_gas,same,34.719,34.719,0.0,34.719,34.719,164.708,38.962,,,146.3,33.128,134.577,29.077
SE.CAED/10019649.Facility,"Preemraff, Lysekil",Sweden,SWE,2024,mid,7842525.0,heat_battery,heat_battery,same,101.875,44.744,-57.131,143.072,143.072,101.875,44.744,,,89.75,38.332,139.78,115.586
UK.CAED/EW_EA-12827.FACILITY,Marchwood Power Station EPR/BL6217IM,United Kingdom,GBR,2019,mid,7777777.78,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/EW_EA-16786.FACILITY,Intera South West Energy Recovery Facility,United Kingdom,GBR,2019,high,7777777.78,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/EW_EA-2932.FACILITY,SUTTON COURTENAY LANDFILL  EPR/BV7001IK,United Kingdom,GBR,2011,high,7777777.78,natural_gas,natural_gas,same,36.341,36.341,0.0,36.341,36.341,114.708,54.322,,,101.3,46.953,147.581,29.021
GB.EEA/EW_EA-2318.FACILITY,"Rwe Npower Plc, Didcot A Power Station",United Kingdom,GBR,2013,mid,7777777.78,natural_gas,natural_gas,same,45.901,45.901,0.0,45.901,45.901,133.319,54.322,,,118.05,46.953,147.581,39.342
UK.CAED/EW_EA-18583.FACILITY,Carrington Power Station EPR/RP3438GG,United Kingdom,GBR,2019,mid,7666666.67,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.SEPA/200000142.Facility,Peterhead Power Station,United Kingdom,GBR,2019,mid,7611111.11,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
CZ.MZP.S206/CZ32569075.FACILITY,"ČEZ, a. s. Elektrárna Mělník, Teplárna Trmice - provoz Mělník",Czechia,CZE,2019,mid,7076759.16,natural_gas,natural_gas,same,42.487,42.487,0.0,42.487,42.487,88.375,44.744,,,77.6,38.332,139.78,32.129
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-978024-900-9141660,Trianel Kohlekraftwerk Lünen GmbH & Co. KG,Germany,DEU,2019,mid,6288635.83,natural_gas,natural_gas,same,44.891,44.891,0.0,44.891,44.891,177.986,47.885,,,158.25,41.159,143.427,34.293
UK.CAED/EW_EA-7307.FACILITY,Rocksavage Power Station EPR/BS5380IC,United Kingdom,GBR,2019,mid,6277777.78,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/EW_EA-2401.FACILITY,Seabank Power Station EPR/BV3006IN,United Kingdom,GBR,2019,mid,6197222.22,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/EW_EA-18795.FACILITY,Severnside Energy Recovery Centre EPR/ZP3937KL,United Kingdom,GBR,2019,high,6197222.22,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/P0125_06A.FACILITY,EP  Ballylumford Ltd,United Kingdom,GBR,2019,mid,5537449.17,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.SEPA/200000034.Facility,Longannet Power Station,United Kingdom,GBR,2016,mid,5269111.11,natural_gas,natural_gas,same,35.705,35.705,0.0,35.705,35.705,149.653,54.322,,,132.75,46.953,147.581,29.965
UK.CAED/EW_EA-2321.FACILITY,Little Barford Power Station EPR/AP3630LG,United Kingdom,GBR,2019,mid,5253791.67,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/EW_EA-7030.FACILITY,Coryton Power Station EPR/EP3833LY,United Kingdom,GBR,2019,mid,4600000.0,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/EW_EA-1021.FACILITY,Cottam CDC Power Station EPR/NP3033RD,United Kingdom,GBR,2019,mid,4416666.67,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/EW_EA-6557.FACILITY,Great Yarmouth Power Station EPR/KP3531US,United Kingdom,GBR,2019,mid,4361111.11,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/EW_EA-1563.FACILITY,Keadby Power Station EPR/YP3133LL,United Kingdom,GBR,2019,mid,4336416.67,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/NRW170265.FACILITY,Pembroke Power Station,United Kingdom,GBR,2019,mid,4259722.22,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/EW_EA-3047.FACILITY,Sutton Bridge Power Station EPR/FP3835LS,United Kingdom,GBR,2019,mid,4177777.78,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/EW_EA-1048.FACILITY,Cottam Ash Disposal Site,United Kingdom,GBR,2012,high,4170555.56,natural_gas,natural_gas,same,43.564,43.564,0.0,43.564,43.564,131.93,54.322,,,116.8,46.953,147.581,36.734
UK.CAED/EW_EA-16737.FACILITY,Cottam Power Station EPR/SP3535LT,United Kingdom,GBR,2017,mid,4170555.56,natural_gas,natural_gas,same,31.698,31.698,0.0,31.698,31.698,141.597,54.322,,,125.5,46.953,147.581,26.358
UK.CAED/EW_EA-12824.FACILITY,Langage Energy Centre EPR/AP3633BL,United Kingdom,GBR,2019,mid,4055555.56,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/NRW170312.FACILITY,Severn Power Station,United Kingdom,GBR,2019,mid,3986025.0,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/NRW170377.FACILITY,Uskmouth Power Plant,United Kingdom,GBR,2016,mid,3986025.0,natural_gas,natural_gas,same,35.705,35.705,0.0,35.705,35.705,149.653,54.322,,,132.75,46.953,147.581,29.965
UK.CAED/EW_EA-1562.FACILITY,Fiddlers Ferry Power Station EPR/BS8192IV,United Kingdom,GBR,2012,mid,3973391.67,natural_gas,natural_gas,same,43.564,43.564,0.0,43.564,43.564,131.93,54.322,,,116.8,46.953,147.581,36.734
GB.EEA/EW_EA-16938.FACILITY,Damhead Creek Power Station,United Kingdom,GBR,2015,mid,3963888.89,natural_gas,natural_gas,same,46.512,46.512,0.0,46.512,46.512,169.319,54.322,,,150.45,46.953,147.581,39.287
UK.CAED/EW_EA-896.FACILITY,Damhead Creek Power Station EPR/DP3933DN,United Kingdom,GBR,2019,mid,3963888.89,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-112000-100-0365906,STEAG Power GmbH,Germany,DEU,2019,mid,3926720.28,natural_gas,natural_gas,same,44.891,44.891,0.0,44.891,44.891,177.986,47.885,,,158.25,41.159,143.427,34.293
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001172.ProductionFacility,"Helen Oy, Hanasaari B -voimalaitos",Finland,FIN,2023,mid,3913333.33,heat_battery,heat_battery,same,104.486,44.744,-59.742000000000004,152.035,152.035,104.486,44.744,,,92.1,38.332,139.78,118.804
PL.MŚ/000000052.FACILITY,TAURON Wytwarzanie Spółka Akcyjna - Oddział Elektrownia Stalowa Wola w Stalowej Woli,Poland,POL,2020,mid,3912361.11,natural_gas,natural_gas,same,42.974,42.974,0.0,42.974,42.974,122.319,44.744,,,108.15,38.332,139.78,32.628
UK.CAED/EW_EA-1118.FACILITY,Fawley Refinery EPR/ZP3839MG,United Kingdom,GBR,2010,mid,3510277.78,natural_gas,natural_gas,same,32.535,32.535,0.0,32.535,32.535,112.653,54.322,,,99.45,46.953,147.581,25.192
UK.CAED/EW_EA-1089.FACILITY,Fawley Refinery EPR/BR6996IC,United Kingdom,GBR,2019,mid,3510277.78,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
https://registry.gdi-de.org/id/de.sl.inspire.pf/0075248-G,VSE Kraftwerk Ensdorf,Germany,DEU,2017,mid,3398888.89,natural_gas,natural_gas,same,40.885,40.885,0.0,40.885,40.885,170.653,47.885,,,151.65,41.159,143.427,34.626
UK.SEPA/200000050.Facility,Grangemouth CHP Plant,United Kingdom,GBR,2019,mid,3388888.89,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/EW_EA-6326.FACILITY,Medway Power Station EPR/HP3939LN,United Kingdom,GBR,2019,mid,3369444.44,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/P0126_06A.FACILITY,Coolkeeragh ESB Ltd,United Kingdom,GBR,2019,mid,3328791.67,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
PL.MŚ/000000005.FACILITY,Zakład Z-2 Knurów,Poland,POL,2010,mid,3256100.0,natural_gas,natural_gas,same,43.202,43.202,0.0,43.202,43.202,111.375,44.744,,,98.3,38.332,139.78,34.792
UK.CAED/EW_EA-5766.FACILITY,Enfield Power Station EPR/NP3833RC,United Kingdom,GBR,2019,mid,3166666.67,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/P0120_06A.FACILITY,EP Kilroot  Ltd,United Kingdom,GBR,2019,mid,3048192.78,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00041,SWM Heizkraftwerk Nord,Germany,DEU,2019,mid,3025110.83,natural_gas,natural_gas,same,44.891,44.891,0.0,44.891,44.891,177.986,47.885,,,158.25,41.159,143.427,34.293
SK.EEA/37012102a.FACILITY,CM European Power Slovakia s.r.o.,Slovakia,SVK,2016,mid,2933727.37,natural_gas,natural_gas,same,40.453,40.453,0.0,40.453,40.453,124.597,44.744,,,110.2,38.332,139.78,34.237
PT.EEA/100004092.FACILITY,Complexo Industrial de Setúbal da Navigator,Portugal,PRT,2017,high,2914285.83,natural_gas,natural_gas,same,36.322,36.322,0.0,36.322,36.322,129.486,44.744,,,114.6,38.332,139.78,30.519
UK.CAED/EW_EA-754.FACILITY,Humber Oil Refinery EPR/UP3230LR,United Kingdom,GBR,2019,mid,2830287.5,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
SE.CAED/10020389.Facility,Gruvöns bruk,Sweden,SWE,2024,high,2690505.0,heat_battery,heat_battery,same,101.875,44.744,-57.131,143.072,143.072,101.875,44.744,,,89.75,38.332,139.78,115.586
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00044,SWM Heizkraftwerk Süd,Germany,DEU,2019,mid,2508445.28,natural_gas,natural_gas,same,44.891,44.891,0.0,44.891,44.891,177.986,47.885,,,158.25,41.159,143.427,34.293
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-170044-100-0431554,Kraftwerk Voerde beschränkt haftende oHG Kraftwerk Voerde Blöcke A und B,Germany,DEU,2017,mid,2453525.0,natural_gas,natural_gas,same,40.885,40.885,0.0,40.885,40.885,170.653,47.885,,,151.65,41.159,143.427,34.626
UK.CAED/EW_EA-3048.FACILITY,West Burton Power Station EPR/SP3935LW,United Kingdom,GBR,2014,mid,2404413.89,natural_gas,natural_gas,same,46.731,46.731,0.0,46.731,46.731,148.097,54.322,,,131.35,46.953,147.581,39.786
SE.CAED/10014311.Facility,Skutskärs Bruk,Sweden,SWE,2024,high,2403630.0,heat_battery,heat_battery,same,101.875,44.744,-57.131,143.072,143.072,101.875,44.744,,,89.75,38.332,139.78,115.586
UK.CAED/EW_EA-1028.FACILITY,Ratcliffe-On-Soar Power Station EPR/EP3133RZ,United Kingdom,GBR,2019,mid,2213330.56,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/EW_EA-1561.FACILITY,Ferrybridge C Power Station EPR/VP3337SR,United Kingdom,GBR,2013,mid,2197500.0,natural_gas,natural_gas,same,45.901,45.901,0.0,45.901,45.901,133.319,54.322,,,118.05,46.953,147.581,39.342
UK.CAED/EW_EA-18626.FACILITY,Ferrybridge Multifuel Plant EPR/SP3239FU,United Kingdom,GBR,2019,high,2197500.0,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/EW_EA-17768.FACILITY,Ferrybridge Multifuel Plant 2 EPR/XP3833DK,United Kingdom,GBR,2019,high,2197500.0,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
SE.CAED/10022062.Facility,Gävle bruk,Sweden,SWE,2024,high,2170305.0,heat_battery,heat_battery,same,101.875,44.744,-57.131,143.072,143.072,101.875,44.744,,,89.75,38.332,139.78,115.586
DE.EEA/DE-06-02-B28903H003.FACILITY,ADM Hamburg Aktiengesellschaft Werk Hamburg,Germany,DEU,2017,mid,2102208.33,natural_gas,natural_gas,same,40.885,40.885,0.0,40.885,40.885,170.653,47.885,,,151.65,41.159,143.427,34.626
UK.CAED/EW_EA-67.FACILITY,Drax Power Station EPR/VP3530LS,United Kingdom,GBR,2019,mid,2055077.78,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
AT.EEA/20000.00532.FACILITY,Linz Strom GmbH,Austria,AUT,2017,high,2052632.42,natural_gas,natural_gas,same,43.597,43.597,0.0,43.597,43.597,109.208,44.744,,,96.35,38.332,139.78,37.067
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-978024-900-0884101,Steag GmbH KW Lünen,Germany,DEU,2018,mid,2047084.44,natural_gas,natural_gas,same,43.69,43.69,0.0,43.69,43.69,169.653,47.885,,,150.75,41.159,143.427,35.07
UK.CAED/NRW170020.FACILITY,Baglan Power Station,United Kingdom,GBR,2019,mid,2004235.28,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
HR.EEA/HR010288724.FACILITY,TE Plomin 2,Croatia,HRV,2017,mid,1996416.67,natural_gas,natural_gas,same,32.808,32.808,0.0,32.808,32.808,101.819,44.744,,,89.7,38.332,139.78,27.357
IT.EEA/2014000514.FACILITY,Servizi Milazzo S.r.l.,Italy,ITA,2017,mid,1949924.53,natural_gas,natural_gas,same,34.719,34.719,0.0,34.719,34.719,164.708,38.962,,,146.3,33.128,134.577,29.077
RO.CAED/101VL0001.FACILITY,SC CET GOVORA SA,Romania,ROU,2014,mid,1918075.0,natural_gas,natural_gas,same,39.949,39.949,0.0,39.949,39.949,95.708,44.744,,,84.2,38.332,139.78,33.682
UK.CAED/EW_EA-1010.FACILITY,Kemsley Paper Mill CHP Plant EPR/BJ7395IG,United Kingdom,GBR,2018,mid,1912500.0,natural_gas,natural_gas,same,38.079,38.079,0.0,38.079,38.079,155.486,54.322,,,138.0,46.953,147.581,30.02
PT.EEA/100002393.FACILITY,"Navigator Pulp Cacia, S.A.",Portugal,PRT,2017,high,1790625.28,natural_gas,natural_gas,same,36.322,36.322,0.0,36.322,36.322,129.486,44.744,,,114.6,38.332,139.78,30.519
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-513000-500-0342658,Uniper Kraftwerk Scholven,Germany,DEU,2018,mid,1788751.39,natural_gas,natural_gas,same,43.69,43.69,0.0,43.69,43.69,169.653,47.885,,,150.75,41.159,143.427,35.07
UK.CAED/EW_EA-1014.FACILITY,Winnington Sodium Carbonate Manufacturing Site EPR/EP3337NY,United Kingdom,GBR,2019,mid,1754833.33,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/EW_EA-5345.FACILITY,Sellafield Site EPR/BM4317IX,United Kingdom,GBR,2019,mid,1709444.44,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/EW_EA-5464.FACILITY,Stanlow Manufacturing Complex,United Kingdom,GBR,2019,mid,1664444.44,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
SE.CAED/10019434.Facility,Preem  AB Preemraff Göteborg,Sweden,SWE,2024,mid,1590435.0,heat_battery,heat_battery,same,101.875,44.744,-57.131,143.072,143.072,101.875,44.744,,,89.75,38.332,139.78,115.586
NL.RIVM/000104003.FACILITY,Delesto B.V.,Netherlands,NLD,2017,mid,1577678.6,natural_gas,natural_gas,same,42.364,42.364,0.0,42.364,42.364,95.486,44.744,,,84.0,38.332,139.78,35.958
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-954020-900-0125939,Mark-E Aktiengesellschaft Cuno Heizkraftwerk,Germany,DEU,2018,mid,1530194.44,natural_gas,natural_gas,same,43.69,43.69,0.0,43.69,43.69,169.653,47.885,,,150.75,41.159,143.427,35.07
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-362028-800-0009877,RWE Power AG Veredlungsstandort Knapsacker Hügel,Germany,DEU,2018,mid,1527500.0,natural_gas,natural_gas,same,43.69,43.69,0.0,43.69,43.69,169.653,47.885,,,150.75,41.159,143.427,35.07
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-162004-300-9046923,CURRENTA GmbH & Co. OHG,Germany,DEU,2018,mid,1503592.78,natural_gas,natural_gas,same,43.69,43.69,0.0,43.69,43.69,169.653,47.885,,,150.75,41.159,143.427,35.07
SE.CAED/10019436.Facility,St1 Refinery AB,Sweden,SWE,2024,mid,1441260.0,heat_battery,heat_battery,same,101.875,44.744,-57.131,143.072,143.072,101.875,44.744,,,89.75,38.332,139.78,115.586
BG.CAED/002000017.FACILITY,Lukoil Energia I gaz BG power station,Bulgaria,BGR,2017,mid,1435277.78,natural_gas,natural_gas,same,31.451,31.451,0.0,31.451,31.451,88.43,46.197,,,77.65,39.64,95.784,26.136
DE.EEA/18042.FACILITY,Werk  Zielitz,Germany,DEU,2017,high,1404438.89,natural_gas,natural_gas,same,40.885,40.885,0.0,40.885,40.885,170.653,47.885,,,151.65,41.159,143.427,34.626
UK.SEPA/200000143.Facility,Shell North Sea Gas Terminal,United Kingdom,GBR,2019,mid,1400000.0,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
UK.CAED/NRW170087.FACILITY,Connah's Quay Power Station,United Kingdom,GBR,2019,mid,1382008.33,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
NL.RIVM/000012150.FACILITY,Uniper Centrale RoCa,Netherlands,NLD,2017,mid,1379476.55,natural_gas,natural_gas,same,42.364,42.364,0.0,42.364,42.364,95.486,44.744,,,84.0,38.332,139.78,35.958
HR.CAED/000000024.FACILITY,Rafinerija nafte Sisak,Croatia,HRV,2019,mid,1375000.0,natural_gas,natural_gas,same,43.72,43.72,0.0,43.72,43.72,118.208,44.744,,,104.45,38.332,139.78,33.239
UK.CAED/EW_EA-2397.FACILITY,Rye House Power Station EPR/RP3632SF,United Kingdom,GBR,2019,mid,1288888.89,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,,,153.95,46.953,147.581,30.63
AT.EEA/20000.00052.FACILITY,EVN AG,Austria,AUT,2017,mid,1255205.19,natural_gas,natural_gas,same,43.597,43.597,0.0,43.597,43.597,109.208,44.744,,,96.35,38.332,139.78,37.067
SK.EEA/37068103.FACILITY,"Bratislavská teplárenská, a.s. - Tepláreň Východ",Slovakia,SVK,2016,mid,1251349.46,natural_gas,natural_gas,same,40.453,40.453,0.0,40.453,40.453,124.597,44.744,,,110.2,38.332,139.78,34.237
https://registry.gdi-de.org/id/de.sh/50080412,Gemeinschaftskraftwerk Kiel GmbH GKK,Germany,DEU,2019,mid,1245366.11,natural_gas,natural_gas,same,44.891,44.891,0.0,44.891,44.891,177.986,47.885,,,158.25,41.159,143.427,34.293
AT.EEA/20000.00533.FACILITY,Linz Strom GmbH,Austria,AUT,2017,mid,1227655.62,natural_gas,natural_gas,same,43.597,43.597,0.0,43.597,43.597,109.208,44.744,,,96.35,38.332,139.78,37.067
UK.CAED/EW_EA-558.FACILITY,Wissington Sugar Factory EPR/BX2108IQ,United Kingdom,GBR,2019,low,1211111.11,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,75.426,73.151,153.95,46.953,147.581,30.63
PL.EEA/02C_000081.FACILITY,"Elektrociepłownie Kujawskie Sp. z o.o., Zakład Janikowo",Poland,POL,2007,mid,1186944.44,natural_gas,natural_gas,same,33.388,33.388,0.0,33.388,33.388,102.708,44.744,,,90.5,38.332,139.78,28.855
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000020744.ProductionFacility,"Oy Alholmens Kraft Ab, Pietarsaaren voimalaitos",Finland,FIN,2024,mid,1128530.56,heat_battery,heat_battery,same,94.153,44.744,-49.409000000000006,123.527,123.527,94.153,44.744,,,82.8,38.332,139.78,97.995
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001833.ProductionFacility,"UPM-Kymmene Oyj, Pietarsaaren tehtaat",Finland,FIN,2024,high,1128530.56,heat_battery,heat_battery,same,94.153,44.744,-49.409000000000006,123.527,123.527,94.153,44.744,,,82.8,38.332,139.78,97.995
UK.CAED/EW_EA-559.FACILITY,Bury St Edmunds Sugar Factory EPR/BX2094IJ,United Kingdom,GBR,2019,low,1097222.22,natural_gas,natural_gas,same,40.822,40.822,0.0,40.822,40.822,173.208,54.322,75.426,73.151,153.95,46.953,147.581,30.63
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100215001.ProductionFacility,"Vantaan Energia Oy, Jätevoimala",Finland,FIN,2024,high,1069333.33,heat_battery,heat_battery,same,94.153,44.744,-49.409000000000006,123.527,123.527,94.153,44.744,,,82.8,38.332,139.78,97.995
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-770028-700-0105516,Uniper Kraftwerke GmbH Kraftwerk Heyden,Germany,DEU,2018,mid,1066260.0,natural_gas,natural_gas,same,43.69,43.69,0.0,43.69,43.69,169.653,47.885,,,150.75,41.159,143.427,35.07
UK.CAED/EW_EA-17836.FACILITY,Wilton 11 EfW EPR/XP3436WB,United Kingdom,GBR,2018,high,1008333.33,natural_gas,natural_gas,same,38.079,38.079,0.0,38.079,38.079,155.486,54.322,,,138.0,46.953,147.581,30.02
UK.CAED/EW_EA-16632.FACILITY,Wilton Power Station EPR/NP3438LK,United Kingdom,GBR,2014,mid,1008333.33,natural_gas,natural_gas,same,46.731,46.731,0.0,46.731,46.731,148.097,54.322,,,131.35,46.953,147.581,39.786
https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/102622,CropEnergies Bioethanol GmbH ,Germany,DEU,2020,mid,1002856.39,natural_gas,natural_gas,same,42.358,42.358,0.0,42.358,42.358,202.097,47.885,,,179.95,41.159,143.427,32.073
DE.EEA/16873.FACILITY,"Südzucker AG Mannheim / Ochsenfurt, Werk Zeitz",Germany,DEU,2017,low,1002856.39,natural_gas,natural_gas,same,40.885,40.885,0.0,40.885,40.885,170.653,47.885,74.604,71.668,151.65,41.159,143.427,34.626
