site,load_MW,storage_technology,S_opt_MW,Heat_TES_power_MW,Heat_TES_charge_power_MW,Heat_TES_discharge_power_MW,Heat_TES_energy_MWh,TES_temp_max_C,TES_temp_min_C,TES_usable_energy_fraction_linear,TES_charge_discharge_ratio_min,TES_round_trip_efficiency,TES_electric_to_heat_efficiency,TES_max_storage_hours,TES_cost_model,TES_project_start_year,TES_process_temperature_c,TES_capex_kwh_input,TES_opex_frac_input,TES_lifetime_years_input,TES_discount_rate_input,TES_energy_capex_input_$/MWh,TES_power_capex_input_$/MW,TES_fixed_om_input_$/MWyr,TES_capex_input_includes_crf,Battery_capacity_MW,Battery_energy_MWh,LCOE_total_$perMWh,LCOE_solar_$perMWh,LCOE_batt_$perMWh,LCOE_TES_$perMWh,LCOE_unserved_$perMWh,Reliability_%,Unserved_MWh,Unserved_hours,Base_load_MW,Heat_demand_multiplier,Heat_demand_multiplier_note
ES.CAED/001529000.FACILITY,124.9286,heat_TES,551.8107340157629,184.87142364499323,739.4856945799729,184.87142364499323,2218.4570837399187,1500.0,350.0,0.7666666666666666,4.0,0.97,0.95,12.0,battery_params,2025,350.0,100.0,0.02,25,0.07,100000.0,0.0,0.0,False,184.87142364499323,2218.4570837399187,46.552040059629164,25.102702219556267,21.449337840072904,21.449337840072904,0.0,90.00000000000463,109437.4535999494,1226,124.9286,1.0,disabled
