site,load_MW,storage_technology,S_opt_MW,Heat_TES_power_MW,Heat_TES_charge_power_MW,Heat_TES_discharge_power_MW,Heat_TES_energy_MWh,TES_temp_max_C,TES_temp_min_C,TES_usable_energy_fraction_linear,TES_charge_discharge_ratio_min,TES_round_trip_efficiency,TES_electric_to_heat_efficiency,TES_max_storage_hours,TES_cost_model,TES_project_start_year,TES_process_temperature_c,TES_capex_kwh_input,TES_opex_frac_input,TES_lifetime_years_input,TES_discount_rate_input,TES_energy_capex_input_$/MWh,TES_power_capex_input_$/MW,TES_fixed_om_input_$/MWyr,TES_capex_input_includes_crf,Battery_capacity_MW,Battery_energy_MWh,LCOE_total_$perMWh,LCOE_solar_$perMWh,LCOE_batt_$perMWh,LCOE_TES_$perMWh,LCOE_unserved_$perMWh,Reliability_%,Unserved_MWh,Unserved_hours,Base_load_MW,Heat_demand_multiplier,Heat_demand_multiplier_note
PL.MŚ/000000190.FACILITY,0.0242,heat_TES,0.3589337457881673,0.11204049320946928,0.4481619728378771,0.11204049320946928,1.3444859185136313,1500.0,750.0,0.5,4.0,0.97,0.95,12.0,battery_params,2025,750.0,100.0,0.02,25,0.07,100000.0,0.0,0.0,False,0.11204049320946928,1.3444859185136313,159.688983168314,92.5823232783988,67.10665988991519,67.10665988991519,0.0,90.0000000000003,21.199199999999365,903,0.0242,1.0,disabled
